"X0","Xb","gmax","pet_a","pet_b","sigma","X0_opt","Xb_opt","gmax_opt","pet_a_opt","pet_b_opt","sigma_opt","NLL"
10,2,1,3,2,5,7.84359711753492,2.87571527519242,1.52457746992639,3.82920168560663,1.85193994119371,0.605505876264031,87.7771443796294
15,2,1,3,2,5,13.1893934304956,2.9378186980144,1.5710159967527,4.01037333985773,2.16782184754702,0.614652277558131,87.9963136932182
20,2,1,3,2,5,15.1043259916811,2.93981975821531,1.63417470029397,4.58510870884124,2.98871829756868,0.615281480507055,88.1227598458061
25,2,1,3,2,5,26.4917677414706,2.9936389505616,1.83533588098071,3.68496692778284,1.6393190876677,0.624017389179947,88.9917659258466
10,2,1,3,2,5,11.621938673381,2.96125477293851,1.5471591772652,4.16666036876787,2.44666695662061,0.611144470320963,87.8540235121489
15,2,1,3,2,5,14.6058405458403,2.94083786110128,1.68292739375507,3.91863017676343,1.79373038809588,0.627841405669719,88.2165501880849
20,2,1,3,2,5,7.65522368491678,2.66970388891931,1.56665968067492,4.13426887035351,2.1201804851802,0.621214473654397,87.927145952851
25,2,1,3,2,5,16.8724705699006,2.98678827928406,1.62124308308419,3.91166174727009,2.13548620878036,0.623078854676179,88.2309825115816
10,2,1,3,2,5,6.62420443489158,2.43400779454838,1.53302869395675,4.64369024025892,2.91376200219891,0.620573011982525,87.8101668944564
15,2,1,3,2,5,15.2769497808678,2.97114925697205,1.59141207159551,4.01011729549083,2.28832908573548,0.615649413602554,88.1288188994763
20,2,1,3,2,5,20.1593430667729,2.9390646955393,1.67600424984792,4.19906877463595,2.55304727295059,0.633915197896487,88.5753076607735
25,2,1,3,2,5,20.8299898782181,2.9901464511747,1.72236754959913,4.28504427981599,2.37494286678823,0.635060934701639,88.5455142031201
