"X0","Xb","gmax","pet_a","pet_b","C","alpha","beta","sigma","X0_opt","Xb_opt","gmax_opt","pet_a_opt","pet_b_opt","C_opt","alpha_opt","beta_opt","sigma_opt","NLL"
10,2,1,3,2,1,1,1,5,6.28414271889534,2.91744286052575,1.42905034314129,3.26558204253505,2.52871959952015,0.0559768498305516,0.812312653100799,2.73150350312414,0.537066203285162,61.6990383474421
15,2,1,3,2,1,1,1,5,16.1578676515711,2.90844757535782,1.58350648601442,3.28635691442636,2.85204033304745,0.121570393919445,0.470664564821575,2.80290554549842,0.583202295793441,63.352934211977
20,2,1,3,2,1,1,1,5,28.0370483777527,2.75314236216552,2.84678060080445,3.34035905444272,1.00541839592854,3.40163103279116,0.0216362213994621,3.97084346973393,0.879497968919166,87.9036027059379
25,2,1,3,2,1,1,1,5,21.8661415653421,2.98592709418529,1.63565411463393,3.37071205144025,2.32400400749153,0.0872846134198972,0.676756268942509,2.93255580402465,0.599648480420965,63.8280272022559
10,2,1,3,2,1,1,1,5,3.87290964217679,2.77664160788427,1.56513483278108,3.44943599776049,1.80879986086361,0.130996493169124,0.484635218606855,2.60569968718664,0.542799976614869,61.7087243732459
15,2,1,3,2,1,1,1,5,17.7780740357356,2.98477852371394,1.83000277819061,3.3031328759252,1.41092716300181,0.0194832169158713,1.38836729536032,2.48868733020166,0.605449373391126,63.3141278571454
20,2,1,3,2,1,1,1,5,20.4603749548151,2.97187258355937,1.54944489687662,3.45629690497889,2.31937723774786,0.146099962917967,0.0355007999088219,3.8916257803721,0.557198224652498,63.8802045207085
25,2,1,3,2,1,1,1,5,20.6157175700995,2.9535609112731,1.63960829904293,3.46370321884891,1.9801041721417,0.072186445840429,0.34273787995478,2.27647957828375,0.567598245349603,63.8899548203667
10,2,1,3,2,1,1,1,5,10.6433075445847,2.98930604840594,1.53566335945346,3.39881196625205,1.70477100184564,0.104981364181755,0.243818773072484,3.27994779086983,0.571632390290937,62.3903435275307
15,2,1,3,2,1,1,1,5,18.6214438591921,2.9591343599746,1.64330190484353,3.13305475410061,1.6727148974492,0.0250608376015283,1.26749789348456,2.83137081131254,0.570714889275786,63.5911990180742
20,2,1,3,2,1,1,1,5,25.1003659619539,2.90924127718915,1.83739019038612,3.2906273228178,2.00811859138339,0.00570420262781591,2.13708278122508,1.9509136021382,0.565893700046925,63.9222083845343
25,2,1,3,2,1,1,1,5,15.5221659406942,2.92548073552427,1.7234444013639,3.3636835819044,1.29529380423195,0.131559476702647,0.194606739430992,3.90041610681988,0.544608090129975,63.2866203854544
