"X0","Xb","gmax","pet_a","pet_b","C","alpha","beta","intra","inter","sigma","X0_opt","Xb_opt","gmax_opt","pet_a_opt","pet_b_opt","C_opt","alpha_opt","beta_opt","intra_opt","inter_opt","sigma_opt","NLL"
10,2,1,3,2,1,1,1,0.5,0.5,5,14.160413892042,2.88486938918413,1.63871348689205,3.84638222826885,2.26637171517354,6.92476320928943,0.126105870862706,3.1876873593091,0.00110752274436958,0.0210457543838516,0.551210636656925,71.5595930961933
15,2,1,3,2,1,1,1,0.5,0.5,5,19.2308165036795,2.83478096337818,1.85925449027409,3.53024839915161,1.63712770495251,3.06503507172124,0.557714376436372,1.57598420232726,0.0300129248739974,0.00634926905339508,0.6092821230277,70.4480936760055
20,2,1,3,2,1,1,1,0.5,0.5,5,19.2905114083105,2.90962957367447,1.73512078020744,3.74452407988434,2.29328965472439,4.27023730425823,0.16445025076005,2.87094707869404,0.00247711703500027,0.00458340158083586,0.575963652030153,70.7191657805207
25,2,1,3,2,1,1,1,0.5,0.5,5,25.7559495040521,2.18159789576876,3.14199178056636,3.39863822451485,1.60472307102984,0.0107779993988405,2.46299849010695,1.2458879265102,0.797490369310213,0.133469832631771,0.615480052854861,64.7018259218841
10,2,1,3,2,1,1,1,0.5,0.5,5,9.13063206884267,2.73794151189278,1.57499643851967,3.38453465687075,1.76897763959597,2.5002954994789,0.368558395077808,3.14986212441429,0.00442739829246718,0.00729343462307655,0.582869982321672,70.2455493518781
15,2,1,3,2,1,1,1,0.5,0.5,5,14.4246320914703,2.90838170790748,1.59788557994599,3.45362336835279,2.40491262462759,5.8054515790617,0.0172914806791007,3.18673431527202,0.00308774048385576,0.0125908150391854,0.627401195940109,70.8304939055334
20,2,1,3,2,1,1,1,0.5,0.5,5,16.0753390400346,2.62602743927838,1.97554908010111,3.76422796215987,1.80389095982982,0.171044898317684,1.28376336443965,1.71337760938214,0.291085524161906,0.0265656429516045,0.574526286952346,68.323231924823
25,2,1,3,2,1,1,1,0.5,0.5,5,23.5860554501095,2.6372473812772,2.45442098930244,4.0239795816184,2.60464893775442,3.85499118385625,0.966192557179454,1.28871755945625,0.0279623197798803,0.00404894148622474,0.610836937200482,70.4847879634547
10,2,1,3,2,1,1,1,0.5,0.5,5,12.9574970644665,2.43444171025243,2.25468889419813,3.35287001614563,2.75360672874324,0.0315278254213105,2.15749393923895,1.29795421160877,0.551988826373894,0.038527703511168,0.563946284400941,61.3561824428213
15,2,1,3,2,1,1,1,0.5,0.5,5,17.8947887482192,2.74864633092938,1.75825183767654,3.42333151952473,1.78824454006232,2.75420497134992,0.541912381458145,3.09921591761562,0.00683526739172085,0.00911784838526954,0.555123483444197,70.7067559714805
20,2,1,3,2,1,1,1,0.5,0.5,5,14.6106807668961,2.23153361804792,2.25265692793258,3.25940555878373,1.77482116702369,0.0340634971649487,2.16778245616735,1.42336540870876,0.476755881931714,0.0180640666673909,0.553706723665102,62.2202072630544
25,2,1,3,2,1,1,1,0.5,0.5,5,24.9727902690646,2.53350940132414,3.02103292898094,3.04462043606175,2.86722236582338,4.85109809747973,0.734124878102898,0.982961721190016,0.0205750650476496,0.00516239171283576,0.576444636304577,71.813271158004
