"tree_id","stand_id","plot","tag","species","year","tree_status","dbh","x_coord","y_coord","size_cat"
"AG05000400004","AG05",4,4788,"TSHE",2012,"1",20.2,40.79,65.9,"regular"
"AG05000400005","AG05",4,4789,"ABAM",2012,"1",54,42.77,68.5,"regular"
"AG05000400006","AG05",4,4790,"TSHE",2012,"6",19.3,46.12,73.26,"regular"
"AG05000400007","AG05",4,4791,"THPL",2012,"1",74.8,48.05,70.9,"regular"
"AG05000400008","AG05",4,4792,"ABAM",1998,"6",61.5,47.82,62.6,"regular"
"AG05000400009","AG05",4,4793,"ABAM",2012,"1",69.8,42.19,62.25,"regular"
"AG05000400010","AG05",4,4794,"ABAM",2012,"1",21.4,38.28,62.29,"regular"
"AG05000400011","AG05",4,4795,"ABAM",2012,"1",64.5,36.51,65.46,"regular"
"AG05000400012","AG05",4,4796,"ABAM",2012,"1",19.9,31.66,63.27,"regular"
"AG05000400013","AG05",4,4797,"ABAM",2012,"1",75.8,33.61,61.96,"regular"
"AG05000400014","AG05",4,4798,"THPL",1998,"6",52.4,28.14,60.57,"regular"
"AG05000400015","AG05",4,4799,"TABR",2012,"1",19.7,28.24,59.35,"regular"
"AG05000400016","AG05",4,4800,"ABAM",2012,"1",33.3,29.19,56.15,"regular"
"AG05000400017","AG05",4,4801,"ABAM",2012,"1",32.7,29.68,50.91,"regular"
"AG05000400018","AG05",4,4802,"ABAM",2012,"1",59.4,34.29,52.48,"regular"
"AG05000400019","AG05",4,4803,"ABAM",2012,"1",47.5,37.45,51.08,"regular"
"AG05000500061","AG05",5,417,"ABAM",2012,"1",6.1,58.23,95.42,"small"
"AG05000500062","AG05",5,427,"TABR",2012,"1",6.8,71.31,75.11,"small"
"AG05000500063","AG05",5,2776,"ABAM",2012,"1",6.2,62.1,91.91,"small"
"AG05000500064","AG05",5,2780,"ABAM",2012,"1",6.3,56.65,93.84,"small"
"AG05000500065","AG05",5,2781,"ABAM",2012,"1",6.9,63.28,89.98,"small"
"AG05000500066","AG05",5,2782,"TSHE",2012,"1",8.8,64.56,87.98,"small"
"AG05000500058","AG05",5,3919,"ABAM",1987,"6",5.8,53.81,77.97,"small"
"AG05000500001","AG05",5,4805,"THPL",2012,"1",52.3,51.02,94.07,"regular"
"AG05000500002","AG05",5,4806,"TABR",2012,"1",11,52.4,93.32,"small"
"AG05000500003","AG05",5,4807,"THPL",1981,"6",38.8,55.2,97.18,"regular"
"AG05000500004","AG05",5,4808,"THPL",2012,"1",56.1,53.66,92.71,"regular"
"AG05000500005","AG05",5,4809,"ABAM",2012,"1",17.1,55.02,92.52,"regular"
"AG05000500006","AG05",5,4810,"THPL",2012,"1",47.6,53.88,91.47,"regular"
"AG05000500007","AG05",5,4811,"TSHE",2012,"1",16.6,54.18,92.06,"regular"
"AG05000500008","AG05",5,4812,"ABAM",2012,"1",17.6,56.18,90.64,"regular"
"AG05000500009","AG05",5,4813,"ABAM",2012,"1",13.1,58.43,97.29,"small"
"AG05000500010","AG05",5,4814,"ABAM",2012,"1",19.7,63.87,96.87,"regular"
"AG05000500011","AG05",5,4815,"THPL",2012,"1",54.4,64.76,93.64,"regular"
"AG05000500012","AG05",5,4816,"THPL",2012,"1",34.8,65.86,97.26,"regular"
"AG05000500013","AG05",5,4817,"TSHE",2012,"1",24.5,68.7,94.96,"regular"
"AG05000500014","AG05",5,4818,"TSHE",1998,"6",9.8,70.22,96.34,"small"
"AG05000500015","AG05",5,4819,"ABAM",2012,"6",54.5,72.71,96.35,"regular"
"AG05000500017","AG05",5,4821,"TSHE",2008,"6",7.8,71.91,93.69,"small"
"AG05000500018","AG05",5,4822,"TABR",2012,"1",13.1,71.31,94.49,"small"
"AG05000500019","AG05",5,4823,"TABR",2012,"1",10.7,73.43,92.56,"small"
"AG05000500020","AG05",5,4824,"TSHE",2012,"1",15.3,73.86,90.54,"regular"
"AG05000500021","AG05",5,4825,"TABR",2012,"1",13.3,73.05,90.07,"small"
"AG05000500022","AG05",5,4826,"TABR",2012,"1",9.4,72.1,89.52,"small"
"AG05000500023","AG05",5,4827,"TABR",1998,"6",8,73.42,86.66,"small"
"AG05000500024","AG05",5,4828,"TABR",2012,"1",13,66.16,82.84,"small"
"AG05000500025","AG05",5,4829,"THPL",2012,"1",99.5,66.63,81.59,"regular"
"AG05000500026","AG05",5,4830,"ABAM",2012,"1",29.7,63.5,84.75,"regular"
"AG05000500027","AG05",5,4831,"THPL",2012,"1",67.1,61.13,89.16,"regular"
"AG05000500028","AG05",5,4832,"ABAM",2012,"1",11.8,60.63,91.97,"small"
"AG05000500029","AG05",5,4833,"TSHE",1993,"6",9.9,60.36,90.9,"small"
"AG05000500030","AG05",5,4834,"ABAM",2012,"1",7.1,60.41,88.86,"small"
"AG05000500031","AG05",5,4835,"TSHE",2012,"1",13.4,59.41,88.94,"small"
"AG05000500032","AG05",5,4836,"ABAM",2012,"1",54.5,51.05,90.71,"regular"
"AG05000500033","AG05",5,4837,"ABAM",2012,"1",14.1,52.46,85.95,"small"
"AG05000500034","AG05",5,4838,"ABAM",2008,"6",55.8,53.61,84.23,"regular"
"AG05000500035","AG05",5,4839,"THPL",2012,"1",54.1,51.86,82.18,"regular"
"AG05000500036","AG05",5,4840,"TABR",2012,"1",8.7,59.51,86.54,"small"
"AG05000500037","AG05",5,4841,"TSHE",2012,"1",23.9,61.32,84.18,"regular"
"AG05000500038","AG05",5,4842,"ABAM",1993,"6",12.8,63.66,83.31,"small"
"AG05000500039","AG05",5,4843,"ABAM",2012,"1",75.9,63.43,81.79,"regular"
"AG05000500040","AG05",5,4844,"PSME",2012,"1",146.4,60.77,80.47,"regular"
"AG05000500041","AG05",5,4845,"ABAM",2012,"1",11.2,60.8,82.16,"small"
"AG05000500042","AG05",5,4846,"TSHE",2012,"1",18.3,54.3,79.97,"regular"
"AG05000500043","AG05",5,4847,"TSHE",2012,"1",8.5,54.39,78.84,"small"
"AG05000500044","AG05",5,4848,"THPL",2012,"1",72,51.84,79.42,"regular"
"AG05000500045","AG05",5,4849,"ABAM",2012,"6",9.9,50.27,78.81,"small"
"AG05000500046","AG05",5,4850,"TSHE",2012,"1",23,52.1,77.59,"regular"
"AG05000500047","AG05",5,4851,"TABR",2012,"1",17.6,50.86,75.48,"regular"
"AG05000500048","AG05",5,4852,"TABR",2012,"1",7.5,54.5,76.94,"small"
"AG05000500049","AG05",5,4853,"TABR",2012,"1",8.3,55.03,76.01,"small"
"AG05000500050","AG05",5,4854,"ABAM",2012,"6",26.7,57.96,76.14,"regular"
"AG05000500051","AG05",5,4855,"TSHE",2012,"1",15.4,58.84,74.45,"regular"
"AG05000500052","AG05",5,4856,"TSHE",2012,"1",22.9,63.92,77.31,"regular"
"AG05000500053","AG05",5,4857,"TSHE",1993,"6",30.2,68.03,74.26,"regular"
"AG05000500054","AG05",5,4858,"TSHE",2012,"1",36.7,74.1,79.99,"regular"
"AG05000500055","AG05",5,4859,"TSHE",2012,"1",16,73.47,80.17,"regular"
"AG05000500056","AG05",5,4860,"ABAM",2012,"1",61,73.83,75.07,"regular"
"AG05000600026","AG05",6,65,"TSHE",2012,"1",16.8,57.25,64.13,"regular"
"AG05000600001","AG05",6,4804,"ABAM",2012,"1",82.1,50.62,60.15,"regular"
"AG05000600002","AG05",6,4861,"THPL",2012,"1",33.5,69.93,70.17,"regular"
"AG05000600003","AG05",6,4862,"THPL",2012,"1",30.9,63.51,70.66,"regular"
"AG05000600004","AG05",6,4863,"THPL",2012,"1",77.4,57.3,70.92,"regular"
"AG05000600005","AG05",6,4864,"THPL",2012,"1",37.9,53.36,66.1,"regular"
"AG05000600006","AG05",6,4865,"THPL",2012,"1",27,58.43,66.66,"regular"
"AG05000600007","AG05",6,4866,"ABAM",2012,"1",85.9,61.79,65.89,"regular"
"AG05000600008","AG05",6,4867,"ABAM",1993,"6",68.1,65.72,65.4,"regular"
"AG05000600009","AG05",6,4868,"ABAM",1998,"6",18.6,60.42,64.3,"regular"
"AG05000600010","AG05",6,4869,"THPL",1993,"6",102.5,52.03,62.47,"regular"
"AG05000600011","AG05",6,4870,"TSHE",2012,"1",26.2,50.7,63.11,"regular"
"AG05000600012","AG05",6,4871,"ABAM",2008,"6",78.3,52.33,58.19,"regular"
"AG05000600013","AG05",6,4872,"ABAM",2012,"1",60.8,55.66,59.89,"regular"
"AG05000600014","AG05",6,4873,"ABAM",2012,"1",33.5,57.34,57.28,"regular"
"AG05000600015","AG05",6,4874,"THPL",2012,"1",128.6,62.73,58.57,"regular"
"AG05000600016","AG05",6,4875,"THPL",2012,"1",59,62.89,57.18,"regular"
"AG05000600017","AG05",6,4876,"TSHE",2008,"6",36.5,65.57,61.26,"regular"
"AG05000600018","AG05",6,4877,"THPL",2008,"6",19.4,69.58,65.02,"regular"
"AG05000600019","AG05",6,4879,"ABAM",2012,"1",32.4,73.2,64.82,"regular"
"AG05000600020","AG05",6,4880,"TSHE",2012,"1",68.2,73.73,63.63,"regular"
"AG05000600021","AG05",6,4881,"PSME",2012,"1",100.9,73.08,58.27,"regular"
"AG05000600022","AG05",6,4882,"ABAM",2012,"1",35.9,72.2,55.96,"regular"
"AG05000600023","AG05",6,4883,"PSME",2012,"1",95.1,67.34,51.34,"regular"
"AG05000600024","AG05",6,4884,"TSHE",2012,"1",18.6,66.2,52.6,"regular"
"AG05000600025","AG05",6,4885,"THPL",2012,"1",23.4,60.54,51.4,"regular"
"AG05000700026","AG05",7,55,"TSHE",2012,"1",18.9,95.25,83,"regular"
"AG05000700028","AG05",7,2563,"TABR",2012,"1",17.2,87.65,88.15,"regular"
"AG05000700002","AG05",7,4889,"THPL",2012,"1",111.5,76.63,95.36,"regular"
"AG05000700003","AG05",7,4890,"ABAM",2012,"1",42.5,82.48,95.61,"regular"
"AG05000700004","AG05",7,4891,"THPL",2012,"1",28.9,83.11,93.9,"regular"
"AG05000700005","AG05",7,4892,"THPL",2012,"1",30.8,84.43,93.96,"regular"
"AG05000700006","AG05",7,4893,"THPL",2012,"1",25,95.68,96.33,"regular"
"AG05000700007","AG05",7,4894,"TSHE",2012,"1",47.3,97.8,95.39,"regular"
"AG05000700008","AG05",7,4895,"TSHE",2012,"6",19.5,98.17,90.48,"regular"
"AG05000700009","AG05",7,4896,"TSHE",2012,"6",20.5,93.31,89.15,"regular"
"AG05000700010","AG05",7,4897,"TSHE",2012,"1",88.1,87.91,90.65,"regular"
"AG05000700011","AG05",7,4898,"ABAM",1998,"6",28,87.08,87.08,"regular"
"AG05000700012","AG05",7,4899,"ABAM",2012,"1",36.2,86.97,84.59,"regular"
"AG05000700013","AG05",7,4900,"TSHE",2012,"1",20.9,82,84.27,"regular"
"AG05000700014","AG05",7,4901,"THPL",2012,"1",102.6,75.45,86.68,"regular"
"AG05000700015","AG05",7,4902,"ABAM",2012,"1",46,75.67,85.12,"regular"
"AG05000700016","AG05",7,4903,"TSHE",2012,"1",18.4,75.23,82.63,"regular"
"AG05000700017","AG05",7,4904,"TSHE",2012,"1",20.6,76.74,80.25,"regular"
"AG05000700018","AG05",7,4905,"PSME",2012,"1",129.5,76.37,78.72,"regular"
"AG05000700019","AG05",7,4906,"ABAM",2012,"1",40.6,81.74,80.97,"regular"
"AG05000700020","AG05",7,4907,"TSHE",2012,"1",67.7,83.39,79.47,"regular"
"AG05000700021","AG05",7,4908,"THPL",2012,"1",73.2,97.63,85.02,"regular"
"AG05000700022","AG05",7,4909,"ABAM",2012,"1",28.4,97.39,75.17,"regular"
"AG05000700023","AG05",7,4910,"PSME",2012,"1",137.9,96.05,75.45,"regular"
"AG05000700024","AG05",7,4911,"TABR",2012,"1",24.8,89.42,75.27,"regular"
"AG05000700025","AG05",7,4912,"TSHE",2012,"1",26.9,79.89,75.1,"regular"
"AG05000800032","AG05",8,57,"TSHE",2012,"1",17.9,81.5,59.5,"regular"
"AG05000800031","AG05",8,266,"ABAM",2012,"1",17.3,93.38,55.19,"regular"
"AG05000800001","AG05",8,4913,"PSME",2012,"1",75.9,81.52,70.56,"regular"
"AG05000800002","AG05",8,4914,"ABAM",2008,"6",58,84.73,69.63,"regular"
"AG05000800003","AG05",8,4915,"ABAM",1983,"6",16.8,87.21,73.37,"regular"
"AG05000800004","AG05",8,4916,"ABAM",2008,"6",35.8,96.24,65.08,"regular"
"AG05000800005","AG05",8,4917,"THPL",2012,"1",36.8,94.08,69.55,"regular"
"AG05000800006","AG05",8,4918,"THPL",2012,"1",80.4,92.67,69.65,"regular"
"AG05000800007","AG05",8,4919,"TSHE",2012,"1",46.4,86.45,68.19,"regular"
"AG05000800008","AG05",8,4920,"TSHE",2012,"1",41.5,81.02,68.72,"regular"
"AG05000800009","AG05",8,4921,"ABAM",2012,"1",30.1,78.6,66.44,"regular"
"AG05000800010","AG05",8,4922,"ABAM",2012,"1",19.7,86.46,64.84,"regular"
"AG05000800011","AG05",8,4923,"THPL",2012,"1",54.6,91.74,61.54,"regular"
"AG05000800012","AG05",8,4924,"TSHE",2012,"1",27.9,96.8,61.53,"regular"
"AG05000800013","AG05",8,4925,"THPL",2012,"1",34.3,93.52,57.28,"regular"
"AG05000800014","AG05",8,4926,"THPL",2012,"1",60.9,92.18,54.21,"regular"
"AG05000800015","AG05",8,4927,"THPL",2012,"1",37.4,87.76,58.81,"regular"
"AG05000800016","AG05",8,4928,"TSHE",2012,"1",20.7,85.49,58.92,"regular"
"AG05000800017","AG05",8,4929,"ABAM",2012,"1",53.8,79.84,58.35,"regular"
"AG05000800018","AG05",8,4930,"THPL",2012,"1",65.6,76.55,57.97,"regular"
"AG05000800019","AG05",8,4931,"ABAM",1993,"6",15.8,75,53.62,"regular"
"AG05000800020","AG05",8,4932,"TABR",2012,"1",18.1,77.37,54.04,"regular"
"AG05000800021","AG05",8,4933,"ABAM",2012,"1",46.9,75.23,51.09,"regular"
"AG05000800022","AG05",8,4934,"ABAM",2012,"1",26,80.74,52.31,"regular"
"AG05000800023","AG05",8,4935,"TSHE",2012,"1",27.3,81.7,52.74,"regular"
"AG05000800024","AG05",8,4936,"ABAM",2008,"6",19.3,85.02,52.83,"regular"
"AG05000800025","AG05",8,4937,"ABAM",2012,"1",49.7,84.43,53.91,"regular"
"AG05000800026","AG05",8,4938,"ABAM",2008,"6",66.1,79.39,56.42,"regular"
"AG05000800027","AG05",8,4939,"THPL",2012,"1",68.5,86.08,54.15,"regular"
"AG05000800028","AG05",8,4940,"ABAM",2012,"1",29.1,91.41,52,"regular"
"AG05000800029","AG05",8,4941,"TSHE",2012,"1",70.3,96.74,50.47,"regular"
"AG05000800030","AG05",8,4942,"ABAM",2012,"1",28.1,92.3,50.31,"regular"
"AG05000900079","AG05",9,91,"TSHE",2012,"1",9,98.08,40.91,"small"
"AG05000900081","AG05",9,93,"TSHE",2012,"1",10.1,99.28,40.67,"small"
"AG05000900082","AG05",9,94,"TSHE",2012,"1",8.8,98.32,35.8,"small"
"AG05000900083","AG05",9,95,"TSHE",2012,"1",8,90.63,32.47,"small"
"AG05000900084","AG05",9,96,"TSHE",2012,"1",8,91.11,31.99,"small"
"AG05000900085","AG05",9,97,"TSHE",2012,"1",12.2,91.83,31.27,"small"
"AG05000900086","AG05",9,98,"TSHE",2012,"1",8.2,79.81,29.58,"small"
"AG05000900087","AG05",9,99,"TSHE",2012,"1",8.8,78.61,31.15,"small"
"AG05000900092","AG05",9,411,"TSHE",2012,"1",7.2,83.89,40.07,"small"
"AG05000900093","AG05",9,412,"TSHE",2012,"1",6.3,81.89,42.83,"small"
"AG05000900094","AG05",9,413,"TSHE",2012,"1",5.8,84.56,35.15,"small"
"AG05000900095","AG05",9,414,"TSHE",2012,"1",8.1,94.08,29.41,"small"
"AG05000900096","AG05",9,415,"TSHE",2012,"1",7.6,94.85,29.12,"small"
"AG05000900097","AG05",9,416,"TSHE",2012,"1",6.5,93.21,32.12,"small"
"AG05000900001","AG05",9,802,"TSHE",2012,"1",52,89.88,44.48,"regular"
"AG05000900002","AG05",9,803,"ABAM",2008,"6",13,83.15,39.77,"small"
"AG05000900003","AG05",9,804,"ABAM",2012,"1",13.3,93.28,33.95,"small"
"AG05000900075","AG05",9,1893,"TSHE",1993,"6",8.7,95.92,42.52,"small"
"AG05000900076","AG05",9,1894,"TSHE",2012,"1",9.4,93.66,38.71,"small"
"AG05000900077","AG05",9,1895,"TSHE",2012,"1",11.6,96.61,31.59,"small"
"AG05000900078","AG05",9,1896,"ABAM",1998,"6",5.8,84.21,33.35,"small"
"AG05000900098","AG05",9,2342,"TSHE",2012,"1",7.5,73.8,33.07,"small"
"AG05000900100","AG05",9,2959,"TSHE",2012,"1",5.9,84.66,33.18,"small"
"AG05000900088","AG05",9,3631,"TABR",2012,"1",6.2,79.84,34.7,"small"
"AG05000900089","AG05",9,3763,"TSHE",2012,"1",6.8,93.94,38.32,"small"
"AG05000900090","AG05",9,3764,"TSHE",2012,"1",8,94.85,36.02,"small"
"AG05000900091","AG05",9,3765,"TABR",2008,"6",7.9,93.5,29.41,"small"
"AG05000900004","AG05",9,4943,"TABR",2012,"1",10.8,76.98,47.68,"small"
"AG05000900005","AG05",9,4944,"TSHE",2012,"1",26.5,79.17,48.78,"regular"
"AG05000900006","AG05",9,4945,"TSHE",2012,"1",12,81.71,46.39,"small"
"AG05000900007","AG05",9,4946,"TSHE",1998,"6",16.2,84.98,47.08,"regular"
"AG05000900008","AG05",9,4947,"TSHE",2012,"1",12.2,87.55,47.7,"small"
"AG05000900009","AG05",9,4948,"TSHE",2012,"1",9.7,86.74,48.88,"small"
"AG05000900010","AG05",9,4949,"ABAM",1983,"6",54,89.78,47.4,"regular"
"AG05000900011","AG05",9,4950,"TSHE",1993,"6",6.8,91.49,49.64,"small"
"AG05000900012","AG05",9,4951,"TSHE",2012,"1",19.3,90.58,46.98,"regular"
"AG05000900013","AG05",9,4952,"TABR",2012,"1",8.3,95.18,49.28,"small"
"AG05000900014","AG05",9,4953,"ABAM",1993,"6",78.5,95.17,47.12,"regular"
"AG05000900015","AG05",9,4954,"TABR",2012,"1",23,96.56,45.21,"regular"
"AG05000900016","AG05",9,4955,"ABAM",2012,"1",50,98.08,42.25,"regular"
"AG05000900017","AG05",9,4956,"TSHE",2012,"1",8.1,96.85,41.39,"small"
"AG05000900019","AG05",9,4958,"TSHE",2012,"1",12.9,96.44,39.08,"small"
"AG05000900020","AG05",9,4959,"TSHE",1993,"6",9,94.55,39.8,"small"
"AG05000900021","AG05",9,4960,"TSHE",2012,"1",16.3,95.99,37.81,"regular"
"AG05000900022","AG05",9,4961,"TSHE",2012,"1",19.1,94.84,38.56,"regular"
"AG05000900023","AG05",9,4962,"ABAM",1983,"6",48.6,92.96,38.61,"regular"
"AG05000900024","AG05",9,4963,"TSHE",2012,"1",17.6,90.71,39.7,"regular"
"AG05000900025","AG05",9,4964,"TSHE",2012,"1",8.1,90.68,40.97,"small"
"AG05000900026","AG05",9,4965,"THPL",2012,"1",80.1,88.21,40.89,"regular"
"AG05000900027","AG05",9,4966,"TSHE",2012,"1",12,86.59,43.05,"small"
"AG05000900028","AG05",9,4967,"PSME",2012,"1",124.7,84.7,42.01,"regular"
"AG05000900029","AG05",9,4968,"ABAM",2012,"1",29.3,81.45,42.62,"regular"
"AG05000900031","AG05",9,4970,"ABAM",2012,"1",47.1,79.08,42.05,"regular"
"AG05000900032","AG05",9,4971,"TSHE",2012,"1",20.5,78.4,42.25,"regular"
"AG05000900033","AG05",9,4972,"TSHE",2012,"1",23.3,75.3,42.94,"regular"
"AG05000900034","AG05",9,4973,"THPL",2012,"1",64.3,74.91,41.1,"regular"
"AG05000900035","AG05",9,4974,"ABAM",2012,"1",65.3,74.86,39.15,"regular"
"AG05000900036","AG05",9,4975,"ABAM",1981,"6",11.5,75.54,37.4,"small"
"AG05000900037","AG05",9,4976,"TSHE",2012,"1",16.2,75.69,35.06,"regular"
"AG05000900038","AG05",9,4977,"ABAM",2012,"1",52.1,80.63,38.66,"regular"
"AG05000900039","AG05",9,4978,"TABR",2012,"1",11.1,82.97,36.71,"small"
"AG05000900040","AG05",9,4979,"ABAM",2012,"1",10,85.56,36.2,"small"
"AG05000900041","AG05",9,4980,"ABAM",1998,"6",13.3,88.35,36.88,"small"
"AG05000900042","AG05",9,4981,"TSHE",2012,"1",19,87.27,40.02,"regular"
"AG05000900043","AG05",9,4982,"ABAM",2012,"1",21.2,88.74,36.02,"regular"
"AG05000900044","AG05",9,4983,"ABAM",2012,"1",43.6,92.28,36.11,"regular"
"AG05000900046","AG05",9,4985,"THPL",2012,"1",14.9,95.81,33.84,"regular"
"AG05000900047","AG05",9,4987,"ABAM",2012,"1",9.6,98.48,30.26,"small"
"AG05000900048","AG05",9,4988,"ABAM",2008,"6",30,94.96,33.05,"regular"
"AG05000900049","AG05",9,4989,"TSHE",2012,"1",11.7,98.26,26.73,"small"
"AG05000900050","AG05",9,4990,"ABAM",2012,"1",11.3,96.62,26.33,"small"
"AG05000900051","AG05",9,4991,"TABR",2012,"1",6.8,95.46,26.48,"small"
"AG05000900052","AG05",9,4992,"ABAM",1993,"6",12.8,95.05,28.74,"small"
"AG05000900053","AG05",9,4993,"ABAM",2008,"6",29.6,95.39,30.02,"regular"
"AG05000900054","AG05",9,4994,"ABAM",2012,"1",10.5,92.08,27.87,"small"
"AG05000900055","AG05",9,4995,"ABAM",2012,"1",17.5,89.08,27.83,"regular"
"AG05000900056","AG05",9,4997,"ABAM",2012,"1",19.3,86.71,30.21,"regular"
"AG05000900057","AG05",9,4998,"ABAM",2012,"1",15.4,85.84,31.67,"regular"
"AG05000900058","AG05",9,4999,"ABAM",2008,"6",7.2,86.56,32.33,"small"
"AG05000900059","AG05",9,5000,"ABAM",2012,"1",15.5,86.2,33.16,"regular"
"AG05000900060","AG05",9,5001,"ABAM",2012,"1",57.6,84.85,34.53,"regular"
"AG05000900061","AG05",9,5002,"ABAM",2012,"1",43.8,83.48,29.71,"regular"
"AG05000900062","AG05",9,5003,"TSHE",2012,"1",22.9,82.29,29.49,"regular"
"AG05000900063","AG05",9,5004,"ABAM",2012,"1",19,82.77,31.25,"regular"
"AG05000900064","AG05",9,5005,"ABAM",2012,"6",8.2,81.46,33.08,"small"
"AG05000900065","AG05",9,5006,"TSHE",2012,"1",18.8,80.78,32.27,"regular"
"AG05000900066","AG05",9,5007,"ABAM",2012,"1",47.3,80.76,32.28,"regular"
"AG05000900067","AG05",9,5008,"ABAM",2012,"1",13.8,78.98,33.41,"small"
"AG05000900068","AG05",9,5009,"ABAM",1993,"6",14.1,78.97,31.99,"small"
"AG05000900069","AG05",9,5010,"ABAM",2012,"1",19,75.45,31.03,"regular"
"AG05000900070","AG05",9,5011,"THPL",2012,"1",113.9,75.64,29.76,"regular"
"AG05000900071","AG05",9,5012,"TSHE",2012,"1",7.1,75.83,28.49,"small"
"AG05000900072","AG05",9,5013,"TSHE",2012,"1",27.9,77.23,27.89,"regular"
"AG05000900073","AG05",9,5014,"ABAM",2012,"1",16.7,77.21,26.42,"regular"
"AG05000900074","AG05",9,5015,"TSHE",2012,"1",12.9,81.06,29.47,"small"
"AG05001000023","AG05",10,101,"TSHE",2012,"1",22.7,97.96,12.56,"regular"
"AG05001000024","AG05",10,105,"TSHE",2012,"1",21,83.17,7.37,"regular"
"AG05001000025","AG05",10,106,"TSHE",2012,"1",21.5,78,5,"regular"
"AG05001000026","AG05",10,408,"TSHE",2012,"1",20.5,89.9,11.32,"regular"
"AG05001000001","AG05",10,805,"THPL",2012,"6",36.3,86.82,9.27,"regular"
"AG05001000022","AG05",10,1701,"TSHE",2012,"6",18.4,80.6,15.48,"regular"
"AG05001000030","AG05",10,2435,"ABAM",2012,"2",16.3,77.33,8.83,"regular"
"AG05001000028","AG05",10,2585,"TSHE",2012,"1",22.7,82.53,13.19,"regular"
"AG05001000029","AG05",10,2777,"TSHE",2012,"1",17,93.62,5.15,"regular"
"AG05001000002","AG05",10,5017,"ABAM",1993,"6",25.6,85.05,22.61,"regular"
"AG05001000003","AG05",10,5018,"TSHE",2012,"1",33.4,87.06,23.15,"regular"
"AG05001000005","AG05",10,5020,"TSHE",2012,"1",31.1,97.05,22.85,"regular"
"AG05001000006","AG05",10,5021,"ABAM",2012,"1",79.6,98.48,17.66,"regular"
"AG05001000007","AG05",10,5022,"ABAM",1998,"6",46.9,92.44,15.61,"regular"
"AG05001000008","AG05",10,5023,"ABAM",2012,"1",20.1,91.72,14.01,"regular"
"AG05001000009","AG05",10,5024,"ABAM",2012,"1",27.6,86.86,12.53,"regular"
"AG05001000010","AG05",10,5025,"TSHE",2012,"1",37.3,84.14,18.77,"regular"
"AG05001000011","AG05",10,5026,"TSHE",2012,"1",47.5,78.61,20.17,"regular"
"AG05001000012","AG05",10,5027,"TSHE",2012,"1",20.6,82.57,9.62,"regular"
"AG05001000013","AG05",10,5028,"THPL",2012,"1",69.1,85.64,6.82,"regular"
"AG05001000014","AG05",10,5029,"THPL",2012,"1",74.3,86.75,7.51,"regular"
"AG05001000015","AG05",10,5030,"ABAM",1993,"6",51.4,91.95,5.54,"regular"
"AG05001000016","AG05",10,5031,"ABAM",2012,"1",36.6,97.68,9.48,"regular"
"AG05001000017","AG05",10,5032,"ABAM",2012,"1",69.4,98.95,12.07,"regular"
"AG05001000018","AG05",10,5033,"ABAM",2012,"1",69.2,91,11.01,"regular"
"AG05001000019","AG05",10,5034,"TSHE",2012,"1",27.5,82.34,3.16,"regular"
"AG05001000020","AG05",10,5035,"THPL",2012,"1",81.9,82.16,2.12,"regular"
"AG05001000021","AG05",10,5036,"TSHE",2012,"1",30.8,80.29,6.01,"regular"
"AG05001100023","AG05",11,83,"ABAM",2012,"1",20.7,72.03,27.98,"regular"
"AG05001100024","AG05",11,87,"TSHE",2012,"1",19.3,67.26,39.64,"regular"
"AG05001100025","AG05",11,90,"TSHE",2012,"1",25.7,53.69,49.53,"regular"
"AG05001100026","AG05",11,2572,"ABAM",2012,"1",17.1,64.29,28.47,"regular"
"AG05001100027","AG05",11,2778,"ABAM",2012,"1",18,53.7,43.82,"regular"
"AG05001100028","AG05",11,2783,"TSHE",2012,"1",16.9,56.02,48.5,"regular"
"AG05001100001","AG05",11,5037,"TSHE",2012,"1",29.6,70.37,44.45,"regular"
"AG05001100002","AG05",11,5038,"TSHE",2012,"1",21.1,68.88,49.49,"regular"
"AG05001100003","AG05",11,5039,"PSME",2012,"1",129.3,58.31,48.11,"regular"
"AG05001100004","AG05",11,5040,"ABAM",2012,"1",24.1,57.66,43.47,"regular"
"AG05001100005","AG05",11,5041,"ABAM",2008,"6",50.7,50.8,42.24,"regular"
"AG05001100006","AG05",11,5043,"THPL",2012,"1",50.1,54.46,39.84,"regular"
"AG05001100007","AG05",11,5044,"THPL",2012,"1",98.5,57.44,39.26,"regular"
"AG05001100008","AG05",11,5045,"TSHE",2012,"1",26.7,60.91,40.76,"regular"
"AG05001100009","AG05",11,5046,"ABAM",1981,"6",17.5,62.98,42.42,"regular"
"AG05001100010","AG05",11,5047,"ABAM",2008,"6",30.5,66.43,37.62,"regular"
"AG05001100011","AG05",11,5048,"ABAM",2012,"1",64.7,68.25,33.36,"regular"
"AG05001100012","AG05",11,5049,"ABAM",2012,"1",24.5,72.39,37.99,"regular"
"AG05001100013","AG05",11,5050,"ABAM",2012,"1",62.6,73.41,40.29,"regular"
"AG05001100014","AG05",11,5051,"ABAM",2012,"6",67.6,72.56,31.01,"regular"
"AG05001100015","AG05",11,5052,"TSHE",2012,"1",24,73.8,28.54,"regular"
"AG05001100016","AG05",11,5053,"TABR",2012,"1",22.5,69.53,29.46,"regular"
"AG05001100017","AG05",11,5054,"ABAM",2008,"6",42.9,64.28,32.4,"regular"
"AG05001100018","AG05",11,5056,"TSHE",1993,"6",35.7,57.81,26.17,"regular"
