"tree_id","stand_id","plot","tag","species","year","tree_status","dbh","x_coord","y_coord","size_cat"
"AB08000100022","AB08",1,19,"TSHE",2012,"1",15.1,18.11,95.68,"regular"
"AB08000100001","AB08",1,4001,"TSHE",2012,"1",50.4,11.78,96.77,"regular"
"AB08000100002","AB08",1,4002,"TSHE",2012,"1",81.1,12.47,97.95,"regular"
"AB08000100003","AB08",1,4003,"TSHE",2012,"1",20,14.94,91.91,"regular"
"AB08000100004","AB08",1,4004,"TSHE",2012,"1",53.7,22.09,99.06,"regular"
"AB08000100005","AB08",1,4005,"TSHE",2012,"1",24.4,12.16,91.48,"regular"
"AB08000100006","AB08",1,4006,"ABAM",2012,"1",30.1,7.46,90.1,"regular"
"AB08000100018","AB08",1,4007,"TSHE",2012,"1",22.1,7.04,87.83,"regular"
"AB08000100007","AB08",1,4008,"THPL",2012,"1",57,14.43,89.14,"regular"
"AB08000100008","AB08",1,4009,"TSHE",2012,"1",25.6,13.57,85.75,"regular"
"AB08000100009","AB08",1,4010,"THPL",2012,"1",55.4,8.25,84.76,"regular"
"AB08000100010","AB08",1,4011,"PSME",2012,"1",82.5,3.4,79.25,"regular"
"AB08000100011","AB08",1,4012,"TSHE",2012,"1",68.6,1.97,78.97,"regular"
"AB08000100012","AB08",1,4013,"TSHE",2012,"1",54.5,11.38,80.15,"regular"
"AB08000100013","AB08",1,4014,"TSHE",2008,"6",29.2,12.99,76.97,"regular"
"AB08000100014","AB08",1,4015,"TSHE",2012,"1",22.2,19.02,77.22,"regular"
"AB08000100015","AB08",1,4016,"TSHE",2012,"1",91.5,21.69,78.49,"regular"
"AB08000100016","AB08",1,4017,"TSHE",2012,"1",72.1,19.85,75.25,"regular"
"AB08000100017","AB08",1,4540,"TSHE",2012,"1",24.6,15.82,90,"regular"
"AB08000100021","AB08",1,8483,"ABAM",2012,"1",19.3,4.53,76.58,"regular"
"AB08000100019","AB08",1,8668,"TSHE",2012,"1",16.4,6.07,83.6,"regular"
"AB08000100020","AB08",1,8669,"TSHE",2012,"1",17.9,3.72,84.92,"regular"
"AB08000200017","AB08",2,131,"TSHE",2012,"1",14.8,7.42,59.44,"regular"
"AB08000200001","AB08",2,4018,"TSHE",2008,"6",40.3,11.04,73.12,"regular"
"AB08000200002","AB08",2,4019,"TSHE",2012,"1",33.6,9.63,73.44,"regular"
"AB08000200003","AB08",2,4020,"PSME",2012,"1",72.8,4.42,69.96,"regular"
"AB08000200004","AB08",2,4021,"THPL",2012,"1",47.5,6.32,68.81,"regular"
"AB08000200005","AB08",2,4022,"TSHE",2012,"1",47.4,22.8,68.58,"regular"
"AB08000200006","AB08",2,4023,"TSHE",2012,"1",71.8,24.78,71.36,"regular"
"AB08000200007","AB08",2,4024,"TSHE",2012,"1",55.7,24.35,67.05,"regular"
"AB08000200008","AB08",2,4025,"TSHE",2012,"1",25.3,24.64,63.31,"regular"
"AB08000200009","AB08",2,4026,"TSHE",2012,"1",41.8,15.38,62.53,"regular"
"AB08000200010","AB08",2,4027,"TSHE",2012,"1",60.5,13.21,64.98,"regular"
"AB08000200011","AB08",2,4028,"TSHE",2012,"1",48.8,10.43,62.39,"regular"
"AB08000200012","AB08",2,4029,"TSHE",2012,"1",60.2,3.18,64.3,"regular"
"AB08000200013","AB08",2,4030,"TSHE",2012,"1",19.5,0.55,64.55,"regular"
"AB08000200014","AB08",2,4031,"TSHE",2012,"1",27.3,2.03,60.93,"regular"
"AB08000200015","AB08",2,4032,"TSHE",2012,"1",74,5.09,58.68,"regular"
"AB08000200016","AB08",2,4033,"TSHE",2012,"1",82.8,5.36,52.83,"regular"
"AB08000300033","AB08",3,51,"ABAM",2012,"1",9.2,43.72,83.83,"small"
"AB08000300034","AB08",3,52,"TSHE",2012,"1",8.1,41.09,89.99,"small"
"AB08000300035","AB08",3,54,"TSHE",2012,"1",6.3,35.96,79.44,"small"
"AB08000300036","AB08",3,55,"TSHE",2012,"1",6.6,36.71,82.45,"small"
"AB08000300037","AB08",3,57,"ABAM",2012,"1",6.4,34.97,81.84,"small"
"AB08000300038","AB08",3,58,"TSHE",2012,"1",7.4,34.69,80.45,"small"
"AB08000300040","AB08",3,111,"ABAM",2012,"1",10.1,52.33,92.52,"small"
"AB08000300041","AB08",3,112,"ABAM",2012,"1",5.5,39.77,81.89,"small"
"AB08000300042","AB08",3,116,"TSHE",2012,"1",5.2,37.44,77.84,"small"
"AB08000300043","AB08",3,117,"TSHE",2012,"1",5.5,36.33,79.41,"small"
"AB08000300044","AB08",3,125,"TSHE",2012,"1",17.3,32.08,73.49,"regular"
"AB08000300001","AB08",3,4034,"TSHE",2012,"1",70.9,27.97,93.85,"regular"
"AB08000300002","AB08",3,4035,"TSHE",2002,"6",64,33.99,96.62,"regular"
"AB08000300003","AB08",3,4036,"TSHE",2008,"6",65.9,34.59,98.37,"regular"
"AB08000300004","AB08",3,4037,"TSHE",2012,"1",14.3,49.6,96.5,"small"
"AB08000300005","AB08",3,4038,"TSHE",2012,"1",47.5,31.99,90.82,"regular"
"AB08000300006","AB08",3,4039,"THPL",2012,"1",7.1,31.24,87.11,"small"
"AB08000300007","AB08",3,4040,"THPL",2012,"1",18.3,32.01,86.39,"regular"
"AB08000300008","AB08",3,4041,"THPL",2012,"1",19.9,32.97,85.22,"regular"
"AB08000300009","AB08",3,4042,"THPL",2012,"1",20.9,34.18,86.44,"regular"
"AB08000300010","AB08",3,4043,"THPL",2012,"1",15.5,34.29,85.05,"regular"
"AB08000300011","AB08",3,4044,"TSHE",2012,"1",29.1,34,87.63,"regular"
"AB08000300012","AB08",3,4045,"ABAM",2012,"1",12.9,39.3,86.47,"small"
"AB08000300013","AB08",3,4046,"ABAM",2012,"1",10.7,38.52,83.45,"small"
"AB08000300014","AB08",3,4047,"ABAM",2012,"1",13.6,39.43,82.69,"small"
"AB08000300015","AB08",3,4048,"TSHE",2012,"1",11.3,44.83,82.87,"small"
"AB08000300016","AB08",3,4049,"TSHE",1995,"6",80.8,43.93,83.05,"regular"
"AB08000300017","AB08",3,4050,"THPL",2012,"1",29.2,40.92,82.24,"regular"
"AB08000300018","AB08",3,4051,"TSHE",2012,"1",10.7,38.22,78.57,"small"
"AB08000300019","AB08",3,4052,"TSHE",2012,"1",10.3,37.51,78.4,"small"
"AB08000300020","AB08",3,4053,"TSHE",2012,"1",67.7,31.97,76.64,"regular"
"AB08000300021","AB08",3,4054,"ABAM",2012,"1",13.8,30.34,77.24,"small"
"AB08000300022","AB08",3,4055,"TSHE",2012,"1",27.6,26.69,73.84,"regular"
"AB08000300023","AB08",3,4056,"TSHE",2012,"1",22.7,38.81,76.17,"regular"
"AB08000300024","AB08",3,4057,"ABAM",2012,"6",26,42.97,76.14,"regular"
"AB08000300025","AB08",3,4058,"TSHE",2012,"1",17,45.84,76.98,"regular"
"AB08000300026","AB08",3,4541,"THPL",2012,"1",40.3,50.79,79.36,"regular"
"AB08000300027","AB08",3,5056,"ABAM",2012,"1",8.7,33.76,82.56,"small"
"AB08000300031","AB08",3,8485,"ABAM",2012,"1",10.5,45.9,79.4,"small"
"AB08000300032","AB08",3,8486,"THPL",2012,"1",13.9,39.18,97.07,"regular"
"AB08000300028","AB08",3,8670,"ABAM",2012,"1",8.3,37.19,86.91,"small"
"AB08000300029","AB08",3,8671,"ABAM",2012,"1",9,34.41,81.67,"small"
"AB08000300030","AB08",3,8672,"ABAM",2012,"1",9.5,26.57,79,"small"
"AB08000300039","AB08",3,9852,"ABAM",2012,"1",9,29.02,81.78,"small"
"AB08000400013","AB08",4,38,"THPL",2012,"1",20.2,31.34,66.76,"regular"
"AB08000400014","AB08",4,283,"THPL",2012,"2",15.3,32.01,66.77,"regular"
"AB08000400001","AB08",4,4059,"TSHE",1995,"6",70.2,33.81,65.82,"regular"
"AB08000400002","AB08",4,4060,"TSHE",2012,"1",23.1,49.28,67.76,"regular"
"AB08000400003","AB08",4,4061,"TSHE",2012,"1",65.5,49.89,66.05,"regular"
"AB08000400004","AB08",4,4062,"TSHE",2012,"1",59.7,43.7,60.81,"regular"
"AB08000400005","AB08",4,4063,"TSHE",2012,"1",54.6,37.74,60.11,"regular"
"AB08000400006","AB08",4,4064,"PSME",1995,"6",79.1,34.69,58.64,"regular"
"AB08000400007","AB08",4,4065,"TSHE",2012,"1",63.7,31.92,58.97,"regular"
"AB08000400008","AB08",4,4066,"TSHE",2012,"1",36.5,29.71,53.52,"regular"
"AB08000400009","AB08",4,4067,"TSHE",2012,"1",62.9,31.1,53.6,"regular"
"AB08000400010","AB08",4,4068,"TSHE",1995,"6",57.7,46.07,56.44,"regular"
"AB08000400011","AB08",4,4069,"TSHE",2012,"1",43.1,47.1,57.27,"regular"
"AB08000400012","AB08",4,8484,"TSHE",2002,"6",15.4,51.78,64.99,"regular"
"AB08000500001","AB08",5,4070,"TSHE",2012,"1",43.3,54.19,95.61,"regular"
"AB08000500002","AB08",5,4071,"PSME",2012,"1",80.2,62.91,97.91,"regular"
"AB08000500003","AB08",5,4072,"TSHE",2012,"1",20.8,59.6,96.38,"regular"
"AB08000500004","AB08",5,4073,"TSHE",2012,"1",96.1,62.04,95.84,"regular"
"AB08000500005","AB08",5,4074,"TSHE",2012,"1",67.1,73.11,99.17,"regular"
"AB08000500006","AB08",5,4075,"TSHE",2012,"1",15.5,71.93,99.28,"regular"
"AB08000500007","AB08",5,4076,"TSHE",2012,"1",50.1,68.57,95.39,"regular"
"AB08000500008","AB08",5,4077,"THPL",2012,"1",97.2,70.52,90.6,"regular"
"AB08000500009","AB08",5,4079,"TSHE",2012,"1",75.8,57.82,92.06,"regular"
"AB08000500010","AB08",5,4080,"TSHE",2012,"1",75.5,55.58,86.78,"regular"
"AB08000500011","AB08",5,4081,"TSHE",2012,"1",53.2,51.06,83.29,"regular"
"AB08000500012","AB08",5,4082,"TSHE",2012,"1",60.4,56.48,81.25,"regular"
"AB08000500013","AB08",5,4083,"PSME",2012,"1",68.2,62.03,79.79,"regular"
"AB08000500014","AB08",5,4084,"PSME",2012,"1",118.3,66.73,79.1,"regular"
"AB08000500015","AB08",5,4085,"TSHE",2012,"1",60.5,68.25,84.02,"regular"
"AB08000500016","AB08",5,4086,"TSHE",2012,"1",24.5,70.7,78.41,"regular"
"AB08000500017","AB08",5,4087,"THPL",2012,"1",87.6,74.14,76.63,"regular"
"AB08000500018","AB08",5,4114,"TSHE",2012,"1",36.1,73.3,83.26,"regular"
"AB08000500019","AB08",5,4542,"TSHE",2012,"1",64,56.25,78.02,"regular"
"AB08000500020","AB08",5,4543,"TSHE",2012,"1",68,61.16,76.89,"regular"
"AB08000500021","AB08",5,8430,"TSHE",2012,"1",15.3,62.18,91.94,"regular"
"AB08000600030","AB08",6,32,"TABR",2012,"1",7,49.94,62.76,"small"
"AB08000600031","AB08",6,35,"ABAM",2012,"1",6.6,74.4,62.31,"small"
"AB08000600033","AB08",6,124,"ABAM",2012,"1",6.1,67.57,57.69,"small"
"AB08000600034","AB08",6,126,"THPL",2012,"1",17,27.88,61.44,"regular"
"AB08000600035","AB08",6,130,"TSHE",2012,"1",5.9,73.84,54.36,"small"
"AB08000600001","AB08",6,4088,"THPL",2012,"1",93,74.1,72.89,"regular"
"AB08000600002","AB08",6,4089,"TSHE",2012,"1",10.9,74.16,70.76,"small"
"AB08000600003","AB08",6,4090,"THPL",2008,"6",47.1,72.94,70.57,"regular"
"AB08000600004","AB08",6,4091,"ABAM",2008,"6",9.4,72.09,71.38,"small"
"AB08000600005","AB08",6,4092,"TSHE",2012,"1",22.7,66.59,71.06,"regular"
"AB08000600006","AB08",6,4093,"TSHE",2012,"1",104.6,66.89,72.42,"regular"
"AB08000600007","AB08",6,4094,"TSHE",2012,"6",12.2,61.78,70.13,"small"
"AB08000600008","AB08",6,4095,"TSHE",2012,"1",38.7,57.48,68.32,"regular"
"AB08000600009","AB08",6,4096,"TSHE",2012,"1",36.4,55.92,68.8,"regular"
"AB08000600010","AB08",6,4097,"TSHE",2012,"1",57.3,54.12,67.17,"regular"
"AB08000600011","AB08",6,4098,"TSHE",2012,"1",12.8,52.27,70.46,"small"
"AB08000600012","AB08",6,4099,"TSHE",2012,"1",64.3,52.69,65.32,"regular"
"AB08000600013","AB08",6,4100,"TSHE",2012,"1",24.9,58.36,60.62,"regular"
"AB08000600014","AB08",6,4101,"TSHE",2012,"1",19.7,60.68,63.2,"regular"
"AB08000600015","AB08",6,4102,"TSHE",2012,"1",12.4,64.61,63.51,"small"
"AB08000600016","AB08",6,4103,"TSHE",2012,"1",85.8,65.6,63.94,"regular"
"AB08000600017","AB08",6,4104,"TSHE",2012,"1",30.5,67.97,67.71,"regular"
"AB08000600018","AB08",6,4105,"TSHE",2012,"1",17.4,70.66,67.78,"regular"
"AB08000600019","AB08",6,4106,"TSHE",1990,"6",26.5,71.99,65.51,"regular"
"AB08000600020","AB08",6,4107,"THPL",2012,"1",61.2,74.26,63,"regular"
"AB08000600021","AB08",6,4108,"TSHE",2012,"1",26,71.97,57.78,"regular"
"AB08000600022","AB08",6,4109,"TSHE",2012,"1",72.9,62.57,59.16,"regular"
"AB08000600023","AB08",6,4110,"TSHE",2012,"1",89,52.96,53.86,"regular"
"AB08000600024","AB08",6,4111,"TSHE",2012,"1",29.1,60.13,50.18,"regular"
"AB08000600025","AB08",6,4112,"TSHE",2012,"1",96.6,62.48,53.6,"regular"
"AB08000600026","AB08",6,4113,"TSHE",2012,"1",69.2,71.47,52.57,"regular"
"AB08000600027","AB08",6,5057,"TABR",2012,"1",9,51.67,61.51,"small"
"AB08000600032","AB08",6,9865,"TSHE",2012,"1",7.2,73.62,67.2,"small"
"AB08000600028","AB08",6,9978,"ABAM",2012,"1",8.8,72.58,53.68,"small"
"AB08000600029","AB08",6,9979,"ABAM",2012,"1",8.1,70.86,59.9,"small"
"AB08000700029","AB08",7,282,"TSHE",2012,"2",15.2,88.51,98.15,"regular"
"AB08000700028","AB08",7,2220,"ABAM",2012,"1",18.2,77.91,78.25,"regular"
"AB08000700001","AB08",7,4115,"THPL",2012,"1",69.1,77.2,97.67,"regular"
"AB08000700002","AB08",7,4116,"ABAM",2012,"6",23.2,81.66,97.47,"regular"
"AB08000700003","AB08",7,4117,"TSHE",2012,"1",68.5,77.81,93.82,"regular"
"AB08000700004","AB08",7,4118,"ABAM",2008,"6",23.4,85.53,99.38,"regular"
"AB08000700005","AB08",7,4119,"THPL",2012,"1",76.2,82.73,96.38,"regular"
"AB08000700006","AB08",7,4120,"TSHE",2012,"1",69.4,88.01,92.3,"regular"
"AB08000700007","AB08",7,4121,"THPL",2012,"1",63.7,92.1,98.18,"regular"
"AB08000700008","AB08",7,4122,"TSHE",2012,"1",17.6,94.05,95.32,"regular"
"AB08000700009","AB08",7,4123,"THPL",2012,"1",60.4,95.62,96.35,"regular"
"AB08000700010","AB08",7,4124,"TSHE",2002,"6",16.1,99.21,95.37,"regular"
"AB08000700011","AB08",7,4125,"PSME",2012,"1",123.3,93.34,93.09,"regular"
"AB08000700012","AB08",7,4126,"TSHE",2012,"1",19.7,98.52,91.14,"regular"
"AB08000700013","AB08",7,4127,"THPL",2012,"1",42.5,92.13,90.46,"regular"
"AB08000700014","AB08",7,4128,"TSHE",2012,"1",31.1,92.21,88.34,"regular"
"AB08000700015","AB08",7,4129,"TSHE",2012,"1",20.3,86.53,90.01,"regular"
"AB08000700016","AB08",7,4130,"THPL",2012,"1",49.7,85.19,88.97,"regular"
"AB08000700017","AB08",7,4131,"TSHE",2012,"1",24.6,81.39,90.02,"regular"
"AB08000700018","AB08",7,4132,"THPL",2012,"1",96.5,76.87,87.32,"regular"
"AB08000700019","AB08",7,4133,"THPL",2012,"1",97.8,83.01,87.23,"regular"
"AB08000700020","AB08",7,4134,"TSHE",1983,"6",17.6,88.33,83.25,"regular"
"AB08000700021","AB08",7,4135,"TSHE",2012,"1",26.2,96.55,85.25,"regular"
"AB08000700022","AB08",7,4136,"TSHE",2012,"1",66.6,94.9,79.28,"regular"
"AB08000700023","AB08",7,4137,"THPL",2012,"1",65.1,91.13,82.64,"regular"
"AB08000700024","AB08",7,4138,"THPL",2012,"1",66.9,89.97,80.62,"regular"
"AB08000700025","AB08",7,4139,"TSHE",2012,"1",23.6,86.68,80.77,"regular"
"AB08000700026","AB08",7,4140,"TSHE",2012,"1",82.7,84.79,78.21,"regular"
"AB08000700027","AB08",7,4141,"TSHE",2008,"6",69.9,79.78,76.79,"regular"
"AB08000800021","AB08",8,123,"ABAM",2012,"1",15.3,77.04,71.22,"regular"
"AB08000800001","AB08",8,4142,"THPL",2012,"1",78.4,78.36,69.04,"regular"
"AB08000800002","AB08",8,4143,"THPL",1990,"6",52.6,82.13,73.25,"regular"
"AB08000800003","AB08",8,4144,"TSHE",2012,"1",37.6,89.26,73.66,"regular"
"AB08000800004","AB08",8,4145,"THPL",2012,"1",113.7,94.71,74.89,"regular"
"AB08000800005","AB08",8,4146,"TSHE",2012,"1",46.5,95.55,65.19,"regular"
"AB08000800006","AB08",8,4147,"TSHE",2012,"1",26.9,90.99,66.59,"regular"
"AB08000800007","AB08",8,4148,"THPL",2012,"1",57.2,86.88,68.88,"regular"
"AB08000800008","AB08",8,4149,"THPL",2012,"1",81.7,78.31,65.83,"regular"
"AB08000800009","AB08",8,4150,"TSHE",2012,"1",44.1,76.03,63.68,"regular"
"AB08000800010","AB08",8,4151,"TSHE",2012,"1",31.1,75.61,58.56,"regular"
"AB08000800011","AB08",8,4152,"TSHE",2012,"1",76.6,86.73,61.19,"regular"
"AB08000800012","AB08",8,4153,"PSME",2012,"1",103.1,88.61,61.11,"regular"
"AB08000800013","AB08",8,4154,"TSHE",2012,"1",46.3,91.76,63.74,"regular"
"AB08000800014","AB08",8,4155,"THPL",2012,"1",64.4,96.66,61.49,"regular"
"AB08000800015","AB08",8,4156,"TSHE",2012,"1",25,95.3,55.19,"regular"
"AB08000800016","AB08",8,4157,"TSHE",2012,"1",78.7,93.34,56.67,"regular"
"AB08000800017","AB08",8,4158,"TSHE",2012,"1",41.1,88.1,59.05,"regular"
"AB08000800018","AB08",8,4159,"TSHE",2012,"1",26.2,80.31,53.68,"regular"
"AB08000800019","AB08",8,4160,"TSHE",2012,"1",25.4,84.08,51.23,"regular"
"AB08000800020","AB08",8,4161,"TSHE",2012,"1",19.7,88.44,52.77,"regular"
"AB08000900026","AB08",9,293,"TSHE",2012,"2",15.3,80.73,41.1,"regular"
"AB08000900001","AB08",9,4284,"THPL",2012,"1",98,76,49.9,"regular"
"AB08000900002","AB08",9,4285,"TSHE",2012,"1",32.9,94.37,48.83,"regular"
"AB08000900003","AB08",9,4286,"PSME",2012,"1",80.5,97.84,47.43,"regular"
"AB08000900004","AB08",9,4287,"THPL",2012,"1",79.1,98.02,44.13,"regular"
"AB08000900005","AB08",9,4288,"TSHE",2012,"1",38.4,95.73,41.11,"regular"
"AB08000900006","AB08",9,4289,"TSHE",2012,"1",25.1,88.21,41.43,"regular"
"AB08000900007","AB08",9,4290,"TSHE",2012,"1",63.4,86.07,42.79,"regular"
"AB08000900008","AB08",9,4291,"TSHE",2012,"6",34.3,84.19,45.14,"regular"
"AB08000900009","AB08",9,4292,"TSHE",1984,"6",74.7,79.76,44.24,"regular"
"AB08000900010","AB08",9,4293,"ABAM",2012,"1",23,78.11,43.62,"regular"
"AB08000900011","AB08",9,4294,"THPL",2012,"1",69,78.43,39.4,"regular"
"AB08000900012","AB08",9,4295,"TSHE",2012,"1",36.8,77.3,37.8,"regular"
"AB08000900013","AB08",9,4296,"PSME",2008,"6",102,78.7,35.02,"regular"
"AB08000900014","AB08",9,4297,"THPL",2012,"1",75,86.7,38.26,"regular"
"AB08000900015","AB08",9,4298,"THPL",2012,"1",78.4,91.78,39.4,"regular"
"AB08000900016","AB08",9,4299,"TSHE",2012,"1",91.5,98.17,34.6,"regular"
"AB08000900017","AB08",9,4300,"TSHE",2012,"1",16.3,92.98,32.74,"regular"
"AB08000900018","AB08",9,4301,"THPL",2012,"1",68.8,97.06,30.78,"regular"
"AB08000900019","AB08",9,4302,"TSHE",2012,"6",23.3,93.3,26.51,"regular"
"AB08000900020","AB08",9,4303,"TSHE",2008,"6",77,89.87,27.83,"regular"
"AB08000900021","AB08",9,4304,"TSHE",2012,"1",94.7,88.16,36.12,"regular"
"AB08000900022","AB08",9,4305,"THPL",2012,"1",55,76.88,31.79,"regular"
"AB08000900023","AB08",9,4306,"TSHE",2012,"1",36.3,79.31,28.5,"regular"
"AB08000900024","AB08",9,4307,"THPL",2012,"1",40.8,82.74,26.93,"regular"
"AB08000900025","AB08",9,4545,"THPL",2012,"1",85.5,93.73,30.91,"regular"
"AB08001000030","AB08",10,265,"ABAM",2012,"2",16.2,97.36,8.12,"regular"
"AB08001000031","AB08",10,278,"TSHE",2012,"2",17,97.05,2.77,"regular"
"AB08001000001","AB08",10,4308,"TSHE",2012,"1",18.5,80.48,24.7,"regular"
"AB08001000002","AB08",10,4309,"THPL",2012,"1",70.1,85.53,20.86,"regular"
"AB08001000003","AB08",10,4310,"THPL",2012,"1",45.9,89.16,20.58,"regular"
"AB08001000004","AB08",10,4311,"THPL",2012,"1",67.1,90.82,17.49,"regular"
"AB08001000005","AB08",10,4312,"THPL",2012,"1",70.4,96.5,18.35,"regular"
"AB08001000006","AB08",10,4313,"ABAM",2012,"1",25.4,98.26,16.37,"regular"
"AB08001000007","AB08",10,4314,"TSHE",2008,"6",27.6,98.81,14.45,"regular"
"AB08001000008","AB08",10,4315,"THPL",2012,"1",68.8,94.31,13.93,"regular"
"AB08001000009","AB08",10,4316,"TSHE",2012,"1",18.4,95.61,15.42,"regular"
"AB08001000010","AB08",10,4317,"TSHE",2012,"1",24.4,91.44,15.23,"regular"
"AB08001000011","AB08",10,4318,"TSHE",2012,"1",38.1,88.05,16.46,"regular"
"AB08001000012","AB08",10,4319,"TSHE",2012,"1",25,86.46,15.1,"regular"
"AB08001000013","AB08",10,4320,"TSHE",2012,"1",69.6,82.66,14.54,"regular"
"AB08001000014","AB08",10,4321,"TSHE",2012,"1",23.4,80.27,7.87,"regular"
"AB08001000015","AB08",10,4322,"TSHE",2012,"1",15.5,79.33,7.94,"regular"
"AB08001000016","AB08",10,4323,"THPL",2012,"1",66.5,77.51,4.45,"regular"
"AB08001000017","AB08",10,4324,"TSHE",2012,"1",82.3,80.47,2.98,"regular"
"AB08001000018","AB08",10,4325,"TSHE",2012,"1",41.5,84.09,4.15,"regular"
"AB08001000019","AB08",10,4326,"TSHE",2012,"1",25.2,95.27,0.88,"regular"
"AB08001000020","AB08",10,4327,"THPL",2012,"1",76.9,98.85,4.3,"regular"
"AB08001000021","AB08",10,4328,"TSHE",2012,"1",24,97.75,6.36,"regular"
"AB08001000022","AB08",10,4329,"THPL",2012,"1",66.8,93.76,6.5,"regular"
"AB08001000023","AB08",10,4330,"TSHE",2012,"1",32.5,93.27,9.65,"regular"
"AB08001000024","AB08",10,4331,"THPL",2012,"1",50.2,87.18,6.75,"regular"
"AB08001000025","AB08",10,4332,"TSHE",2012,"1",28,87.05,8.21,"regular"
"AB08001000026","AB08",10,4333,"THPL",2012,"1",77.4,87.95,11.02,"regular"
"AB08001000027","AB08",10,8423,"TSHE",2012,"1",16.1,93.29,18.8,"regular"
"AB08001000028","AB08",10,8428,"ABAM",2012,"1",16.8,94.15,3.74,"regular"
"AB08001000029","AB08",10,9851,"ABAM",2012,"1",16.1,98.84,18.71,"regular"
"AB08001100001","AB08",11,4242,"THPL",2012,"1",65.7,53.37,48.84,"regular"
"AB08001100002","AB08",11,4243,"TSHE",2012,"1",53.3,52.53,47.74,"regular"
"AB08001100003","AB08",11,4244,"ABPR",1986,"6",45,68.26,43.01,"regular"
"AB08001100004","AB08",11,4245,"THPL",2012,"1",62.6,72.53,43.45,"regular"
"AB08001100005","AB08",11,4246,"THPL",2012,"1",64.9,72.57,34.66,"regular"
"AB08001100006","AB08",11,4247,"TSHE",2012,"1",67.5,66.59,36.34,"regular"
"AB08001100007","AB08",11,4248,"PSME",2008,"6",90.3,65.56,41.87,"regular"
"AB08001100008","AB08",11,4249,"TSHE",2012,"1",66.8,62.1,41.02,"regular"
"AB08001100009","AB08",11,4250,"TSHE",1995,"6",67.4,53.29,40.08,"regular"
"AB08001100010","AB08",11,4251,"TSHE",2012,"1",60.4,59.69,32.96,"regular"
"AB08001100011","AB08",11,4252,"TSHE",2012,"1",70,61.46,30.34,"regular"
"AB08001100012","AB08",11,4253,"THPL",2012,"1",105.2,68.62,30.77,"regular"
"AB08001100013","AB08",11,4254,"TSHE",2012,"1",60.1,73.78,27.38,"regular"
"AB08001100014","AB08",11,4255,"PSME",2008,"6",87.6,72.49,25.6,"regular"
"AB08001100015","AB08",11,4256,"THPL",2012,"1",60.7,69.87,25.74,"regular"
"AB08001100016","AB08",11,4257,"THPL",2008,"6",56.4,65.86,26.98,"regular"
"AB08001100017","AB08",11,4258,"THPL",2012,"1",51.7,58.91,25.77,"regular"
"AB08001100018","AB08",11,4260,"TSHE",2012,"1",67.2,53.08,27.52,"regular"
"AB08001200001","AB08",12,4261,"THPL",2002,"6",43.7,62.87,22.21,"regular"
"AB08001200002","AB08",12,4262,"TSHE",2012,"1",61.8,63.76,24.3,"regular"
"AB08001200003","AB08",12,4263,"TSHE",2012,"1",59.3,65.81,22.88,"regular"
"AB08001200004","AB08",12,4264,"TSHE",2012,"1",30.4,72.87,20.86,"regular"
"AB08001200005","AB08",12,4265,"THPL",2012,"1",74.6,73.85,21.3,"regular"
"AB08001200006","AB08",12,4266,"TSHE",2012,"1",77.3,73.97,16.08,"regular"
"AB08001200007","AB08",12,4267,"TSHE",2002,"6",31.1,69.27,16.75,"regular"
"AB08001200008","AB08",12,4268,"ABAM",2012,"1",40.6,68.24,16.19,"regular"
"AB08001200009","AB08",12,4269,"TSHE",2012,"1",9.5,66.13,16.15,"small"
"AB08001200010","AB08",12,4270,"TSHE",2012,"1",15.5,66.86,17.75,"regular"
"AB08001200011","AB08",12,4271,"TSHE",2012,"1",62.1,63,18.76,"regular"
"AB08001200012","AB08",12,4272,"TSHE",2012,"1",36.7,61.25,20.31,"regular"
"AB08001200013","AB08",12,4273,"TSHE",2012,"1",87.4,52.85,11.71,"regular"
"AB08001200014","AB08",12,4274,"PSME",2012,"1",65.9,53.55,10.09,"regular"
"AB08001200015","AB08",12,4275,"TSHE",2012,"1",30.1,61.6,12.86,"regular"
"AB08001200016","AB08",12,4276,"ABAM",2012,"1",13.7,67.6,12.98,"small"
"AB08001200017","AB08",12,4277,"TSHE",2012,"1",97.9,69.09,8.94,"regular"
"AB08001200018","AB08",12,4278,"THPL",2012,"1",52.1,74.34,7.17,"regular"
"AB08001200019","AB08",12,4279,"THPL",2012,"1",57.8,66.03,5.85,"regular"
"AB08001200020","AB08",12,4280,"TSHE",2012,"1",59.1,61.9,6.71,"regular"
"AB08001200021","AB08",12,4281,"TSHE",2012,"1",67.2,58.05,5.76,"regular"
"AB08001200022","AB08",12,4282,"TSHE",2012,"1",23.2,62.51,3.96,"regular"
"AB08001200023","AB08",12,4283,"THPL",2012,"1",86.1,65.98,3.18,"regular"
"AB08001300013","AB08",13,105,"TSHE",2012,"1",15.6,37.88,42.32,"regular"
"AB08001300001","AB08",13,4210,"TSHE",2012,"1",73.6,27.45,47.22,"regular"
"AB08001300002","AB08",13,4212,"TSHE",2012,"1",54,33.36,41.47,"regular"
"AB08001300003","AB08",13,4213,"TSHE",2012,"1",56.7,37.92,46.53,"regular"
"AB08001300004","AB08",13,4214,"CANO",2012,"1",63,39.4,42.21,"regular"
"AB08001300005","AB08",13,4215,"TSHE",2012,"1",29.1,40.69,45.47,"regular"
"AB08001300006","AB08",13,4216,"TSHE",2012,"1",48.7,45.59,40.38,"regular"
