"cv_set","X0_start","X0","Xb","gmax","pet_a","pet_b","sigma","NLL","mse"
1,15,20.3353899037485,1.37531417065845,2.11165613874857,2.85809145016361,2.83427414386839,0.862393346219267,262.499331699684,0.517495862740546
2,15,26.3609670726717,1.44488823376054,2.38047354403526,2.93401755402088,2.76179288820359,0.853318880884017,260.852178725191,0.516864405952008
3,15,17.6137806418853,1.45319852557925,1.7451078835224,3.5147891691853,2.50759536078061,0.847205951853992,263.766664267804,0.499595550869322
4,15,26.3341459857139,1.41527048439508,2.38936152903833,3.46739507559759,2.78107950121137,0.847936737074619,260.898035381685,0.527957569734492
5,15,27.5312771138931,1.31457552278327,3.03277859127367,2.37970192067216,2.88201545542413,0.823024889732335,260.637602055419,0.542807370231594
6,15,13.8889458618717,1.2585276692966,1.65648347724454,3.14380560887732,2.7591404154207,0.888240350541761,265.347293426308,0.503740616694521
7,15,16.9395122894551,1.35452272460742,1.83648934703763,2.56273275542355,2.81418158506248,0.866026142917761,263.980783611367,0.494017702002886
8,15,21.708088963011,1.38198210192027,2.13870183609286,3.46062650156937,2.79652864709894,0.848284374896593,262.021528321051,0.525346498213465
9,15,24.0577942947246,1.32413720052997,2.44752722575252,3.02224080554312,2.91821540827105,0.841661186940878,261.201208790508,0.532958030667655
10,15,16.7229041650845,1.43215888306616,1.68179882823275,3.46745782583965,2.76196282063558,0.841570279753216,263.816519446076,0.493161627780904
1,20,24.448641156414,1.42826581748681,2.2403729443417,3.26378895615471,2.66572737017187,0.856118876301767,261.378663238169,0.518864369225789
2,20,25.0189181272822,1.40208736141912,2.42734724042599,2.73855760622922,2.90372163523303,0.854785076268386,261.071900061128,0.522264867508307
3,20,21.500095000255,1.28425507528971,2.37249180474882,2.92992614974099,2.84554140656357,0.825986793739154,262.081369024256,0.5376101269075
4,20,28.4475412240247,1.39944107605963,2.79836500647683,2.65536933355849,2.60422577998074,0.841860846538693,260.498549252054,0.532116852925781
5,20,28.9274422585024,1.44179720227096,2.55091699164202,3.04803818782592,2.30381288590581,0.83775438586657,260.61859425211,0.520608188633659
6,20,23.7664459553012,1.38158246469465,2.22004766857096,3.22464898734694,2.89586022237615,0.830607001404288,261.411712471639,0.517296003638766
7,20,22.3728395500087,1.34833069455435,2.31404894737604,2.95228463458468,2.8648350258308,0.866650386375153,261.863769710138,0.529541026045757
8,20,17.1529985295278,1.36587888279698,1.74773789881141,3.68740335208301,2.92196701491473,0.855518365986365,263.59016570786,0.501662650788285
9,20,21.4052632774084,1.46844247548814,1.93680987760726,3.17139231865286,2.78334942429684,0.870699173196509,262.396690665604,0.498303350112261
10,20,18.8850946564802,1.32110725436211,1.95866330528271,3.43784772696491,2.86949040510634,0.866860461923548,262.986844233083,0.517444074884886
1,25,26.5092291832904,1.30397644438121,2.91220237612954,2.61675495412538,2.85444991483249,0.819317760552422,260.865513945277,0.547332902186036
2,25,27.3731010029873,1.45354317283792,2.39628849779538,3.08665732734663,2.86698904722836,0.845961138048961,260.525969690754,0.518001828946929
3,25,25.2962221473462,1.40825294329322,2.39075677390211,2.97350010698315,2.97149753573561,0.834686960237114,260.86024441076,0.524214993194663
4,25,29.3550178668248,1.47428128490472,2.56707880048246,2.94776953972572,2.85830728385086,0.834812144951588,260.205219146124,0.524445289174
5,25,26.4833358923441,1.37900627759502,2.59297913106673,2.91893948355101,2.8624725722307,0.839634695340975,260.628885674551,0.534204243093719
6,25,29.038954714934,1.43623826199455,2.56599736938767,3.19602393742688,2.9131558592825,0.836626223838342,260.120881657184,0.528230229588364
7,25,29.3585805759284,1.40696589757668,2.64436857427931,3.1483719189717,2.97909640702423,0.837905652272031,260.01489537318,0.530600412532274
8,25,23.9421207048608,1.50735264512788,2.0838939457139,3.68002795623317,2.87124824245402,0.831975953970519,261.760563726045,0.513549389776961
9,25,29.5045144469229,1.40849326383341,2.74764237106103,2.92592700040592,2.87699800314686,0.835261527378834,259.987030184373,0.534307791287709
10,25,27.9347483303545,1.3652776010934,2.66296844065685,3.23269048245136,2.9320018996135,0.845564532882671,260.377178607123,0.53890886355397
