"cv_set","X0_start","X0","Xb","gmax","pet_a","pet_b","C","alpha","beta","ABAM","OTHR","PSME","THPL","TSHE","sigma","NLL","mse"
4,25,29.9292035992351,2.65171182025454,4.80053930378085,5.2697394444277,2.3851621711864,0.248399759671416,1.07816362131073,1.28350411522623,0.135123293057694,0.933603429374247,0.523278803030976,0.442029118562057,0.0160575309454623,1.53076096726085,194.73442829755,0.965224671900008
5,25,24.0133788241585,2.80118137249904,8.45091589719346,5.14268680128553,2.20136974797743,0.0188257705413653,1.61854741183121,0.486167090494569,0.425909041103439,0.518629959591086,0.808487252010593,0.564937008480586,0.177377374598403,1.28237700968163,182.288861259807,1.08186095859278
6,25,20.1298575913685,2.58788745011165,6.86978875661065,5.11335821076561,2.47795880883302,0.0578698733393125,1.19329574568481,0.698479942131505,0.201109989847157,0.304794375259549,0.704608091892702,0.814911429649727,0.133544747257319,1.29878030232878,184.679184924565,0.80701247155002
7,25,21.5307182602005,2.71985694536224,6.60127252243192,5.12656448299191,1.529275353432,0.0203596508406602,1.34315483529777,0.275306987064983,0.247485931120892,0.554458366575878,0.88307291648987,0.494841668698214,0.0432011526800798,1.52462234805134,184.503316694574,1.04294293203416
8,25,18.5320276375642,2.07434079656177,6.76141597089294,5.21089594246085,1.88730965936043,0.056768075413658,0.998168698064933,0.439855282296576,0.243177822775086,0.144594244737045,0.619692801983549,0.644777749576875,0.0467632666097364,1.29181565864126,183.95170345685,0.801917017384365
9,25,27.2003154899626,2.77353083559065,6.9365681581934,4.44627333147196,2.35254453593908,0.0217913999379547,1.664121724418,0.831153923639001,0.487619357353392,0.00954818566788528,0.925661741793518,0.855294314974345,0.274810473280338,1.4226079318266,187.470847387713,0.960351102872722
10,25,23.8241777556182,2.84443646842312,6.04460946331581,5.40457791515517,1.53958643807304,0.0474994176682946,0.983903921235908,0.397201245298411,0.101074041183534,0.0807551738984331,0.57920721950611,0.560902179082644,0.0571058906322194,1.32781538638566,186.863566348422,0.945087200949248
1,30,29.5226242902328,2.85285564430468,5.81892793656544,4.54373077792138,2.08669548712833,0.0231556832945585,1.26217389033271,0.400901882282089,0.256761712422136,0.359005723967267,0.958289924141267,0.774931479899742,0.0553181525496938,1.30165013268801,186.617876636784,1.02488519644482
2,30,20.2004871181603,2.55297229002296,5.68319808992298,5.31651739258102,2.54075479920212,0.26982421769158,0.892582018653244,0.957700891586755,0.0920669277408576,0.318645642852344,0.456982893129013,0.386908430673006,0.0497772613462804,1.54145016461447,189.769035837185,0.803146367611612
3,30,29.4081809271471,2.51034662979306,6.45090915642283,4.3264375680502,2.65812369704721,0.0795736617089391,1.30358859223445,0.660801908394301,0.0887920841664583,0.0818625289689794,0.465960948404479,0.479909810261978,0.0172821165654337,1.41572740924839,186.594504684511,1.00662467474538
4,30,29.7605551515981,2.79260995283085,6.3070492197362,5.22343051836447,1.6658781013258,0.0821965330558192,1.04452457248975,0.709413710429832,0.109564661832808,0.463452529636454,0.790505165285157,0.654391229956692,0.0424516102168169,1.23872154557384,186.203617977712,0.816196095220242
5,30,19.9335561337531,2.68036785320735,5.41595735133408,5.61904402570385,2.9457759788959,0.0553365389821022,1.3917503823826,0.707178680556951,0.104956716683076,0.552405370738783,0.511864843023991,0.339233938688011,0.0390028238182367,1.25106413904076,188.093235269389,0.9575097777775
6,30,18.6119524734305,2.68160129044028,5.28402958034998,5.67053335999354,2.80649896086977,0.0660609818702436,1.19313713708648,0.943962895100426,0.169242092748745,0.748754754946574,0.831793739124942,0.684672044682732,0.301910708218724,1.29511382549642,191.304526302671,1.05584320319336
7,30,27.8615435994509,2.62700596357666,4.8936108120947,5.56603921847278,1.97649104778602,0.0314002070142693,1.4952297214249,0.798524323731203,0.127988359913097,0.848874594977994,0.640924971182494,0.438373035052944,0.050083634290484,1.36419036879809,190.925745146369,1.09139271962733
8,30,26.3085869395997,2.79525450345521,5.24590872309477,4.5220066432994,1.80997239281749,0.204261367910846,1.01946572172506,1.12991229362758,0.103493109313057,0.380683144231851,0.630829269870711,0.326355455671213,0.17415005652553,1.41693937789835,193.459024938742,0.999624310978647
9,30,26.8905722664164,2.9744776526263,5.5349731103518,4.94478266624947,1.11052398716033,0.142681132357777,0.88602134789679,0.746602784132243,0.0710217387858632,0.413464467463741,0.4744910376181,0.577409309203036,0.0657066723067434,1.41774609679305,189.248213902452,0.892078557304033
10,30,28.7750293146782,2.5249984667862,6.48747860413613,4.97478683555802,2.39899901973105,0.0659896341092699,1.15410233606921,0.491095737319172,0.0893805665783733,0.204556521297609,0.68768863833533,0.376523099555367,0.0154201071538041,1.28072499317871,185.270700848645,0.949847863140158
