"cv_set","X0_start","X0","Xb","gmax","pet_a","pet_b","C","alpha","beta","ABAM","OTHR","PSME","THPL","TSHE","sigma","NLL","mse"
1,20,24.7598535704966,2.39137380538861,6.67505255934738,5.83493996066896,2.49996862391709,0.0118684776856848,1.12946259008362,0.0675358936472612,0.358316364217565,0.45531250837172,0.976187936730679,0.917478168543278,0.0792858650922791,1.35807089526295,183.208361891598,0.908629618842205
2,20,16.4528388350909,2.89582026331133,7.29523431697692,5.33466207951987,1.13530464641713,0.0336857564426379,1.28817434647962,0.398856717124958,0.21447248947024,0.371753136661393,0.696892533372914,0.503075325487907,0.0442089298497357,1.35736478517456,181.17870839179,1.10868377986273
3,20,14.4964154378131,1.83486019345363,6.15541799300304,5.17826204411665,1.37959097601198,0.0224965031286465,1.5038558972771,0.436931935439723,0.0646217267056019,0.304416011835154,0.60301864339215,0.446673960710916,0.0970665162249073,1.4897613877751,186.5681075255,0.892608183954436
4,20,19.5444200769967,2.04032719018014,6.22072178558036,5.48151355222689,2.17482464638299,0.0601175458479181,1.04694558366028,0.481449238066768,0.181387476714851,0.0191399651291283,0.606058571520644,0.515624438257867,0.0115213429098137,1.43309584610406,184.540556637636,0.797065396350387
5,20,20.2739997675327,2.80116005637331,6.1766238465908,5.6100469238032,2.24063232755961,0.0403466627274769,1.1620295689159,0.502536379181699,0.136391465539925,0.781872362752889,0.665131502734502,0.827428571158697,0.0251001855875847,1.32465638856073,185.036749154799,0.93977307601767
6,20,18.7187195527071,2.30229519542576,6.03705855698853,3.60398013774776,2.89578176980332,0.0264713553156242,1.23087202278703,0.363918412009167,0.138628061837774,0.405711705182607,0.83618247161805,0.619798634822204,0.131283365407598,1.40713003505762,188.552448561878,1.04971710355374
7,20,23.1131128625376,2.77608518877242,4.12443814479838,5.54171066095323,1.70382354402466,0.18873684867461,0.745557625669098,0.81545205936485,0.0298204704614948,0.218010051810318,0.462672314382639,0.246027274967324,0.0100516092558243,1.63109982142966,195.288687778947,1.14018772377932
8,20,19.1481664263324,2.23281701489454,6.32723853613082,5.59390889043664,2.78529458427366,0.0449795711959491,1.24522847955986,0.521642697464724,0.245806260025667,0.856465293332845,0.693504392142438,0.419403731216458,0.00398360507804654,1.35077834791703,185.07037013219,0.882440027426768
9,20,15.8572281923538,1.86678426664144,6.02684346687808,4.89325492347699,1.94384468301766,0.0417242322984703,1.3848026723517,0.739965532652509,0.365649542050477,0.560620954406289,0.78759470103121,0.685286459974625,0.0294350088736379,1.39924304821142,186.354093822806,0.910529711157189
10,20,20.4901008749877,2.4020681819618,8.27889387640665,5.13686416198812,1.60009582281327,0.0714712158618294,1.30157312757363,0.685530897359312,0.196025564969365,0.228228114665948,0.562212282000137,0.394871462111592,0.130788806281775,1.24056441020104,182.272589204927,0.833288813338789
1,25,26.1453632937146,2.37017207495862,5.43093553880396,4.49485851013698,1.65756544631266,0.117411639207361,1.49592435455107,1.63203778542277,0.274090542996485,0.921813122730166,0.884824943109606,0.651458026585122,0.238811617981463,1.35828094724437,196.232109403415,0.854532625385399
2,25,23.519947336054,2.9771355773011,6.53541071804736,4.85688412556798,2.45633587360064,0.0364476979190867,0.939587366044149,0.24040743279967,0.269305459158982,0.145948933601199,0.884922178769031,0.939525941806592,0.0283425701604989,1.29589233583676,185.126395478747,0.940094917750985
3,25,25.3811957208283,2.47629402723297,6.47259843710316,5.3658968375911,2.88674646694402,0.0174501531671856,1.41016960631255,0.292135784787202,0.159366186151768,0.117099116163683,0.82311812691895,0.65088708359804,0.0947788249025732,1.37972626574032,183.551632307331,1.0477411359013
