"cv_set","X0_start","X0","Xb","gmax","pet_a","pet_b","C","alpha","beta","intra","inter","sigma","NLL","mse"
1,20,19.9174171900538,2.36399474721821,3.88358727723565,3.58238250249673,2.5858068879864,3.93296711698477,0.382360672801897,1.05897386997858,0.0324635092505212,0.0208535745041299,1.04185792809376,329.862787585667,1.19273487465037
2,20,22.1257904063566,1.60095620070561,2.45774539882222,4.42663180126227,2.34108347447691,1.49223471398197,0.842165297143402,3.29442880899002,0.0734382704163961,0.000220443574920027,1.07209415917092,346.84537200939,1.22361389551673
3,20,18.8124747923778,2.65335024042956,4.09432879288225,5.32474653363025,2.63359218092571,0.0289917921000226,0.950552934687463,0.467579867295016,0.770625534816976,0.413702488176456,0.922556215444165,313.004541951639,1.0926915649527
4,20,21.6687957539561,2.53692881911311,5.09329421842424,5.02649557993294,2.70943332899682,0.0899665280599771,1.13760382280981,0.375365859910385,0.143383018321164,0.127979026407929,0.923065750388134,306.730939849558,1.08684912468324
5,20,18.4340355901314,2.101090247037,4.67993397111218,4.77602766521765,2.34266596880764,0.0287691321683444,1.28282788762399,0.356458357476073,0.331796176553543,0.226678109351638,0.912201455872879,309.172641302115,1.03871631523585
6,20,23.4905461288846,2.94096472415006,4.83346085401319,3.81669995737601,2.81571275188443,0.0139747047127685,0.778863631776534,0.0219094678578461,0.853364341024793,0.581750800699943,0.883754632682215,309.711162146972,1.11088115151113
7,20,18.278823961248,2.35473537421639,2.87640544339091,4.60052956805526,2.96967042070332,2.33996452804886,0.798171542062827,1.04561155899244,0.0315884992555956,0.0100687770033381,1.00719707756104,330.508593149083,1.15506134452977
8,20,17.4186270188061,2.69748886208424,4.32369251262943,5.04540506401464,1.61222297512843,0.140066440104724,1.4328357453417,0.273263511876973,0.0377569404974592,0.0331282543354005,0.904885635953394,312.08631516086,1.04224786258033
9,20,19.6878616626445,2.31205781479829,4.58570994512607,4.61459373289949,2.06235984344967,0.0102343108753318,1.07714196578158,0.241499501645011,0.823708604686042,0.768163306527126,0.913626655615039,310.368235770794,1.08155685201736
10,20,22.6083225372271,2.95758605472953,5.32351575197925,4.41848083360565,2.70350593953681,0.839268906954146,0.729749817781163,0.399836993665718,0.0328486010532488,0.0291637013749224,0.865834469527857,309.728267824714,1.18091006544935
1,25,23.6188173042622,2.55937589692602,4.94903137368756,4.56032926040626,2.78786220904742,0.0644290118390545,1.02782673528002,0.348801573586838,0.248297824555174,0.180151097724263,0.829791601846572,308.27073777605,1.07328508212746
2,25,22.4525378137872,2.6871559568543,3.75205124446237,5.27317476877976,2.07171590750072,0.0253419035004124,1.44494213936414,0.814802647837116,0.492841279762418,0.357661131563438,0.958558779809821,319.255708770528,1.07977939559473
3,25,27.9394595585933,2.72573314197728,5.18352469247061,4.82112915313879,2.14113753624213,0.0319230900663983,0.91671186786053,0.157851381695065,0.335798248690445,0.357575179628199,0.940537627312877,309.408920602336,1.10593439120825
4,25,22.406935064976,2.37285007046197,5.0788788738686,4.6533267681523,2.8558165746085,0.0169365954997046,0.999600001712408,0.206251818482159,0.679858837098426,0.649455934227599,0.877679174837343,308.607672412167,1.07966888952535
5,25,21.6461136158617,2.03548288808951,5.13087949137519,4.17747000632819,2.78170463417593,0.0288455804042519,1.12263637977069,0.633210280248478,0.716964036879926,0.592236663126939,0.969042397682838,311.041873423217,1.06453968224703
6,25,28.5942754086412,2.8223685645933,4.42031523121187,4.82002957909717,2.32009828177203,0.0412446976877781,0.864501626934006,0.568910719091095,0.786168143525004,0.43322948417087,0.894780148798383,312.065385499542,1.08814494466287
7,25,28.2026140855555,2.67604136456554,4.54037682563231,5.04988395865008,2.38464475486064,0.00783449251761506,1.24773780447206,0.00295492787811096,0.505686521957646,0.460013665046736,0.966102280296818,310.425119271368,1.03843795297474
8,25,24.358883503975,2.8531729670829,5.83060529135031,4.72296441287042,2.58275310155466,0.0254737414171072,0.937554267403096,0.0662226075702821,0.432792304505742,0.369681718777147,0.934982810980914,305.726255264533,1.13129818530983
9,25,25.2384081770589,2.51098542663939,4.31127911824849,4.9372581759195,2.87837406455978,0.0568357284948089,1.07837848147824,0.508005823514069,0.277393509612759,0.221230170582219,0.855975398425018,312.426683952424,1.06653024487065
10,25,26.2310194531945,2.24991001873276,2.25699389825914,5.12929244806183,2.57571475525152,3.11093629997841,0.0792929701309331,3.63926353199056,0.0447157574651374,8.2419390935405e-05,1.04744419384984,347.121584757672,1.2971669289221
1,30,29.3461956359381,2.55593897574958,3.79005178063487,4.69820667007229,1.77377328464391,0.187972193876424,0.861863567020827,0.427805226272585,0.107666754353135,0.0554162891156474,0.961341804696097,319.773332560627,1.04303327931884
2,30,27.6183600068991,2.73964996426045,5.55278639432895,4.52334015926467,2.06966655618045,0.041205056675914,0.993509354488255,0.355053640482031,0.393714737584725,0.386099506678892,0.872548845929929,306.513157979426,1.09688678912715
3,30,28.7410076545526,1.89679599970002,2.85852938639202,4.64277583513746,1.74067675793818,2.76269667128625,0.856789298983189,2.97441688424429,0.0800178542164726,0.000189430749253811,1.11340391999122,346.69974968498,1.27549163105728
4,30,27.3466033352823,2.5517552849462,5.37114834355583,4.31884997342169,2.618133016979,0.0344723011362308,0.96898571618336,0.170762729187134,0.329561409981866,0.261281442518825,0.904685816031829,306.045810262261,1.07641038911764
5,30,29.8234469600915,2.97649435128228,4.9599681268726,4.37463136853506,2.29371185820667,0.0203820295295544,0.790830180187387,0.0908921345027898,0.587007967074443,0.511465406638466,0.897734561778258,308.129995786174,1.10454083459311
6,30,28.5709058478794,2.63221144866261,3.93016498027255,4.26636408614282,2.80922809450544,1.15242795863153,0.876951430474392,0.664045528508041,0.0277931261962629,0.0154815921075186,0.898994964430122,316.494235955633,1.07537521390528
7,30,27.5339559413449,2.87885132909516,4.70430930225539,4.34896583219104,2.63822279166368,0.0256181630172443,0.778306832250832,0.144181223802224,0.607134401429507,0.418008106141377,0.934514910054607,309.877293979644,1.09051524498085
8,30,27.4223976304864,2.96130188786752,5.83439015107329,4.64957706991586,2.48598303052999,0.0349825344180078,0.976086841037689,0.334827060168823,0.560299026899455,0.443898281862122,0.893098038713436,305.473471286103,1.1206377732065
9,30,27.3330983234224,2.86086186535183,4.83679147286648,4.73186935602768,1.82505415160671,0.120158737592648,0.951414483151113,0.183865174090976,0.102029415334795,0.0706981024301118,0.85449856676348,308.481200603039,1.06498012244756
10,30,29.6571434861303,2.27660651858648,2.88969102019462,4.93060463786173,2.36988959808755,0.895519326808927,1.35330687541013,1.28509602541614,0.0337417005011706,0.00483401297294462,0.96706592262016,332.346344351799,1.12146656373424
