"cv_set","X0_start","X0","Xb","gmax","pet_a","pet_b","sigma","NLL","mse"
1,5,6.04625430123358,1.21942919691665,2.70088903597655,4.3169675810057,0.900357438320603,0.954382381905732,1624.97463437911,0.720328078464232
2,5,6.39445690534711,1.27550405515387,2.7555688724632,4.31772146314736,0.840864655385506,0.970569404562459,1624.37433038007,0.721813192515983
3,5,5.92247186333234,1.26150828934037,2.71389662916403,4.31171262499473,0.852860697686378,0.956917506142671,1624.57876934865,0.71517514540927
4,5,6.28781648284338,1.30104541879206,2.63241402262131,4.34750536551076,0.920757841196187,0.958957174131488,1624.65302238286,0.715128752094355
5,5,7.09982096690657,1.36578611546459,2.79087335645649,4.29861389129327,0.839979404358072,0.970751319025106,1624.75499521283,0.721333589735338
6,5,5.94363554914955,1.27989840601862,2.66886874417438,4.29139073199564,0.878260640411348,0.958147669966278,1624.64868817867,0.713643761881973
7,5,6.5398378768914,1.32186862239884,2.69554607930941,4.35049977678923,0.887632462541642,0.967220572703699,1624.6341972271,0.71629976463118
8,5,6.28534327812113,1.28735682039748,2.67712098748907,4.32907163452117,0.917016023880892,0.957023641044707,1624.25517575242,0.7138864470491
9,5,6.34064947618843,1.28157688968379,2.74746319863943,4.33075258495006,0.878103935426136,0.976196564884301,1624.51909518269,0.715281596926282
10,5,7.97842388828193,1.43511281199941,2.7799181286748,4.33757176419885,0.896281252546582,0.971690706213047,1625.92012264255,0.721527046152063
