"cv_set","X0_start","X0","Xb","gmax","pet_a","pet_b","sigma","NLL","mse"
1,5,7.08826988144056,1.41225670146607,2.59856014093735,4.24599559047041,0.95237813349598,1.0219755599731,1663.51463203059,0.825939024321557
2,5,6.27777727601077,1.32541254960837,2.54300883077077,4.27016512623559,1.00143640700448,1.0158240556438,1663.29749245562,0.812975467369835
3,5,6.95068571120415,1.43697257086636,2.5152703653224,4.26087245282953,0.998853040390374,1.01169500920725,1663.41622967001,0.828892203006154
4,5,6.76431222211518,1.4382573228353,2.53529734052845,4.24581483827509,0.984134180063684,1.01365578077108,1663.52418074744,0.824416635920427
5,5,6.41443743654951,1.35337757154902,2.60203526326762,4.27622849993037,0.968849310229109,1.0118592217317,1663.14496611869,0.80713228737355
6,5,5.96695075426565,1.28965943656649,2.52503271736775,4.26613983265606,0.966583928701278,0.994813759084279,1663.59756416373,0.809824116348357
7,5,7.20118731823148,1.43088193772691,2.58624268997242,4.26601037296991,0.97719262337761,1.00830735518167,1663.10994517306,0.825112163680885
8,5,6.34672024715396,1.36940761876711,2.48737312151122,4.28234993919265,1.05392864973283,1.00359999320262,1663.56269036194,0.818010304718305
9,5,10.1290427847256,1.60725948567788,2.79214296589559,4.27164463044447,0.971134718071209,1.00250821436259,1666.13299365803,0.84561196875554
10,5,6.14491049514884,1.34852025014006,2.49860616640759,4.2508476286282,1.03257341850836,0.997063065410016,1663.58160479414,0.816474003634192
