"cv_set","X0_start","X0","Xb","gmax","pet_a","pet_b","C","alpha","beta","intra","inter","sigma","NLL","mse"
1,20,18.8105745480937,1.55280341431602,8.26381121142594,4.87105864603904,2.64584358924922,0.0420013174128439,1.38829839769922,0.216003064392454,0.25988323440785,0.0896008161186965,1.79565931154563,202.17709802667,1.80933009507422
2,20,14.1014723938878,1.44189659468062,7.67161631535872,5.10275725627981,1.23547918664673,0.0125205804033808,1.50163112995314,0.182810608804545,0.786947289631205,0.139982345823374,1.78101426732585,202.872131356826,2.64561207427031
3,20,17.3213943839819,1.84029515754171,8.52599113022436,5.6089721986341,2.56114890304544,0.39192558727906,1.32092802207011,0.244740755127222,0.0482379656969362,0.0110016806907244,1.57172633348571,200.771662479396,1.80348707847317
4,20,17.425906534278,1.59439084540616,7.35727654952616,4.75070458071632,1.92521938967831,0.110458035626501,1.05773310681615,0.111560300007244,0.194156506067004,0.0331297902637963,1.55296289961896,203.764922710356,1.69059981038981
5,20,17.2107491412939,1.7036585552444,5.61573083293182,5.5607773792392,2.05735800159703,0.115240789169109,0.469296968018127,0.115332779773051,0.557700576288966,0.0324002124467927,1.81484508966815,210.056500252488,1.65678647073193
6,20,21.2265462024485,2.3745518443042,8.09707231547328,4.93528712274019,1.2567171042199,0.0493722643937,1.24949481170448,0.291116640796594,0.562306134370131,0.105950990274433,1.7572708199718,203.241320851752,1.499513265139
7,20,21.0386451409341,1.53751393203168,9.07541058940201,5.02787480212479,2.7029394617068,0.0144271631688979,1.47227408527687,0.17394797582182,0.584849163819798,0.235885236483125,1.66474386757077,199.446246857664,1.72632951612523
8,20,17.5018433484899,1.5672158480136,10.6898466333046,5.55769738799784,2.03743579756173,0.0192681375069519,1.37708085850546,0.232603354271171,0.990626341521407,0.231413821987346,1.56750228341216,195.23970127706,1.96294345300312
9,20,17.2188619801337,2.06722088514558,7.2338477948249,4.9334107860696,1.36022193698804,0.114776288180095,1.24689249877527,0.449938307295193,0.223418461309079,0.0608975164179567,1.7630065066667,205.350531577919,1.78194731111943
10,20,18.8351932215268,1.88107918470866,9.34299879701357,5.76970481700888,1.83388988702198,0.0372337535278,1.21717952155516,0.529481818503584,0.939794299001967,0.298470781461812,1.56672004938988,201.587708652966,1.93284693761805
1,25,24.0173780350483,2.07193545342359,9.51681125060896,5.2014972513386,1.70245169235676,0.0209600941900131,1.49405746107506,0.185071732749046,0.450032215311464,0.166800849751802,1.53500191489089,197.76926856584,1.85054205266395
2,25,20.4155764778306,1.64082076258699,6.14464290985998,4.94292912383041,1.31286149576442,3.01445921451658,0.423486821638739,0.533866327101377,0.0993554879507665,0.0025729463994029,1.62964867636893,212.444735239758,1.41101087753145
3,25,21.3093114281006,2.01426008381982,8.61877004936167,4.91889412331041,0.75790036008819,0.00851801539193543,1.78690244146884,0.271347045711163,0.827115481287177,0.204147247014244,1.65172939413171,199.62556630886,2.0594560187586
4,25,22.2231644821826,2.62591127237154,8.61594179348595,5.43965542964574,1.87961054722602,0.033029888056568,1.14942224028041,0.234501584231645,0.76522488952817,0.203419349603965,1.64543785980749,202.45177252627,1.62305533193156
5,25,21.6827685921164,1.49740102263366,6.80606457478669,5.06078089881887,2.93909881479927,0.0329771601746566,1.10622724144427,0.251296650270313,0.84724455772511,0.106562535600774,1.67774291535866,206.530780761379,1.65421659369472
6,25,29.6950171486099,1.85458406920057,8.16616343735866,4.92094987194338,2.5072998876868,0.0111038327796567,1.2294864863633,0.0279298690287322,0.933552452151775,0.244201535875966,1.6439406887361,202.622319354046,1.75736463510437
7,25,25.9195857253158,2.1130091432594,9.01256108188691,5.44445181840641,1.93616439096998,0.0288927004219894,1.27768122251476,0.372358607779643,0.885107695831232,0.230737773568561,1.66318005308544,200.134774943669,1.73555189076393
8,25,24.4978871491896,2.31765639292173,9.99495012269051,5.40984851053308,2.16118379933661,0.0546976013246854,1.44660768970464,0.260896599447832,0.251565625941316,0.0871929748688264,1.60570914265049,198.524762453814,1.82749531527168
9,25,25.8243831968743,1.7336135106931,8.52332690065342,5.26122713759749,2.12614271641618,0.0644684918330739,1.034945702425,0.322495569512992,0.559584138181678,0.0857682556900619,1.5391746262671,202.636148855526,2.183045316684
10,25,23.7483385706636,1.93234184325679,5.45855944149041,5.44560995554741,2.31125932329422,1.64202058862754,0.193134998542802,0.716956540763112,0.20837652988601,0.00205552473277648,1.6692531763951,213.937352882115,1.90634969308697
1,30,29.3974624465455,2.07403176974053,9.05738655133746,4.94432299643191,1.12529331891388,0.0359687735016925,1.29060100606495,0.469159166949538,0.684463871911962,0.210924754530774,1.52258454172817,200.336306609316,1.91530820144247
2,30,29.5883000726955,2.15147376168732,8.84436985189296,4.94992925006255,2.9471944784765,0.0575846781499518,1.23121488725666,0.476641929498367,0.742378889139143,0.14039364645432,1.64337344096108,202.658771918946,1.61397378068771
3,30,25.5224530344693,1.81086193793878,9.55440820488159,4.8826750098214,0.908513507756306,0.0118728932729205,1.48621196746784,0.156871471253441,0.91984242851389,0.187383733409488,1.51589958904132,197.028183569977,2.08665768309259
4,30,28.8406099546365,1.9711467218842,9.40927902309735,5.13711645346866,2.79675764433815,0.0263742049690498,1.10931444523511,0.127947886447957,0.846720169992643,0.192729579830092,1.49120764792316,199.776419242177,1.62892040389857
5,30,29.6199814633521,1.92573885886324,8.62535085444349,5.69627863706445,2.79975339021071,0.048209816825107,1.13157289624071,0.321585801299702,0.657672984709771,0.139532635183462,1.57333375529002,202.703425849164,1.60039660791885
6,30,24.9557820829707,1.80113168276357,6.96601056050869,4.65892084999528,2.20446782830007,0.0519735738447349,0.924303933522834,0.393442439495058,0.720161363920612,0.162127585559863,1.73560716718579,207.697381979885,1.71235144509967
7,30,27.7733213673705,2.28601222426667,10.6425481354799,5.34738967788475,2.99134139795798,0.05615607264705,1.00127387156376,0.0457742546809961,0.476246648374989,0.138330693067403,1.59647149196452,199.605023128113,1.29003034907916
8,30,27.1183849840356,1.75072974477974,5.89360565723707,5.60854481545241,2.25455964674181,0.0663362656928346,1.31157145170642,0.422516644936731,0.307176684632711,0.016664743422769,1.78879202816479,209.999649707386,2.15709022169529
9,30,25.9872813218337,2.1599648758817,7.73484305144953,5.45099278986348,1.89741448922706,0.5097057040069,0.769591301596669,0.396673300365128,0.1401827221951,0.0249857277882785,1.70651902192506,205.606108300203,1.71362420380492
10,30,22.9598024518652,2.13107804891614,8.72639784170934,5.53079481480546,2.69413143626789,0.160190883115498,1.31541475630874,0.2243945678431,0.0810932745793492,0.0375082778007673,1.65787073421318,202.204618375309,1.46359606892805
