"cv_set","X0_start","X0","Xb","gmax","pet_a","pet_b","C","alpha","beta","ABAM","ABLA","OTHR","PICO","PIMO","PSME","THPL","TSHE","sigma","NLL","mse"
1,20,20.0131808593709,2.02728762492585,5.33223672249029,4.33276221924559,2.25825495938775,0.0258595724316976,0.968983655145564,0.425421354811831,0.70595090400289,0.938459266394974,0.514152373270708,0.078874960338305,0.743004558051159,0.666826619071616,0.404419657657084,0.771114002704233,0.889446753567385,297.636100243128,1.06474407300524
2,20,22.6554535367399,2.4295168755408,4.77251551049669,4.53556375704688,1.45405935257789,0.0961212002672649,0.515362475387411,0.84540588258916,0.631209399139932,0.130203919442876,0.17009372842373,0.0394154792389962,0.0867508991542582,0.85644236660022,0.539782487655741,0.771227042216304,0.912041741044297,300.802514440732,1.11854599102908
3,20,19.8157414107821,2.71057391805649,3.90746236203051,4.52405987655206,2.30254557924203,0.0410030952968881,0.506102502129958,0.486477414010782,0.727342184805303,0.195005518398417,0.38333977892191,0.0765795984651815,0.221145048988076,0.697600539471404,0.549236288625582,0.887189419187597,0.891604472429786,303.175002415965,1.16652678986096
4,20,21.8852366663308,2.32901200287908,4.09370081092792,4.44748605546024,1.88313395872034,0.0636818802580976,0.416395057787104,0.485973472054228,0.304146345288456,0.693366808464851,0.025657697058046,0.0223814756624122,0.279503027186206,0.425449115848814,0.141990853273238,0.803565514584263,0.890663018609363,303.131065378796,1.14332151697167
5,20,19.8815549767499,1.80946511468798,2.04800678229018,4.31559472594352,1.30058566241834,0.00194645277094011,1.77166525747087,0.594575606100558,0.737058422273547,0.263178802709194,0.116667333022203,0.481522345690274,0.184138049371664,0.59613922774702,0.682970215665335,0.220540893437491,1.31089115676042,370.679373248651,1.2044466696762
6,20,19.3519219730552,2.53564581157411,3.23469636201194,5.28815339085317,2.11497201192574,0.029488800153335,1.15283694249369,0.995745303315695,0.0317260360464306,0.92064510802704,0.17328998597022,0.0902650212316555,0.322013047774677,0.908900194395151,0.293233727379976,0.753740966573079,0.952060432449152,320.96672619072,1.17835056423703
7,20,21.6028107852166,2.06752253510552,2.33788849782593,4.91156603961201,1.44898134779406,0.00629418325636807,2.18584596990256,2.85528895913425,0.528371829769033,0.847369935575031,0.361686915459712,0.0611378725548281,0.246704181082412,0.865796658749243,0.417453351875099,0.246596283590703,1.08211400963121,345.259670054673,1.22630390079147
8,20,25.6579264222699,2.38621980967171,4.49329884856193,4.14464377393503,2.66258798015234,0.0653620578418672,0.518346512930974,0.6646041817645,0.913157520169905,0.760901594625167,0.311329873586435,0.0369082189522446,0.395825621047324,0.645683297624525,0.803265045718401,0.827165035424809,0.927582442770797,304.755934005217,1.13471438766388
9,20,20.7144840748809,2.75073313786508,4.47193498508575,4.44376951573168,2.5294194968175,0.0654801538137503,0.252949211474055,0.340156320645233,0.434972771812936,0.166714170786181,0.209307369974818,0.00124496406119116,0.427374543986164,0.62007705849095,0.59741155490797,0.679925391050032,0.884487775267105,300.726105609842,1.23433042570322
10,20,19.1439449309187,2.70661062119283,3.96890570437792,4.78953670519197,1.83891876423429,0.03155754071665,1.12920044780851,0.799640534503482,0.479917709524731,0.301022634019478,0.232942015729714,0.0716255955303851,0.732783023211173,0.744519589336959,0.0639282539524556,0.924159956629235,0.898593446014341,305.716798429849,1.16124566071457
1,25,25.0275336384465,1.90427949819509,4.40696023917696,4.41349935775178,2.70297573137646,0.0513335104109086,0.638708898553725,0.622017302750213,0.676099633369762,0.0869868592784464,0.177102579654962,0.110442866913856,0.48483928879527,0.588097845331586,0.504426528309317,0.830430738541839,0.928676453832892,306.806682953128,1.04202518351593
2,25,27.3274826855381,2.84557393267906,4.7827918687937,4.18592226745434,2.40101243272872,0.0420502767668278,0.58285858749621,0.482443763382042,0.525646521976838,0.103721526265557,0.608982124204396,0.149503539577643,0.53330771604343,0.894858748258141,0.276207775055622,0.987075535889196,0.821523750335742,300.379966065461,1.16279901796368
3,25,26.0999323118429,2.60074372474596,4.61018451739185,3.88104727454473,2.66077479735985,0.0712183143861839,0.619856669048981,0.736869685882909,0.358193211784964,0.227092383108582,0.312168260255857,0.120084092821901,0.602708123564205,0.614518574120613,0.209375441089049,0.957167664923963,0.898449360055124,302.869515218561,1.18976311498514
4,25,26.2888689872539,2.59085864561371,4.33865896647802,4.28821465349332,2.99728487898157,0.0381017544548235,0.896435752346628,0.612026015236886,0.428743791575241,0.381597711568207,0.0418987463864827,0.120294511719698,0.0325171483451891,0.734838432597103,0.514914996070729,0.732242014821091,0.968059851767212,303.84597799856,1.11403887526691
5,25,28.541199271039,1.44064117348775,3.4582084991043,3.3955541558177,2.72335859295744,2.7791943252006,0.114883060657972,3.61787646149545,0.0499438574339843,0.282511622668494,0.91562746291729,0.0495127456538711,0.296112982316984,0.0708698564132641,0.2805949553998,0.00382057700736077,1.10472716898302,358.898201757313,1.25749314138549
6,25,23.2840268380262,2.37973757718505,4.13100733552336,4.30364002078622,2.28900247537914,0.0678521416073236,0.47106518016163,0.705065727860456,0.807400279331967,0.301387149721857,0.559876450350948,0.00972825974583472,0.272168158466632,0.592613116350723,0.556208963843227,0.989125937114683,0.9098537531111,303.98104730298,1.13674635176792
7,25,24.4591111200689,2.04338293573571,5.01004651611703,3.59930558048797,2.75267584609132,0.0343784903262958,0.393208804610355,0.085798946394809,0.325430728345923,0.262060876338919,0.270544723752926,0.0197658329695052,0.670016137963114,0.343652017350464,0.471166801683232,0.677112732894172,0.848135266095893,300.895156537719,1.11334778756015
8,25,25.967488117276,2.12474139461234,4.48881251714214,4.98989467757823,2.7313921187672,0.0243364911367396,1.50607925930863,1.00319504063404,0.881461813540213,0.16030862212268,0.212652885816432,0.0737112292315079,0.575017938111072,0.67497520379212,0.713534811248439,0.773061698301926,0.968195115566611,310.415301250096,1.04276177196786
9,25,29.5220202154231,1.13567663506784,7.05205981261043,4.09465732964789,1.45609442288776,9.0833591467276,1.04540589537255,3.6964984288045,0.272054824695944,0.451011129012632,0.918797032693276,0.450597239766567,0.381243169570109,0.10910655033766,0.159071460970405,0.0695233044354593,1.42023061800457,421.777680527102,2.03272804237906
10,25,25.4400780361799,2.60244506209821,4.34566010478316,4.08299663979112,2.77170118412428,0.0525981480389504,0.207432145610631,0.351437996296672,0.86085887170624,0.181660794353047,0.374084519273588,0.0726127378309374,0.286257688744393,0.700882844533039,0.238072337417061,0.894412574335407,0.90872192881261,301.77194551448,1.13389541825333
1,30,29.9227480675654,2.78363551716309,4.98540290593118,4.51768184274663,2.21878368419378,0.0897838912416656,0.619218444957477,0.743723818473074,0.626318640507334,0.305280483144568,0.193728868903602,0.0387975403551915,0.259793691355673,0.651387144273825,0.823287939282339,0.748179920132766,0.908959038979362,303.173680807275,1.20028808608976
2,30,27.3560168866078,2.85437940375534,3.92498126452046,4.62878422451433,2.4093499856371,0.0377049381829964,0.526297064460995,0.489551926920425,0.741740148631825,0.218987635430898,0.427394715917452,0.0555047611401654,0.267054111580631,0.776488699759439,0.853401625464079,0.895209646735448,0.830888425497726,305.054453288491,1.14296178667011
3,30,29.7223066668059,2.82567171336395,4.22517121807991,3.86552965626051,1.96351739301574,2.09145148627579,0.0235856410182716,1.12880666245353,0.0638726915510651,0.117558834932832,0.165387260406593,0.0163424294741115,0.0593610232701047,0.0453731081699263,0.18381260939183,0.162277116486836,1.09665743451531,332.723174031709,1.31622770170278
4,30,28.3553442298037,2.58315853437275,5.12066425582917,4.6828570241076,2.88876036517469,0.0548383726540683,0.737100035524321,0.610335367250316,0.385891849886175,0.169162142877747,0.622101523091199,0.0455353057395354,0.643264865282803,0.494969728825841,0.303174304934279,0.922236004969671,0.863326347067142,301.406787167688,1.27747999924502
5,30,28.2735927747102,2.92668850921297,4.33489543165517,3.8624781524008,2.82037104163996,0.0368943439858366,0.813693565690577,0.471658821341097,0.555863692166182,0.537722388154622,0.529713234361108,0.0161595690541738,0.631762419757174,0.610634265878084,0.240612610543947,0.646312838590625,0.908320967469299,304.846675663628,1.11716301401068
