"X0","Xb","gmax","pet_a","pet_b","C","alpha","beta","intra","inter","sigma","X0_opt","Xb_opt","gmax_opt","pet_a_opt","pet_b_opt","C_opt","alpha_opt","beta_opt","intra_opt","inter_opt","sigma_opt","NLL"
10,2,1,3,2,1,1,1,0.5,0.5,5,11.7899301184376,2.92728177152026,2.50863747804668,3.38843750975687,2.08659099970939,0.0785095506795325,1.41564119826435,1.44893116825748,0.988821347931101,0.140542481032393,0.518396313835684,62.9053387861627
15,2,1,3,2,1,1,1,0.5,0.5,5,17.2699387556539,2.99359204182102,2.51071872335784,3.07963762925977,1.95404706173533,0.0805564603149285,1.65259505517993,1.58383930680885,0.765854231764938,0.145909591314059,0.491561075453106,62.275353106982
20,2,1,3,2,1,1,1,0.5,0.5,5,20.5044092754254,2.7725745174947,2.00323148477078,3.74230359485234,2.63042772398633,0.279317861020741,1.804703224469,2.45301962753433,0.300245343560369,0.0159240870938978,0.508673119659678,63.6923529238452
25,2,1,3,2,1,1,1,0.5,0.5,5,25.0311865940302,2.89323231238367,2.14819990617546,3.66591960454273,2.29749511232797,0.423738011989205,1.43025384715356,1.82909754435974,0.181527598583852,0.0205440853947642,0.499814939556916,64.1534570368118
10,2,1,3,2,1,1,1,0.5,0.5,5,10.3378898758862,2.93322828764605,2.22060011978477,3.05841467481797,2.79977263992409,0.0338051950708008,2.1375435358095,1.63805481958141,0.812560146017504,0.108582214853884,0.483584044969425,60.2431450307527
15,2,1,3,2,1,1,1,0.5,0.5,5,14.3381575118388,2.81843129255402,1.96568738096128,3.45073174859963,2.82523995796909,0.0462518314945625,2.31308619363381,2.45794143537076,0.879047492605207,0.0945715640804458,0.472741261541632,61.5654236650675
20,2,1,3,2,1,1,1,0.5,0.5,5,14.0569828087966,2.95899315924663,2.0013857826259,3.36224701075878,2.031669137229,0.0653210801977473,2.1343650008024,2.231679970941,0.647792889917195,0.0788299175783158,0.516408420128389,61.0406023590404
25,2,1,3,2,1,1,1,0.5,0.5,5,25.6742829422059,2.96826946363995,2.2681608268746,3.53417053542611,1.69492823726528,0.150821505124257,1.83988637687007,2.16118581393135,0.450866667731684,0.0351171797330405,0.49901438263268,63.1221366573577
10,2,1,3,2,1,1,1,0.5,0.5,5,14.3431756854794,2.9948046535728,2.11005960866246,3.33563145267268,2.72093150454372,0.0979323484083958,1.87782914833084,1.88473110579436,0.512664543976651,0.0815497800835586,0.484966342966996,60.5513695474838
15,2,1,3,2,1,1,1,0.5,0.5,5,16.7211330084514,2.94568122998235,2.33953748968903,3.75761445364187,2.94211050564024,0.142232571420742,1.38308669294226,1.75895958085377,0.774945157482877,0.161514083666164,0.486732906712456,62.7829733278298
20,2,1,3,2,1,1,1,0.5,0.5,5,16.866958848083,2.98285418112463,1.87583775745356,3.89411488281182,2.73076925175584,0.909248590092191,1.91221450747134,2.68173471408804,0.101809197162889,0.00845235459554924,0.47866295293731,62.5177516025314
25,2,1,3,2,1,1,1,0.5,0.5,5,28.7140648317367,2.98837622872942,2.32247278558219,4.00951583131159,2.99657235987116,0.124540709161065,1.64825278675958,2.04576573656199,0.790239897732868,0.0655564591154654,0.491045130925928,64.0781444946302
