"cv_set","X0_start","X0","Xb","gmax","pet_a","pet_b","sigma","NLL","mse"
1,5,4.67094044833498,2.4053699002887,1.45591129443055,3.8236709474124,2.45357660035965,0.639740716481711,85.0260693741139,0.285183733412484
2,5,4.20826754201735,2.27312448357145,1.47404700994002,3.59498482861756,2.16937315069308,0.649389502730167,84.9624100475375,0.310267846611268
3,5,4.01866804535367,2.18045686201683,1.52629858512865,3.5300781290904,1.96163408874226,0.649479435811547,85.0099952820972,0.330973770628322
4,5,6.76725725420847,2.73919580876035,1.45855944854784,3.55046720120634,2.1065511576952,0.651574431855174,85.1642135328586,0.302912253026866
5,5,3.78887309422463,2.01550337292124,1.46837389750891,3.63777004522824,2.35958224728125,0.638432311123282,84.9871746637589,0.307053688104288
6,5,4.4663203126822,2.73185916105157,1.46116465441463,3.63966735124896,2.14809923289344,0.637688155616588,85.0390339919373,0.299515018612496
7,5,3.77799597469835,2.06936023743675,1.4724586977513,3.77032378979802,2.69506575563784,0.654323573026418,85.0219919262668,0.315608058712313
8,5,4.37147117788737,2.19863813580675,1.50631075370787,3.60599023877851,2.03722353771889,0.624067006410729,85.024379763792,0.310018206844668
9,5,3.78214499042673,2.30037424645617,1.47319642387173,3.58686926281742,2.06656317898321,0.645929458006036,85.0232180483492,0.299337205244355
10,5,4.72658569591234,2.39184978070996,1.48221457358284,3.68228552600824,2.17748778699038,0.644414886326521,84.9788608953086,0.299286646845951
1,15,9.67931726455368,2.87528277697379,1.50024441640841,3.74621613915121,2.43304455887813,0.639377387409466,85.3696475966814,0.303545641743218
2,15,4.32535562075997,1.85390567907556,1.52621921050749,3.66217519651709,2.17993794827229,0.630851587652755,85.1139114306439,0.316791681071426
3,15,12.690338872868,2.93537477083309,1.53692907550776,3.65155203546912,2.29484385892854,0.646890873739315,85.6523890127422,0.309197733652953
4,15,5.21446928329756,2.52679164989571,1.43915986038473,3.9409879143898,2.82345514335036,0.633071815300725,85.0524742251618,0.28909878996778
5,15,11.1390661009879,2.91486291774341,1.50950681651004,4.00308798876281,2.93574508884037,0.637506475798549,85.5329458379182,0.299329895991193
6,15,4.57757512585491,2.83815656647477,1.54391597851496,3.47586745384894,1.53840036490584,0.641795151186689,85.0680605459206,0.298207513974458
7,15,7.96713365196668,2.70129905110683,1.41727694539744,3.63514620653625,2.66722880973839,0.64259698399478,85.4199438999997,0.297803923627279
8,15,12.890388386435,2.92254891273018,1.48647246569908,3.65644122432533,2.48675795150843,0.638357092403809,85.8128233430818,0.293110604208953
9,15,5.81542968016885,2.60628583337898,1.47001468655219,3.64067783882279,2.34692258197662,0.645536431933084,85.0550111669022,0.3188923536923
10,15,14.0408220111578,2.86207460756798,1.49730740822278,3.87544392375339,2.80690255827521,0.637023341998257,86.0757876812257,0.278891663994581
1,25,22.0358700217692,2.9764525105718,1.62287600622367,3.87046040882559,2.5897677959674,0.662311751907417,86.5968596629005,0.284356458042469
2,25,20.63018717893,2.99864638404401,1.55468567354597,3.69453479659573,2.89432553573056,0.655439540361201,86.4825017146624,0.303066381865698
3,25,19.6593622970674,2.94239622701012,1.81375020778767,3.49762425922473,1.43166241599327,0.657694147599402,86.5287897362862,0.306480005706667
4,25,11.1502237921045,2.83347094750479,1.47722783569843,3.89889646557645,2.79921945430065,0.626101325426179,85.7401168834202,0.283171398170026
5,25,16.4194947150935,2.99868898618308,1.54676438904861,3.76590322712236,2.9839644546134,0.640176169947094,86.0173927210417,0.322938082277844
6,25,18.9818531207431,2.99823419670667,1.52686827518241,3.71803295163008,2.91466019736569,0.633190619738893,86.4425228405979,0.295983501049949
7,25,17.6647240210153,2.96808028060114,1.57855144543418,3.61846003323633,2.4859984989108,0.664394934306879,86.2218191845518,0.320971689738967
8,25,17.532841323831,2.98578954521072,1.5820683385253,3.69677761780339,2.64062342143622,0.655670216171389,86.1340465761268,0.323833029441953
9,25,22.5725147368092,2.97126843132567,1.59109293787446,3.64811615681591,2.81334299277418,0.675022569023374,86.7949176450477,0.311170192141904
10,25,10.4901190124762,2.98768876068425,1.48604540828258,3.66722423170147,2.43157780308134,0.629283779765272,85.4275295974088,0.306191755681734
