"cv_set","X0_start","X0","Xb","gmax","pet_a","pet_b","C","alpha","beta","ABAM","CANO","OTHR","TSHE","TSME","sigma","NLL","mse"
1,15,13.3279085418619,2.28808615972029,2.67809470710321,3.79637477096551,2.85171056443698,0.0593969616037804,0.953165580786642,1.05808994434743,0.571065120291982,0.831045515525063,0.411372916550382,0.656808229957112,0.643485912511794,0.711999029875131,228.274405773008,0.574821152930566
2,15,15.0086847841772,1.99944652278887,2.6819255783842,2.96222411159688,2.96841856508652,0.0674717493455306,1.17462806771543,1.03189537414418,0.196702973870169,0.669427629298928,0.264778835078702,0.192861446318553,0.280021173737004,0.720158595200373,227.064230109281,0.517880494170158
3,15,17.4741146133137,1.87019642716036,1.92684388517041,4.45511524624348,2.74965360513574,1.50441499663368,0.110904845325771,3.41093096290919,0.170662824344905,0.126268552022158,0.181668379071032,0.101328095642307,0.099567469083597,0.765824320130851,242.624755585715,0.886281344379232
4,15,13.176954118241,2.11572619116129,2.20352900675249,3.58053576752872,2.86822087064844,0.0545610029933418,1.75500970152567,1.3233239901969,0.179775518946762,0.346885007391225,0.159222744430706,0.085894688784676,0.138258370549246,0.709021451255375,226.090794426682,0.530812511595404
5,15,6.60597802454754,1.94767446976349,1.83551054512598,2.83536247814894,2.72285765755922,0.127811809990615,0.893424997468138,1.27604403918174,0.131774119405031,0.475147205160837,0.810437857147346,0.0768003335499915,0.25022533325083,0.748970137094611,231.550039798681,0.601847332690816
6,15,14.2101009379276,2.25178764469221,3.91263508161812,3.94217934824161,2.9625396692645,0.0289315501488229,1.06915152937847,0.117195014590874,0.0771779627614139,0.551495544227916,0.535843147758055,0.408482703117995,0.281687786397936,0.668419850464263,226.662350293523,0.453233440207147
7,15,15.0983816458686,2.59198137000601,2.76133446603848,4.16354502042832,2.02621746211399,0.0408528437563076,1.43218274651072,0.806541797408306,0.0531187371218069,0.563856073605718,0.833698681324073,0.262860918484065,0.128961234713888,0.669191648573288,229.023816713615,0.437973921587479
8,15,14.1055638360557,2.20336168685903,2.1701357733929,3.82195541636291,2.87265699150854,0.0441450987702707,0.834654877712192,0.934368834922302,0.807367460662896,0.824277795544032,0.132533239962505,0.192282702741859,0.14915144948699,0.720875572106079,229.656238366617,0.564620757544877
9,15,15.3097724191911,2.17115510310617,2.59178013155985,3.53187183960851,2.17389516971249,0.0638743642303424,0.853896021688566,0.792648164450162,0.205239006783926,0.789159683365994,0.247428336491295,0.491424102900228,0.23595901171708,0.677080547528347,228.214959578303,0.56078245782087
10,15,14.9958504630635,2.67581864691793,2.54657271833535,4.13710276166033,2.79238039128582,0.0325708913649749,1.12057711751947,0.47582486927604,0.100470690535095,0.590441686550981,0.124805923529344,0.574600108404052,0.259874530897977,0.705229795924622,227.155363241608,0.524044175851514
1,20,20.4624974145398,2.28997045619227,2.44991899601954,2.20850600488841,2.8435936321523,0.0661086945447082,0.931622413258373,1.22858864690478,0.381656269325007,0.761770734603659,0.0371377522715557,0.305271693501406,0.247558568833896,0.731914330428837,231.907414905724,0.645884298008745
2,20,21.8116338314709,1.96224704413254,3.54407115691936,3.69900821708407,1.67389584849179,0.0372016360722201,1.42027613468308,0.864763765531364,0.119839991039297,0.831908973822258,0.211177830509558,0.508662522642951,0.205584517820046,0.737811356333218,227.194738268007,0.490237310628058
3,20,16.4963702259205,2.61897147703863,2.51675415480813,3.30802785035417,2.52022232152296,0.0589842002985017,1.37808578173087,1.16787442686403,0.43055098094572,0.515032887240501,0.684988639234238,0.0775773177555498,0.237432166227816,0.676708383088797,227.831420024699,0.574160548919414
