"X0","Xb","gmax","pet_a","pet_b","C","alpha","beta","sigma","X0_opt","Xb_opt","gmax_opt","pet_a_opt","pet_b_opt","C_opt","alpha_opt","beta_opt","sigma_opt","NLL"
20,2,1,3,2,1,1,1,5,15.3561431705142,2.42684043104579,5.79267430072359,4.42637948662139,2.68903268373753,0.0289519582419633,1.70080188990075,1.30548267828751,1.51848518801769,213.493907281642
25,2,1,3,2,1,1,1,5,28.7048133535121,2.36424049865936,8.13786900279575,5.6779134177007,2.88836448881052,0.014521943776686,1.81089520136781,1.01201917060582,1.32194187571694,208.294215839209
30,2,1,3,2,1,1,1,5,23.2408051815501,2.00442569302077,7.552149784121,4.33036952327357,2.3108266136515,0.0173693525101763,1.35692970650604,0.719778869146702,1.30430490781253,210.43654068279
20,2,1,3,2,1,1,1,5,15.2155332116064,1.74704488567841,5.8789904727686,5.231449371182,2.39326274602774,0.0156946841066963,1.79712996220773,1.19102143636757,1.33864372617295,211.71258535601
25,2,1,3,2,1,1,1,5,20.981757459382,2.24047802269062,5.52883946382097,4.69353737898056,1.95779442842408,0.0498570822666541,1.24037223958582,1.28569560411948,1.44494071268194,214.057055721603
30,2,1,3,2,1,1,1,5,27.2406785439509,2.60265740606019,7.77786202390424,4.59426957366394,1.93884890260614,0.0265680519125406,1.28602720209999,0.812363101851363,1.34229983293517,209.658921106807
20,2,1,3,2,1,1,1,5,17.436120723802,2.2963513500393,6.57966709433564,5.17270587505128,1.94209116320292,0.0354891415775865,1.37724331109277,1.08674982908092,1.46990850768373,210.907868207791
25,2,1,3,2,1,1,1,5,29.8965980294164,2.94056884122337,6.03694241784954,4.6445091732686,0.753976250040241,0.033839020959606,1.38145282377521,1.22217975246159,1.44721199943835,213.155919219517
30,2,1,3,2,1,1,1,5,26.6633884481475,2.09211367760723,6.16998173699424,5.18583899412289,2.20509894232725,0.0125698104766785,1.80127308708517,1.07586364578764,1.41096416146388,212.198995865381
