"cv_set","X0_start","X0","Xb","gmax","pet_a","pet_b","C","alpha","beta","sigma","NLL","mse"
1,5,4.20038393694177,2.85094096152873,1.92347941267619,5.46761685028251,1.8141749128782,6.18952694122999e-05,3.60054583700196,2.3788284878279,0.780647060501594,100.265911117456,0.307402042342032
2,5,5.83951150223589,2.14186021003372,1.51346649765765,4.18477863548878,2.58642947818665,0.00246168456464721,1.21087615975312,1.64099079459142,0.600741810831886,78.8612062461778,0.121944887591816
3,5,6.60926848238623,2.5502189569587,1.56006732335508,4.24234889151294,2.67106041061237,0.00585739303156554,1.63875213906619,1.91907276454793,0.601967167397797,78.6754440047988,0.0901775803416419
4,5,4.16398806393836,2.05047157952645,1.48038951764308,4.53760757731436,2.94407294239387,0.0022726055639892,0.344397513535341,2.81961365180112,0.582029953821287,78.4154891739512,0.134572628860597
5,5,3.84882874264196,1.92748176968051,1.5406358537713,3.91346064184779,1.79342919549061,0.0138758867544698,0.469483136932752,2.77088723115649,0.597422857104703,78.6050415561649,0.12208759787643
6,5,4.89135107650471,2.18103189869515,1.67107243486326,3.68520341652665,1.45204919419287,0.00564887147984387,1.67358727107673,2.30286683172753,0.564696716634638,78.6197846681335,0.0917766430381515
7,5,3.56795760883359,1.32467770159342,1.96560686023187,3.53287408403956,1.08617417953865,0.023416193179193,0.127665221068871,2.51168904390509,0.575208855676077,78.5595848908766,0.136769824738711
8,5,4.66917589133372,1.87438263578234,1.50285774101509,3.89990034990055,2.22253511290599,0.0136045935391688,0.762882350478344,2.45856648155921,0.587996714420112,78.6792139470657,0.118526584212059
9,5,3.63666083866937,2.70316066849793,1.48168063633598,4.2507445681536,2.55389743350328,0.00230243139208618,2.40599458781598,3.52566205284249,0.610166487905531,79.1518936788928,0.092112023214785
10,5,9.39927546354365,2.55180202220918,1.51896034328516,3.88877750903742,2.15916514525279,0.00222216138139967,1.6836748800059,2.00842733172434,0.593008413844406,79.4558030528652,0.105822166913103
1,15,10.0119241905439,2.8853017054765,1.47852219760669,4.07051748618951,2.34224082878352,0.00950351691297893,0.272074830480846,2.9863229210244,0.568058876966736,79.6368055245188,0.117463846257292
2,15,17.8062546448066,2.94444941767681,1.62194105300881,4.15539429046446,2.42857729782711,0.0137140644809909,0.409591922069125,2.69485032079161,0.597720918092529,80.5648577721186,0.108194331573905
3,15,12.0353300878841,2.80800917740991,1.56915955499754,4.72882835788853,2.88302262702709,0.00730787039941798,0.556339196498835,2.78293453814601,0.601398175538738,80.0322807616933,0.105956457748498
4,15,9.48707841706566,2.97722500757387,1.55398155389397,4.2806349703951,2.37168205757439,0.0122125313128668,0.143313319702291,1.58018499717686,0.644829897825626,79.8982821803443,0.112771590294404
