"cv_set","X0_start","X0","Xb","gmax","pet_a","pet_b","sigma","NLL","mse"
1,25,24.1321574934729,2.17132980277862,3.17521810036143,4.85824643565596,1.90167711983277,1.38818733653062,1640.98954326264,1.72426842562977
2,25,25.4104999006624,2.22858851983981,3.14899647476349,5.07298272125587,2.32164408669404,1.38027335169565,1640.96940699857,1.71267838298852
3,25,24.6370900620391,2.21793709078237,3.14116028304285,4.88043546415137,1.91589099841353,1.39359954316169,1640.85732923955,1.72104833834139
4,25,24.1883630483379,2.2064855802895,3.1223992328708,4.87018487989007,1.9331010756326,1.40316699723393,1641.01176952347,1.72053074645481
5,25,28.2265865298424,2.28299580821867,3.20881296026602,4.94837565820894,2.10130767131003,1.37158715103465,1640.76195927224,1.71728853372465
6,25,29.4342058428776,2.3066799686775,3.22673134730181,4.98115817665658,2.17844916619709,1.39165979441339,1640.58543346349,1.71577658982304
7,25,28.4161281643585,2.31682405874137,3.19776013242341,5.00353939213733,2.16606834233199,1.39230679156042,1640.66184450528,1.71427422268066
8,25,26.0000873951992,2.26687876796038,3.18856540099292,4.90709701062193,1.82326410094807,1.39588538380294,1640.77506911108,1.7237255035715
9,25,29.3186302062192,2.34691181246455,3.21484206350991,4.90290909867492,1.99014582057761,1.40520811918995,1640.71906612543,1.71783512922582
10,25,29.8142154812363,2.31666592246848,3.24661406876744,4.97156908670688,2.05694565903113,1.37159373495551,1640.66002927214,1.71831874089646
1,30,29.8958240051619,2.33865459187173,3.27342511694013,4.92389722419095,1.98885030792959,1.40059070068119,1640.62981008793,1.7195096836617
2,30,29.3844709977516,2.29678390886548,3.22855187131758,4.94587840174841,2.12243691844082,1.37810244600227,1640.64880527674,1.71755210820695
3,30,29.880181223315,2.29853159906269,3.29449007202322,4.92877076578497,2.01960905174559,1.40229771241052,1640.58164808072,1.72079901709762
4,30,29.708804765925,2.33383664472145,3.26257482647968,4.84521631798258,1.86743243352107,1.40077740804995,1640.63835209676,1.72299629584001
5,30,27.2110202355015,2.29188423074585,3.17330578298243,5.11575899488997,2.50246603621468,1.3909165094441,1640.94728948244,1.70928802528767
6,30,26.71439361746,2.24530873008533,3.25363250104041,4.85200968065492,1.69026813762615,1.39169101742127,1640.79770777086,1.73204938041007
7,30,28.249725051195,2.2892283376831,3.25436136607183,4.96904114535959,2.09301441379924,1.37972297625108,1640.69294504615,1.71780803277214
8,30,29.6709691257942,2.36071144681256,3.17704164796106,4.86012282484509,1.94294772486747,1.38874361042304,1640.65609510924,1.71873528233277
9,30,23.1256328990503,2.20119637768846,3.09110126355645,4.95974951032759,2.15473396803387,1.38387398206113,1641.09021122074,1.71387359606432
10,30,29.4168484638774,2.31358550983723,3.27765405767253,4.86208577710727,1.77516601014092,1.3936672498648,1640.53984485313,1.7271755807213
