"cv_set","X0_start","X0","Xb","gmax","pet_a","pet_b","C","alpha","beta","ABAM","OTHR","PSME","THPL","TSHE","sigma","NLL","mse"
5,25,28.5019931687937,2.84819859927794,6.56931717423989,5.27848531622247,2.14322845215477,0.179542785626686,0.988227252793538,0.845962281126419,0.136127351630374,0.0740098708440904,0.584518544998107,0.471904656928422,0.00379337437966532,1.60010522846892,193.680109483423,1.36099916620912
6,25,22.7768214150129,2.71625479449142,6.01042797584329,5.31299548341567,2.06626852719487,0.0931600170844786,0.809916430498989,0.697449632463459,0.245411201276854,0.378839434288812,0.929870246563302,0.802767205851102,0.0282085753874397,1.51307895808599,198.604159960569,1.34406168242997
7,25,24.2443947065615,2.06546127573629,7.12283909766624,5.11735020174382,2.62275256343577,0.0236460892797715,1.5596552484805,0.475713987013899,0.220359363091696,0.180837782039641,0.634694850826236,0.478670514723601,0.00048006741339493,1.60563484771715,189.375012752937,1.22848044679843
8,25,25.1162985781748,1.90649283448524,9.76409786545544,4.77610081517484,2.26208766976425,0.0201150712360476,1.57467888047713,0.416125688108543,0.306055181409166,0.381898211678718,0.701122860355587,0.844292756056813,0.0301120864616117,1.18542155743104,181.222260560044,0.963481827603513
9,25,25.4152553167639,2.32129428215495,6.60079062262508,5.19374864733339,1.16093917649017,0.0907234624456452,0.778229920847486,0.395627140689257,0.1162249087383,0.283891540440376,0.743853478247166,0.675124241115515,0.00143424199118739,1.64786543833662,195.708844295864,1.54036911862424
10,25,24.1180544781984,2.81729869489156,6.16456570936232,5.42352134163153,2.57300909986372,0.19933024888155,0.682513070204571,0.731824874042619,0.148494114992316,0.0237541011409904,0.686216446840603,0.607055227081542,0.00942879427002311,1.61684305341146,196.604300081267,1.41969493875672
1,30,24.4778108487573,2.35695347925688,6.53764971160866,5.61274389146053,1.82372413939481,0.0117534323807206,1.40171636048052,0.0348724965374275,0.129489205513887,0.166995452960851,0.348374273316682,0.709031897059296,0.0367569014528671,1.67885738570054,197.411170042386,1.21797738572531
2,30,26.5607115947749,2.5881942758065,5.97715229937423,4.82435442562195,1.34615684242863,0.01309625730711,1.82490005898811,0.603695409118009,0.240751326180729,0.151308584559259,0.518935422373949,0.62470072370332,0.017995216479576,1.55885721215563,200.293441571927,1.30920612799317
3,30,28.2904231109157,1.96419530465142,7.79520569841793,5.28620459689293,2.31593716166502,0.0132728857747587,1.728296562158,0.614358592950113,0.666115703541806,0.408226675008193,0.822684071926868,0.771748384955003,0.0208776872319618,1.414106106593,189.301741522929,1.38796073535791
4,30,29.3314722940684,2.58526480714804,7.3114120153641,4.76874521429155,1.23099358307567,0.0254256655994117,1.40535195491422,0.487836712900496,0.0525205150622339,0.0506139761787943,0.662747359028347,0.977718096289325,0.00463849439095383,1.61015531487222,192.42327414291,1.10154118583274
5,30,29.5984878746739,2.54467270657055,6.86411174088922,5.75815776447805,2.84593768710299,0.0646880081062094,0.774265595553992,0.228470434258252,0.197061092537428,0.0105966880874472,0.633905036309876,0.695568989045859,0.00446214211188655,1.41492981454934,192.934751828825,1.48155348995003
6,30,26.7456104010748,1.92887139057531,8.88333342661688,4.16075141717184,2.55916959161465,3.57967388760782,0.355093657295669,1.34314904236658,0.0377753476670168,0.197791957388669,0.37304604230476,0.550798829790952,0.000487804021451998,1.98562133366791,209.800449268452,2.40432987438977
7,30,29.0181853521345,2.92156798777364,8.01703081087908,5.4058839151707,1.56732920479953,0.0553532410437785,0.8086614541374,0.181166094005515,0.195955695451318,0.142445031235976,0.826842054083912,0.830784305410625,0.00855386394181423,1.57129274777339,187.180569162007,1.48754022972446
8,30,28.7533145687103,2.8401646860273,7.60742543026318,5.37276021427685,1.82483900407905,0.0455582014606644,1.07764418499169,0.303436721604017,0.151368081290356,0.272285938833288,0.736412970138249,0.565984782870902,0.00296986103587942,1.29482596671509,186.024686192399,1.31625091458885
9,30,29.4600480854483,2.92170531504324,5.1107343254999,5.17289871513748,2.69872429056753,0.0343727826872665,1.2534804749069,0.65449447112773,0.0483810237162053,0.0865162720224653,0.823415258955294,0.677956378665935,0.00456578360280479,1.6388789709918,204.374469264736,1.42567419492804
10,30,24.5628167990956,2.83915367624401,5.5027888811916,5.5693747659848,2.61974134000729,7.21425713554415,0.316913475625459,2.13584364198064,0.0265690425511582,0.1643490027956,0.850260582333587,0.677694782405085,0.00135646566684838,2.01490761359274,225.421625284419,2.46223018020851
