"cv_set","X0_start","X0","Xb","gmax","pet_a","pet_b","C","alpha","beta","ABAM","OTHR","PSME","THPL","TSHE","sigma","NLL","mse"
1,20,16.6618180904038,2.59467412658273,7.59729711001734,5.33959716437809,1.50692500437702,0.0497295230104782,0.995748505579541,0.208896913724863,0.126301791459669,0.0376541143159969,0.451161463077587,0.838533209582694,0.0304907060927029,1.33619674206119,188.142729432869,1.01468700450416
2,20,20.932860090195,1.58933342750349,8.93362479433102,5.87349532137068,2.35279084891279,3.09244354378811,0.952540280423452,2.10123491309747,0.172876015730999,0.848710991765723,0.542249976814429,0.464373463206676,0.000273116288322994,2.05639101336647,220.326606122126,3.35397291322178
3,20,20.5963737433571,2.278326321465,7.25446503908716,5.12525877510901,1.1250408246536,0.0430045543340699,1.45788265967399,0.677683002270449,0.283646937050363,0.0377672765263792,0.689258571825638,0.493923087607239,0.047152780571845,1.4892350674806,189.93917384534,1.37047100139723
4,20,23.4002508064269,2.30025217158913,7.92568244495846,4.83952097358663,1.96013067896351,0.0518725533158176,1.07512112533523,0.380708910775578,0.120069988741512,0.313957378922325,0.637173678862626,0.716805037663785,0.0252050997461773,1.45521758665228,186.535193721224,1.03212037178133
5,20,19.5904068519401,2.05735032616535,8.66120218126497,3.80200784084394,2.98928479815453,0.105162386882541,0.913674316313591,0.666733956540301,0.282379688684682,0.184122606557121,0.828393857249321,0.998682036453345,0.0065072056906849,1.34297888376812,187.895047376699,1.21349509274757
6,20,22.4219408702117,1.9591613892797,5.76763841791589,4.95301837887521,1.27973480955936,0.0068293802968462,1.85626831371574,0.65542623651123,0.565505345899928,0.0888811606983587,0.888269111857752,0.98343202492147,0.0366835176933719,1.69960131923131,200.294729800949,1.48152822250965
7,20,18.5262407252065,2.82504079527168,6.21219660308424,4.82538102981978,2.97558691931734,0.184305204650067,0.443477177227185,0.489659660889995,0.171503174629442,0.179613815601154,0.630810753793057,0.871519416548185,0.006400940893528,1.43057718217278,198.383860897488,1.34646995043177
8,20,19.2743308381783,1.77523677813699,6.00073718495533,5.179252661459,1.14326850597874,0.0640054114943368,2.05422126520058,1.803468399901,0.878890383936356,0.950030256229163,0.678985578068619,0.551923126564452,0.00147983377499851,1.81725640238159,208.879269776154,2.23226921009147
9,20,20.5172344323199,2.02377509546374,5.62370644539167,5.12226702711055,1.09476261509032,0.0162791067871461,1.82208585449886,0.864726841308108,0.428956432192842,0.263093661318868,0.82648223340941,0.450279144024924,0.0479821362740828,1.73517817003555,203.572416617284,1.56132672439633
10,20,16.6057977912559,2.46878557464531,5.86282122727256,5.37522779709985,1.97832951657399,1.09102957296451,0.188210392157143,0.83133622159143,0.0835114513744932,0.00732860807293847,0.801533124314948,0.292586517115773,0.000929818710699875,2.07929002392623,209.192703259324,2.47034950281344
1,25,26.267765237103,2.34435956854382,5.85473867263621,5.6011017395739,2.65595279128687,0.0261999664232637,1.07023350604506,0.37284830791148,0.321712144983479,0.314969628372264,0.831439619560387,0.723545515731333,0.00301297786771604,1.43922244424777,199.662728842484,1.4011345245405
2,25,28.3488689549178,1.86712613095909,7.15318924325163,5.23083881070881,2.32812620656228,0.0278475707722713,1.80306441314346,0.89496586449368,0.653618874097433,0.237324741449365,0.57321156754175,0.558116716940953,0.000189293711422057,1.58773869872651,196.66966613944,1.74014921581437
3,25,20.5538838221455,2.78715673501051,6.50392123205921,5.21518555366168,2.03319616642271,0.0785333746780803,1.29310666934123,0.902837586519648,0.240813244439216,0.161079883824991,0.868424179020208,0.74037063356206,0.00247646360381344,1.66061912156091,193.421672572579,1.25116368598857
4,25,26.7158677519715,2.59566342853166,6.22492260758314,5.0851748690712,1.27185231990906,0.0675584931394924,1.52547352882093,0.987328578410635,0.168691432220621,0.0887760150015562,0.721576837443825,0.447336202515938,0.00393744769673397,1.7561383121911,197.85170488379,1.43188444614237
