"cv_set","X0_start","X0","Xb","gmax","pet_a","pet_b","C","alpha","beta","sigma","NLL","mse"
1,5,3.71891073304946,2.27190952763417,1.53916379808548,3.56124097255694,2.01070125220464,0.00445957163254118,0.0977444172610932,3.05213542540847,0.623867254543349,85.2536935550696,0.335760883538439
2,5,5.28483927616248,2.81241943208947,1.48537366534535,4.01879852891392,2.58955381298539,0.00845637562701584,0.464773665869101,2.75706636431849,0.637694764222015,85.2847019008396,0.273329141367316
3,5,3.37150082600814,2.18608812925329,1.68334237197115,3.52774086861233,1.52783130172912,0.00228930837914879,0.550632754030778,1.09573092571007,0.63240072371534,85.3586788946403,0.317069873626538
4,5,3.57535997262061,2.66388595056114,1.50391134951181,3.47996955678444,2.015888193595,0.00764628008603137,1.15412595188632,2.44504902826878,0.617988762101755,85.136054901608,0.302842841027201
5,5,5.30978541630133,2.83570217641935,1.65141437573906,3.47014438938899,1.83747022748421,0.0169969330620435,0.667057924820394,1.33859303186634,0.627329827586179,85.2986356198044,0.304633346477156
6,5,5.41187395530137,2.20785864487245,1.60854444432253,3.67612936988892,2.18447411578379,0.0115792921542624,1.06230917009329,2.47709484618979,0.643479888727895,85.2655246031842,0.318777689864542
7,5,7.81553282637303,2.83650281038845,1.52966245039913,3.64441786363544,2.37773850395585,0.00785838262508739,0.904922795682667,3.47138226346314,0.654947388719534,85.391786578387,0.329389209109504
8,5,4.13360020428724,1.97639579645869,1.59106198367616,3.48636589188306,1.57063569853414,0.00117598594407625,2.22579110674997,3.50396606515472,0.604609874459052,84.8103209697776,0.271894997166048
9,5,5.81903426378917,2.06029407967682,1.77446991643894,3.6703327417737,2.65388205921314,0.00825463751548791,1.99503072931963,1.76565462359583,0.620502882412324,85.3392673215178,0.23938406764265
10,5,4.48366563279176,1.90764469718003,1.71131370230865,3.44957929983872,1.6411797704309,0.0164085086144462,1.13930282801349,2.19449389879687,0.646768189867331,84.8970305470831,0.303369332663961
1,15,10.7361629290209,2.98918768376786,1.5635663284592,4.04774976126368,2.76270836715272,0.0152416808843381,0.786604225893366,1.86383886784817,0.636513210689189,85.5804902758922,0.253203300274082
2,15,18.2058402114605,2.99917135515172,1.61088424466889,3.63636251431423,2.58302189612189,0.0160816736195779,0.891958622197102,2.5430952789128,0.665468647639345,86.2375330618556,0.290216460598755
3,15,11.58717633035,2.93095469835901,2.89781049297038,3.71454962151609,2.23203795673173,0.0052398392534539,1.47731387574792,0.424266545181891,0.613957030396392,87.2552078080286,0.226356762194355
4,15,12.6251530631399,2.9936193336702,1.63039774953194,3.92167999664071,2.46791517696854,0.00614660843933962,1.20554858253384,1.85660030898674,0.647809938079239,85.5330646450186,0.277927792705358
5,15,15.6666999907989,2.89662135174812,1.91068264067516,3.45534620302008,1.32634530936241,0.0213850441404099,0.688411196430974,2.30576072724204,0.653822239135589,86.3017491717223,0.310754768339435
6,15,12.3072831929034,2.88293485208677,1.62687090780833,3.95847472940486,2.8709161844974,0.022928012572375,0.30858017964382,1.48159330011593,0.653533487396173,85.9436634637405,0.291973828155541
