"cv_set","X0_start","X0","Xb","gmax","pet_a","pet_b","sigma","NLL","mse"
1,5,7.90319459025351,2.48388734999718,1.33611711863005,3.7720980097766,2.47902968677995,0.533266209351132,69.801454003408,0.67714790323126
2,5,7.8279304513441,2.39696023746711,1.38053262531138,3.62905144375475,1.90019304366772,0.538456075371031,69.73692333696,0.67883003851516
3,5,10.2309836332138,2.67558395589236,1.32563412419465,3.93224532887183,2.86277131506123,0.532086537247246,69.720178232504,0.686002383119567
4,5,6.53012841865883,2.20631054945396,1.53371839782125,3.43018457179943,1.24686980834906,0.533819683602689,69.8047984988178,0.704968540360923
5,5,10.5693358782587,2.59911462055994,1.55335545535889,3.47122383553798,1.35151716210148,0.551311554991921,69.6467216999989,0.682638364918803
6,5,7.11898812893778,2.23947746712595,1.4681063728025,3.50947182388281,1.45191320088723,0.533364531492727,69.7446474954802,0.685141134324883
7,5,15.407582472266,2.83921425401867,1.41724273589862,3.59111056845495,2.00879812082035,0.546079883585896,69.6357238022634,0.70095568831695
8,5,10.6011384276329,2.6040381755485,1.38389450644963,3.64029238535352,2.10096628713081,0.536085600024604,69.6173033073648,0.686234517465539
9,5,14.8493984166747,2.9624983836564,1.43395745180283,3.49285699692277,1.86024949708297,0.536154070402296,69.597055124589,0.700088166298334
10,5,13.2744569774673,2.95143011089494,1.47538211300938,3.47673690119908,1.47559371519975,0.540686885865494,69.5860580921559,0.700673335825757
1,15,13.9435863314742,2.99030825879127,1.44267296991917,3.53952167687363,1.71954508239273,0.537211308431633,69.5468650963879,0.68679317295527
2,15,17.3781414422399,2.89282237493329,1.47572208017476,3.53043393701464,1.80486143734737,0.545278270770552,69.6020448782968,0.69963928178111
3,15,13.701754337841,2.74658522550277,1.40283702872423,3.67882709368343,2.34356964184516,0.541851651429429,69.620143189869,0.687936001954388
4,15,8.6880792977748,2.59664933807886,1.41720925615735,3.55048267629392,1.65262460370529,0.538132804992356,69.6793190464393,0.68034006283744
5,15,11.3131461744732,2.7896606308377,1.49796280991743,3.53701677796655,1.5156229368554,0.536569467521083,69.6512617003512,0.667318615574471
6,15,15.655761233209,2.89804120871926,1.51471370027277,3.5505545566581,1.6549131034791,0.546470970396655,69.6040991197661,0.674213692977622
7,15,15.8326752638292,2.9502763052013,1.51432667573713,3.49813893104925,1.50183883384257,0.525018952007169,69.5879730122621,0.693436538886589
8,15,13.7563563364341,2.88811108273702,1.43689786751389,3.69490319676856,2.00116035649631,0.534270963860044,69.6701354774881,0.66513295198918
9,15,17.1484412627315,2.95704235893527,1.50875694710964,3.52995138217126,1.57416417560432,0.540613073402172,69.5710066206471,0.691445886120855
10,15,18.298334069299,2.99626772522879,1.51515843927105,3.46980270451568,1.68598481525156,0.543375605640416,69.6125645150572,0.698650688990963
1,25,16.8664753766947,2.92687183169343,1.52098422150687,3.44324043727743,1.55650072150629,0.530930215052102,69.6297544027757,0.708024510781392
2,25,27.7335847416681,2.9976391624449,1.60426110497255,3.60851101309614,1.77631446128319,0.526473073141598,69.8824540372446,0.685328468041077
3,25,18.0735443702226,2.83415433118646,1.53993775881815,3.52177785919053,1.61578432811028,0.535370233451057,69.6307493007509,0.693249488240798
4,25,24.9536919854638,2.96821711616454,1.48559829451273,3.75730124904953,2.62427152021553,0.559474888805809,69.8942281440766,0.699044553641817
5,25,19.8072612130141,2.91695941692885,1.64503411251165,3.49341823044086,1.39467289273879,0.550139943968822,69.6973753376486,0.679978498379997
6,25,17.3960452749395,2.95900397293436,1.65263902288898,3.44754096122228,1.28185783765992,0.547529568388308,69.6048638724453,0.688074457391326
7,25,24.0997382214042,2.99780649193684,1.61586851647215,3.4932446829241,1.49692860144743,0.563643743832971,69.8426515833892,0.69920585820767
8,25,27.120317398329,2.98503898217895,1.50722718469217,3.83290318393598,2.86207661054344,0.539847837053593,69.8410168347809,0.695961711046779
9,25,20.1392327499986,2.92101202149568,1.45745242942369,3.63106771675681,2.29722892046125,0.531898563652092,69.688444905863,0.699003450793556
10,25,20.5138132834859,2.94900251431338,1.49583570854848,3.49977475673917,1.7592860756694,0.544538512212859,69.7103079980184,0.713565195810078
