"cv_set","X0_start","X0","Xb","gmax","pet_a","pet_b","C","alpha","beta","sigma","NLL","mse"
1,5,4.81884198594735,1.31997397487973,3.75102662307726,4.44695736384199,1.40412658965752,0.0827776323969338,0.970300669454093,1.53810773145079,0.960509000076129,1603.16236815787,0.746460237649864
2,5,6.65056607349155,1.43644542088882,3.64607424014557,4.03264271556913,1.14399740904989,0.0671327741220501,0.950896267748964,1.58411134048272,0.94597826427796,1610.66619591155,0.817443387032066
3,5,5.25448011983312,1.19252233258487,5.62720441956125,4.30954049208571,1.16847299552067,0.0852679199862224,0.837564690710768,1.18033058757877,0.905704611218459,1575.65096314416,0.746635202210759
4,5,5.05745020594178,1.30156063332582,4.3979531798204,4.14481546506189,1.07226662236153,0.0639316877082985,1.06529259095159,1.36948147950805,0.92828705090464,1586.71643354918,0.748730403628346
5,5,4.72358998394106,1.18595511897861,5.29337240421285,4.35963780164052,1.3550733200879,0.0883642122390658,0.989338756408039,1.28105759342456,0.952480566411871,1585.87519793007,0.759068317695754
6,5,5.47093927663731,1.28174615529263,3.9273278377355,4.17477878806317,0.981147894212119,0.0806000350891121,0.927713478589615,1.60582101079179,0.921032312613885,1594.05530361967,0.75292267698356
7,5,5.65928724843839,1.27905751834291,5.47101534403948,4.15949925282155,1.09225048890888,0.0764121724347581,1.03809253172821,1.34830727299156,0.95337565016208,1577.97640202107,0.749160045685274
8,5,4.93399011353766,1.24169765369794,5.32857435746716,4.32426037980738,1.18919054264475,0.0940485565584056,0.892395566342918,1.27078000356325,0.937241561923197,1576.55872627898,0.745679167427634
9,5,4.42375091549475,1.14383688525131,4.56772430849499,4.1314805724499,1.14310200020683,0.0758972899574858,0.796601939556746,1.22406313956994,0.961373620554273,1587.89550341921,0.742589327599979
10,5,6.51366454463809,1.46732881492701,4.40227520962528,4.27319024634854,1.07260683213971,0.0784367468354743,0.909084510097557,1.39540246080089,0.921951933456589,1585.75121642756,0.754040611984726
