"cv_set","X0_start","X0","Xb","gmax","pet_a","pet_b","C","alpha","beta","ABAM","CANO","OTHR","PICO","PIMO","PSME","TABR","THPL","TSHE","sigma","NLL","mse"
1,25,25.1972516254511,2.7923454677968,4.31702219843632,4.56482740650729,2.75117674359044,0.181055528008633,0.593903847443162,0.916784355170367,0.0160765337603658,0.590800525878303,0.0450672319998932,0.53915040672318,0.484652213891577,0.719926826300206,0.544765647242481,0.714430456099979,0.203909466885525,1.21285076345946,1542.87739061155,1.5678110042289
2,25,28.7835410170786,2.543872610577,4.9443475301391,4.71154547350513,2.77812151360195,0.0620622945138355,0.981290404293618,0.672682243949048,0.0225329458356683,0.480693182473686,0.297589063434602,0.500275988393665,0.440463510163856,0.499631270668435,0.864240850325997,0.338612313295903,0.335874281977897,1.18216315599617,1529.05601163399,1.61220816659141
3,25,23.507979849039,2.52755932814885,3.94275196056839,4.67108417529102,2.69236715344946,0.0260335952127124,0.912628489186184,0.489576767269092,0.00357106476255147,0.0625721162848983,0.986308027843741,0.315870796809915,0.559311894385144,0.750832984536944,0.654966163183732,0.301692942457953,0.427460051500902,1.18829416866489,1534.98077096437,1.70887271511571
4,25,24.9148444016312,2.74161053184896,3.77882705741152,4.47652605777244,2.20787084317766,0.126216843534829,0.747598659016542,0.996453611707032,0.00126495896084699,0.953732794995477,0.0280533933593219,0.998549572181435,0.517358543016422,0.589941121659312,0.486902718038224,0.82564009411004,0.256305861413577,1.2014120386288,1541.12614598797,1.67285026437113
5,25,25.6577508462156,2.51898468600888,4.46227914412164,5.52643096995246,2.89474982703002,0.0400385311303958,1.20322256511927,0.911039599169165,0.0484878447044498,0.207231233364797,0.639644716513206,0.430778122294857,0.168882026961841,0.730484440689352,0.666435037307601,0.661897170627934,0.385322302036535,1.26892492867028,1531.41280642048,1.64283417084362
6,25,26.5465057729477,2.49604337785927,4.19623523288653,4.92089686780318,2.30959409993456,0.0415005106991093,1.06630594959347,0.610290271328694,0.00507788667721353,0.376732297150622,0.120478748782178,0.259811536860373,0.608128296366413,0.717986491109201,0.251308287423604,0.282574786937979,0.216030096737687,1.18839501079053,1531.80755698593,1.61036124986616
7,25,23.3235952127312,2.53767319349989,3.32928827751185,4.20544975164194,2.79531912688142,0.282870826233028,0.296752722383885,1.04418671153488,0.00865733325025135,0.52324697734949,0.311301183270532,0.846227560042601,0.68851760227352,0.71432359401092,0.815900335644942,0.505699626126743,0.0676171997125134,1.23359194520809,1548.41888180883,1.71602827563419
8,25,26.2943757864674,2.50709495629711,3.19521364571517,4.47005914253085,2.80031707900791,1.95812420299994,0.268353624770002,2.39635086893774,0.00280353326842528,0.118138931885601,0.679451111112247,0.0401467984757684,0.244501601184949,0.942259193751549,0.100663448346979,0.049623138895061,0.0217438336890371,1.27311141632942,1578.09799170353,1.84110744181813
9,25,25.8439576861699,2.53814043876668,4.74948544110949,4.64939666021532,2.85283083503804,0.109057807941649,0.890413203955758,1.09808123574066,0.0800188264471286,0.520627064097717,0.0746653701743516,0.753400077701701,0.450491695906786,0.859366842345428,0.460402772734774,0.488237623567023,0.503778077712596,1.24547467407143,1535.40630356084,1.61858271800259
10,25,24.0942247752544,2.33050417946199,4.23413615404216,4.6398851373626,2.7550604102169,0.0683969309241794,1.00323265261315,0.970180188812501,0.0293061162213205,0.526907796922049,0.899404818836687,0.120548454741563,0.102930054194948,0.789132359775173,0.234886082143271,0.43477037203749,0.279169772926327,1.23608569436343,1535.89144714772,1.66493089118385
1,30,29.3406274180203,2.64305606449714,4.3391905857562,4.97774221189229,2.51795597394963,0.108710385885486,0.640692668365115,0.843890501787849,0.0517872960709578,0.18251380530616,0.543825205342956,0.315074779248892,0.24884317297878,0.734932515008118,0.758792442093394,0.507660160560337,0.28023501120472,1.20008061987585,1535.3030873324,1.67613776738822
2,30,29.8587347675151,2.58473956811934,4.67639587500128,4.61290158134741,2.78159642516998,0.111062565542406,0.717582864560905,1.02772012722162,0.00032518002632613,0.953670543107626,0.769057174343154,0.164896206728267,0.99181767595799,0.952984571071965,0.532749390545766,0.617347543129735,0.489244725719588,1.24432375090421,1535.87759061996,1.65387982584242
3,30,28.5444576926764,2.60674983892606,4.6143813175056,5.1626729265418,2.39495659849145,0.0730234278849617,0.924220320796602,0.911493226620752,0.0645454005967394,0.579650132048164,0.156891546262862,0.511768078414481,0.165234635690761,0.75251242300741,0.386873760910122,0.340322318075853,0.418063772205843,1.25665947463782,1530.10389333177,1.63270878487239
4,30,29.2804783863103,2.65831535789125,4.37809530873447,4.5245759273844,2.51164572142589,0.0638291653149914,0.624594757526348,0.692876631000143,0.00887481806650712,0.950375589058823,0.260392736437864,0.973175447980499,0.600513793478563,0.89348219509168,0.669184024055815,0.358714184117758,0.58097400993344,1.23401495919934,1536.55750003066,1.70368221012166
5,30,27.3098071657173,2.43383904424892,4.36829579402093,4.25667026346877,2.72866559416175,0.0408523341760379,1.03480448993735,0.922485198579113,0.00148744319585299,0.101928168079887,0.60710095130333,0.836261765170015,0.758309461867259,0.904647642381254,0.308681178493556,0.0376724847542313,0.788651629334144,1.17698891269269,1539.72876614631,1.75839992178158
6,30,28.3667015875196,2.51759888347496,3.90396893053906,4.57752168709008,2.70700719104266,0.230821801168935,0.379970410940642,1.02864401163436,0.00978894264382471,0.800130759877462,0.342621530755458,0.668606490958175,0.254159973994761,0.872858810338366,0.52983245591848,0.597909511986816,0.133021810996248,1.24550485806475,1540.29847773511,1.6505051410183
7,30,27.5784838704788,2.22466794491543,3.44760502188142,3.67040842571499,2.61503016056675,0.00135761457981561,2.37871660614271,2.50289509289758,0.0699923277306366,0.740537501738775,0.187109039002692,0.560260764372113,0.921331022374619,0.760668551947783,0.0904142764456729,0.326814520378863,0.190514987850198,1.34019164651654,1610.34448262922,2.03360602264571
8,30,28.7359520739816,2.3872076617173,4.08480726193119,4.15239465882699,2.10607278798016,2.64779113783669,0.0848668262685822,1.69545425630839,0.0194457563172972,0.387191828241559,0.027316326450041,0.0857234721289347,0.769905884496893,0.37287177474309,0.173904788867452,0.304493787489118,0.0524574340958958,1.24611119267877,1568.40218359838,1.77489483148218
9,30,27.6833351697003,2.63707274473374,4.72872480116343,5.18915962203767,2.99990768256415,0.047899592596107,0.881073959985826,0.743763380994072,0.133269757913535,0.596000190263621,0.35098635487005,0.704618921106879,0.711515590213488,0.701963042181875,0.238615673780728,0.733570396005863,0.497160955307748,1.30818757628179,1537.55844404145,1.64244002707717
10,30,27.6907165938641,2.68782322250606,3.93255455540267,4.59984439447382,2.25473310689782,0.0365643982507355,0.97999347704248,0.736145432047295,0.0568463079631304,0.297553815303581,0.250075471472049,0.590321015853085,0.662197796323563,0.954095703541788,0.680708148937704,0.303285338593405,0.444640933037752,1.26423191275413,1536.09244311631,1.69594069183579
