"cv_set","X0_start","X0","Xb","gmax","pet_a","pet_b","C","alpha","beta","intra","inter","sigma","NLL","mse"
1,25,22.6582937769327,2.6709552271443,5.34342900253795,5.27038528817663,1.95382206522281,0.0502041106324702,1.44745690096229,1.05700462160601,0.544026603345948,0.325008180084077,1.29502758495244,1605.25676124882,2.12028741274309
2,25,25.4258778101088,2.64230130618175,5.5183247262267,4.52204668833736,2.3897739616591,0.0621345599831821,1.26606674651441,1.147889272224,0.850083919599304,0.414304760679995,1.29219231117222,1605.0737861097,2.0543595689033
3,25,26.4792635531095,2.73690683521648,4.27268417940313,5.13971902778582,2.29726382958426,0.0727009124602573,1.33631268643347,1.09810131828984,0.31677266527107,0.188043773476621,1.33199532565696,1612.95789892809,2.13296276518633
4,25,21.3635967336435,2.38933512833018,4.82768280541112,4.53896598747566,2.77824332471296,0.0698423805460797,1.38509169212023,0.796492585719328,0.227288193449722,0.139646710728219,1.31343037054705,1607.77955471049,2.07183443325028
5,25,25.8809126748198,2.61363320060101,5.51814798807967,4.93354355317856,2.62202129742393,0.425972275811478,1.15906804495425,0.9384461871716,0.0944648383545197,0.0495725691379568,1.34262275114522,1603.87872946278,2.07558404662457
6,25,22.2629901826223,2.55886102210014,5.03396321364702,4.76544525760858,1.77692645050393,0.0508170328311345,1.14689503542233,0.96161957142798,0.709296661028658,0.332910394149132,1.32997603328335,1607.92817071779,2.07063299048376
7,25,23.3101851535597,2.5911252943561,5.42340342423582,5.2136096507252,2.79176493337641,0.0311694623170807,1.44943225286543,1.00071837733769,0.856288702524492,0.477078066890704,1.25698413804691,1602.57283212888,2.07900621172272
8,25,25.7298269468086,2.48013588118271,6.23432673934365,4.86143054669249,2.16118155048889,0.0692224339896144,1.34294195559204,1.00596325650199,0.50766449879477,0.295640596713076,1.33646016111567,1600.26850668224,2.04701840676693
9,25,29.212487621806,2.76133730580679,4.65170891196079,4.53068643094011,2.73847075493971,0.0534002298027714,1.38550125655624,0.997323039922709,0.417831861048774,0.263451323408204,1.31862892889844,1610.41262589226,2.09717754360975
10,25,25.9428225185434,2.66034622263261,5.12309040080698,4.88463808397905,2.55269476477247,0.0286204536913982,1.28259421141863,0.978377002441169,0.975641922137133,0.662268972733723,1.33569168179923,1604.21525916672,2.09124808959069
1,30,26.2495821361707,2.52937072514702,5.93634984936445,4.8431560758196,1.93038149071488,0.027522399945615,1.35817050357659,0.846211777976632,0.970415350782235,0.415925450913969,1.28466112424811,1601.58163311006,2.02600918191742
2,30,26.2003139776472,2.87530701274205,4.58304946804491,4.76124479972363,1.55972395672998,0.117679156243393,1.22160250907058,1.39160146471692,0.536773367025994,0.239392827981724,1.32037781190729,1614.89033242321,2.10656296973622
3,30,28.7557121870091,2.69930884454426,5.92406704058052,5.21113423981707,2.59119968394834,0.0711112135934702,1.43286157686634,0.975047824553596,0.389739547261711,0.229752881905079,1.33452167369533,1600.72010106985,2.07881763929991
4,30,27.2569863626239,2.44869958151263,4.094831290005,4.64582008822903,2.32857668752856,3.2109024531418,0.854174500842567,1.39793415457176,0.0280689278265639,0.00710401897966731,1.28977120820582,1625.35911751441,2.1025246279731
5,30,28.5524072304221,2.74540317500142,3.95905561086937,4.77523119963446,2.64770444117702,4.36513551293941,0.471159305210585,1.40631984940103,0.033824481034166,0.0121513420041996,1.31289268843702,1634.07138272924,2.16612820502593
6,30,28.3611267086131,2.80260555319051,4.89181882326872,4.69065235525149,2.94077140434397,0.0731839513635519,1.32034148909535,0.998200605461353,0.376507194813962,0.239612671307486,1.32247687988272,1606.75872251489,2.09748966443255
7,30,27.592462556719,2.5993378955381,5.13601402473842,4.88307463186252,1.99609674499036,0.133605469738444,1.25352516023687,1.10089370064083,0.303156811852466,0.124831637341404,1.32144775872354,1606.37490238506,2.06254151706753
8,30,29.7091640602204,2.71880253092982,5.19563351576046,5.10714700666868,2.47470064403773,0.0707370384160188,1.35926678605272,1.06601712527446,0.400095400676711,0.287664787918548,1.35833641968508,1605.91830856517,2.10388794588675
9,30,29.1198374746766,2.64847222180743,5.72891917064761,5.08452369884671,2.67256836052777,0.0465005000208235,1.50897683519373,0.991575696700797,0.473815062900022,0.306696620289699,1.35182217548552,1602.9434216314,2.07902331589818
10,30,27.4789747344836,2.56949024178561,5.50985641701589,4.62833156532799,2.23056209415006,0.319142203151886,1.36921092208494,1.12610683575851,0.131696722648588,0.0553849267827101,1.31786956624592,1603.71860139084,2.03217986201738
