"cv_set","X0_start","X0","Xb","gmax","pet_a","pet_b","C","alpha","beta","intra","inter","sigma","NLL","mse"
1,15,13.5745279053315,1.76823665287523,3.11467767615618,3.0278001875741,2.61525899342159,0.0650792457742905,1.57716102377284,0.873925661491368,0.387506559048107,0.0964774396582243,0.674877159533839,215.538332389987,0.205119933588581
2,15,16.4135632499573,1.30705195278141,2.36299754184195,2.89376331078722,2.67606194854079,0.325565756882817,0.783096615823496,1.97965308025533,0.229035490601945,0.140975062571365,0.736841984931252,230.81031337296,0.241568900166398
3,15,13.9120937647837,2.99906084693086,2.19908006840131,3.93528423058945,2.07895200426744,4.19219066684709,0.968776542287796,1.2839039875903,0.0176506561058098,0.00327202274470957,0.759648482656282,228.97446903622,0.230086544649509
4,15,15.3150585944895,1.28777088322848,6.40872058591458,3.28601928474078,0.965465936034657,8.46540664965879,0.155945397566464,1.06714656794973,0.0372324778334613,0.0138334608264424,0.640058307489561,222.384410863098,0.203360882850104
5,15,14.432943836283,1.64547565411066,2.58515207227947,3.68224880707477,1.89144584879931,3.49727310626808,0.540336555202915,1.20270697675381,0.0269858445945898,0.0120229864566922,0.730504582951753,225.908134424456,0.202626078436223
6,15,13.8754446280084,1.91223885510938,3.34952954757876,3.2671977077597,2.19468014457729,0.165622123569881,0.771170842728599,0.73384308868912,0.363032381825282,0.122082527625943,0.706757888514706,215.806145712944,0.178388403165275
7,15,12.9297943339376,1.61072767519918,3.36894495829185,5.08770994103536,2.8736654849519,1.50370495701103,0.672845175147233,0.804944026989232,0.0448570228885695,0.011435747200149,0.748494243728181,228.349707033899,0.212433026850314
8,15,15.5943325393493,2.07928301010031,5.28937412196872,3.29723684467376,0.726725070887105,0.094570333030794,1.20132198600268,0.598396006206233,0.428580943782188,0.0243538011793357,0.626663147280057,198.889114479337,0.235032754818486
9,15,15.483946564429,1.68623860612822,3.42977741329433,2.71857795088955,2.49677201098077,2.65897442890809,0.182354199636945,0.66547529430807,0.03780274242542,0.0174529931966066,0.681615297381416,219.089023615548,0.188065363197439
10,15,13.9806846429811,2.42779482478995,3.55258924964134,3.25275779338079,0.958277564139099,0.0458312837508004,1.30501463256291,0.669904608196491,0.578234960168894,0.098126797093419,0.706085755755008,208.924639015504,0.230608481103992
1,20,19.4422162112474,2.11192667427697,5.18348440077562,3.3248735597553,0.854064108327941,0.105299633514752,1.31504087717581,0.862059809589426,0.434408789799742,0.0864141071440068,0.641885652005286,200.555419774905,0.208932853365243
2,20,20.8831333054873,1.71484115790774,5.39982078217012,3.22400854629561,1.59782342414909,0.0157070834454558,1.99723090335406,0.49190896715697,0.50336158220755,0.097771780603398,0.670461598342706,205.553582069728,0.214237540199343
3,20,17.1366786040818,2.11675566862267,3.43579475733483,3.11053396439338,1.75717817992097,0.175448380295895,1.21918567303096,0.640573840606759,0.193396969464559,0.0359123804311164,0.66004210368766,212.084983207142,0.214877050777448
4,20,18.4472536610993,2.40156121093734,3.94734354894362,3.22550559975307,0.941380167989496,0.103192499320457,0.508865856810466,0.504037306087844,0.720717465062551,0.0613426422013482,0.664862961313515,207.177757860336,0.20915046026132
5,20,19.6191209796519,1.94661859117335,2.27767362430063,3.56860227922924,2.23215083811058,5.47114450103298,0.0705786727674474,1.73636933362263,0.0630609477918895,0.00898893459493819,0.711525368853355,230.727977244752,0.191322947781116
6,20,15.9380486892046,1.81702771883993,3.46351861029122,2.65840001715878,2.43650949631526,0.0868710172357164,1.0549687023463,0.917203672982927,0.61509839806849,0.209128655901063,0.749062497187206,216.100590296065,0.181958791585347
7,20,21.2650210034645,1.97263263719962,3.16575465999005,2.86048879293933,2.36392864328936,0.0483921646935402,1.15197170507872,0.865253009877524,0.867871825951212,0.131121861776157,0.695959927165597,212.222909837065,0.182174064014749
8,20,20.6547126062593,1.88132518027897,5.45600940191542,3.19581916630618,0.772865938874198,2.0680679209069,0.304285477457193,0.865080836470484,0.10575387277704,0.00073420402184415,0.698596332817665,210.521546529514,0.208172743016884
9,20,18.9863409898301,1.91399294677139,4.7363170638593,3.26043413139574,0.85532557641363,0.193284269875945,0.572705885072186,0.712471433924361,0.503362190578314,0.0327490873352209,0.681926833346701,203.724286147674,0.189867204346318
10,20,17.5834832125685,2.25591770683205,2.17763471028666,3.2626119117899,2.88232680001096,2.42452326912614,0.226816873006427,1.44230305376818,0.0762606586020449,0.037010783283987,0.742396878939267,225.993980690128,0.176375674204695
1,25,22.3486701711187,1.92906478538941,4.30489770489175,3.17386161052647,1.23363918066512,0.155697129241408,0.867643247058401,0.710561172236544,0.353990544403557,0.0415344939328428,0.671968489735611,207.287213022405,0.167775849462813
2,25,24.5092521233159,1.83906069190212,3.24096622344316,2.78230435270806,2.99825667665422,0.00612534880002435,2.76248321008728,1.08159379434665,0.716719981864918,0.0481510104695657,0.636007662467677,213.071757165352,0.201676411951272
3,25,27.0984264123902,1.81700365074363,4.46664974869097,3.52318398206382,2.71826215729584,2.57759765181121,0.120357750555641,0.828313272379912,0.0626095979117436,0.0253601086155303,0.697942868289043,218.738841383465,0.160061757290943
4,25,24.627754540112,1.65961644959018,4.36013482806567,3.21001999383843,1.13834068646038,0.00758453931878902,2.12019391770148,0.688620967299743,0.997793686625744,0.068384259042598,0.682438948610274,203.20966195595,0.242427667999416
5,25,25.0231464817479,2.79646381883814,3.56279475626112,3.23639430676026,0.949826086483618,0.0312501701957871,1.23973176543428,0.407859175594335,0.684798407116757,0.0129785890696949,0.66161687566311,205.242401685647,0.235964628840539
6,25,23.9315194599085,2.51339065894269,2.95695507721198,2.98470229517273,2.7630595703976,0.0241098889069938,1.50523463316127,0.556683955807298,0.674377753289416,0.0629770812631221,0.70464501344735,211.687965803825,0.203007015007123
7,25,29.1084502162085,2.08971979994679,5.43883092464983,2.90389033473575,1.89349737384042,0.0418291530282987,1.23394479072501,0.677766309138966,0.909930108822288,0.271341756213219,0.674889092360788,207.335909575824,0.191499979650803
8,25,24.3084641770976,2.02222881522865,2.18347667196371,3.42055413622148,1.97044135453636,5.33125056771013,1.10740269351536,2.31018312197461,0.0185718283311835,0.0088558311976874,0.791036200431605,233.636402803517,0.210168582104962
9,25,25.8141637210677,1.52106763597561,3.60239929034544,2.37342817219792,2.42421404251224,3.40171510151634,0.217310184985754,1.70881357555514,0.0456359584414034,0.0382005322189572,0.718781053301154,224.797596937792,0.213935191512034
10,25,28.9814210672757,2.27317469264909,4.74593804247764,3.23021948432935,1.00294277773684,0.156795555439413,0.810685647753985,0.655639434981747,0.481750820381418,0.000592153699356127,0.63373973734335,203.954372003211,0.176115786129626
