"cv_set","X0_start","X0","Xb","gmax","pet_a","pet_b","sigma","NLL","mse"
1,25,28.5277127763666,2.3486588912928,3.20074093491304,5.04655444191705,2.01246556930002,1.37905784935756,1650.60183367315,2.24057243361952
2,25,29.4751445383062,2.38959455350797,3.14489556610025,5.17775301248077,2.3089973458603,1.37036498545359,1650.66188838993,2.24835878832931
3,25,26.3035271575486,2.33663769695359,3.11730626851129,4.9991880352125,1.88151508735767,1.38142842555195,1650.73427191755,2.24081498719245
4,25,26.3115570188658,2.35211521744029,3.11227163019045,4.9986262906032,1.94892677624207,1.37704334328098,1650.85641966792,2.23994742211068
5,25,25.7755198959856,2.28080772068908,3.15147598695932,5.08076377318697,1.99693517110404,1.37963651331774,1650.70200371263,2.24422789722218
6,25,27.7681868557711,2.32729985123388,3.19021402797099,5.1672206353658,2.22025561469647,1.3789890554388,1650.63518484486,2.24608440633226
7,25,23.0221468050986,2.23753575705234,3.05081421575118,5.1096980903026,2.13484325182208,1.37035879837096,1650.89921675214,2.24582009384578
8,25,23.6689151957763,2.21707382582584,3.12055622727103,5.13487624043896,2.29940619110635,1.37093935600071,1651.04640726091,2.24222829038686
9,25,26.201344488705,2.24537649665031,3.20436517345994,5.00748890000542,1.95477968835923,1.37926591631562,1650.8577730435,2.23730459359376
10,25,28.7922592770892,2.37452124390748,3.17609976179576,5.0673412475002,2.02285514651655,1.39469272503535,1650.71369443064,2.24344893483945
1,30,29.300629434993,2.31407161517023,3.23616671519675,5.17424722502545,2.42581554346093,1.380882681163,1650.7167754243,2.24201014781803
2,30,27.6290501592623,2.33903560486538,3.15456919544925,5.00211526786158,1.97662044107692,1.38114534498772,1650.65829242875,2.23857029454898
3,30,29.4498439490002,2.36210822536206,3.20340274158372,5.22731664085912,2.39134046958586,1.37594071472042,1650.59443761366,2.24726898658622
4,30,27.5168636462646,2.30971490021377,3.1885152868732,5.07538498756051,1.99448319051759,1.39089848274287,1650.70709476594,2.24355657703904
5,30,28.348048068323,2.34143366795982,3.16239391058297,5.05332579383807,1.98583539611211,1.38014458684779,1650.61915731775,2.24355688872471
6,30,27.5314330082763,2.32301764910695,3.17252778370489,5.15273297347576,2.26515980927847,1.38934731002395,1650.72276425465,2.24449298095601
7,30,28.6200686193125,2.33481890853325,3.19791521404228,5.41094848009962,2.78673088318006,1.38317631510826,1650.78420309759,2.25001989914048
8,30,24.7131205467755,2.2496833346961,3.13276726498473,5.07953927293183,2.02663299049934,1.39783744625413,1650.95988690758,2.2434532228135
9,30,28.3082542677202,2.34070381249414,3.13529371583045,5.02502983619351,2.04595868541708,1.37644754060812,1650.6924243809,2.24133587206945
10,30,29.2052015556237,2.35384810073429,3.2274008563609,4.95296075857895,1.66653981038466,1.37564718828692,1650.81190615232,2.23844365362019
