"cv_set","X0_start","X0","Xb","gmax","pet_a","pet_b","C","alpha","beta","intra","inter","sigma","NLL","mse"
1,5,4.35710910262721,1.25714882597777,3.50797466715015,4.56363469307647,2.21397866938571,0.0868563991250274,1.19916741467157,1.45270438749289,0.517199163781295,0.809159176957357,0.97047930017573,1622.24384376278,0.766710573620377
2,5,5.05883923477646,1.27216792968686,5.85393448541556,4.18766603352577,1.11074579126478,0.214981700539174,0.781076683867297,1.18369088474197,0.353961264153139,0.638366758911607,0.921870246062491,1563.6790131627,0.736350846911698
3,5,5.34808385369581,1.3249220815886,4.67083256447936,4.18943385359976,1.0919821522974,0.664256963517871,0.662838709160538,1.22613382295268,0.109817508760541,0.199016225700347,0.971932755685867,1575.50253091184,0.735587913413979
4,5,4.68765529062548,1.21054746150788,5.46734404482449,4.96394067001986,2.12826354216815,0.16225073111632,0.682394241704527,0.997592277689457,0.349965571786509,0.731394414060632,0.948516418012665,1581.05110056325,0.722178212171954
5,5,4.92775051760659,1.18131259536854,2.97323010903607,4.16725176522387,1.07933139930226,3.62509301754477,0.950378851531644,2.1404289386245,0.0222936497075029,0.0378156272833764,1.01351906352982,1629.22810978212,0.810938252557339
6,5,4.83543001529458,1.1487947572868,5.10917346832225,4.3357377576814,1.13783375922565,0.362677646132125,0.913908014456829,1.26671287471081,0.18543967026724,0.279271560604654,0.907987341959108,1573.03097078693,0.691075596449401
7,5,5.14057943201718,1.25646010728552,5.88920275138469,4.27464691072682,1.14930588876843,0.116189607729898,0.62742014018087,1.01616668869732,0.649860708875501,0.959473092438603,0.935823392892752,1564.86707418858,0.741619351524691
8,5,6.37090884997394,1.41240365689603,5.1132094725667,4.2407969941374,1.19987712626941,0.168292040763925,0.821708419722923,1.26403379997126,0.441119248482486,0.783194892328105,0.92565137187227,1571.11141702429,0.757806863805116
9,5,5.69554516749213,1.32743631945038,4.83969075518265,4.24828544417044,1.24340329230527,0.428948518076848,0.78494158779115,1.22589440927373,0.142201108324221,0.293807878958894,0.952148528973154,1571.27491679413,0.723860281509179
10,5,5.04624838005317,1.1828381641688,4.75892768040756,4.37015616633721,1.18730333671265,0.13953192259878,0.542143230828458,1.13142174832743,0.528920408662355,0.871043685992045,0.929541601738237,1576.75416841488,0.709621141347049
