"cv_set","X0_start","X0","Xb","gmax","pet_a","pet_b","sigma","NLL","mse"
1,5,6.89141026977123,1.37658964812126,2.6988453602898,4.30822145959866,0.861904556232814,0.976470127450735,1637.01037861871,0.760468213654446
2,5,5.91192333696338,1.28714170080454,2.61217953089116,4.32382870120544,0.94768927347412,0.983144421818697,1637.42269696314,0.745582612738678
3,5,6.63888335010622,1.3232584500038,2.76961387946653,4.35304920451869,0.846627175148541,0.979828410120186,1637.16620569204,0.773863659116001
4,5,6.78964264039895,1.38176683246167,2.70299785122754,4.32759781682437,0.867959933307938,0.95466640823385,1636.98554553845,0.762907614879202
5,5,6.50877505133468,1.34988275929198,2.65665937938928,4.32713296623192,0.895201704810974,0.969290897760465,1636.57750949358,0.755475873362828
6,5,6.92560780769361,1.37774432987921,2.72297408095803,4.32995121803601,0.918792918712149,0.961966492534191,1636.7250820704,0.754503377032018
7,5,5.92686910974593,1.24977541833843,2.72149125504353,4.34137002649526,0.873022609943983,0.978085179042545,1636.92805598013,0.763838370539876
8,5,6.56113502546081,1.32679339919165,2.74247501476376,4.3040589762089,0.88294722555954,0.959967109461914,1636.42083503075,0.757044561134569
9,5,6.54087495537487,1.31928264437009,2.75281802051892,4.29682885132221,0.872166558778591,0.960548120287297,1636.50274488175,0.758342856457464
10,5,6.61966472807283,1.31847552573784,2.76420576042643,4.34423196793311,0.892862391633535,0.972419125569319,1636.59867399482,0.762513717880263
