"X0","Xb","gmax","pet_a","pet_b","C","alpha","beta","sigma","X0_opt","Xb_opt","gmax_opt","pet_a_opt","pet_b_opt","C_opt","alpha_opt","beta_opt","sigma_opt","NLL"
10,2,1,3,2,1,1,1,5,9.37251793357484,2.80912735954512,1.5100567396433,4.02039944570389,2.44327767877801,0.00368805694728996,0.566356974094387,3.22506379348861,0.651749717712298,92.8473207278345
15,2,1,3,2,1,1,1,5,13.5850801747176,2.90094135557709,1.78593621246167,3.56452604851805,1.5250592099684,0.0133371931862503,0.498954943273899,1.17167286055215,0.635495408187483,93.3130754874765
20,2,1,3,2,1,1,1,5,17.4251103543326,2.80576841788776,1.87812893419064,3.69440142932214,2.17679221848793,0.00713131109964616,1.15812447151199,1.04243482904619,0.633217374772543,93.7808321703342
25,2,1,3,2,1,1,1,5,22.175602457572,2.71372311859525,2.53811725553974,4.6685709084524,2.67102183652801,0.0169773262354192,0.181917392319551,0.31481059418735,0.64617061563088,97.5608048221059
10,2,1,3,2,1,1,1,5,4.89345667693082,2.22002367753598,1.58100834577615,3.58572899112109,2.3014992178789,0.0390960386785796,0.352068986377571,1.55551936067493,0.640551350525475,92.9157261421209
15,2,1,3,2,1,1,1,5,13.3920975617368,2.94809169996007,1.53815133856962,3.85215491777824,2.24176777963737,0.00589674019855676,0.543168946635764,1.83578290196362,0.66881977540188,93.2832584065451
20,2,1,3,2,1,1,1,5,16.7367982278007,2.98356249557603,1.57003724794754,3.69401707570209,2.03354420060727,0.0174495616161956,0.350687396037342,3.27867855257869,0.640525552408905,93.6046307765867
25,2,1,3,2,1,1,1,5,24.7955279359707,2.97411839404901,4.46093292886772,3.35932393064504,1.59062583215625,0.0107966928466455,1.79469557275472,0.803912359931208,0.674677591879548,95.1870146826597
10,2,1,3,2,1,1,1,5,3.80459450811265,2.60628147187645,1.57895735132118,3.91280868556568,2.38486601273254,0.00764127440686518,1.96216181608765,2.60969706076636,0.649174553739899,91.8851521413837
15,2,1,3,2,1,1,1,5,15.746120946394,2.98454221076925,1.53426676759318,3.96628362029144,2.94281050832086,0.00728793815597131,0.275377435727633,1.82420945302662,0.663187911381553,93.4638688458928
20,2,1,3,2,1,1,1,5,19.9740480548591,2.88571729711814,1.64401650522678,3.79401450220575,2.5495175446065,0.0175815807936087,0.47284395129201,2.02835446142472,0.633349861742545,94.0776429421932
25,2,1,3,2,1,1,1,5,21.5248278670399,2.88318121800201,1.67398010316225,3.89886231019014,2.29310451280885,0.0193503726768308,0.198959506086702,2.57512768972778,0.627438413295719,94.3580946480857
