"X0","Xb","gmax","pet_a","pet_b","sigma","X0_opt","Xb_opt","gmax_opt","pet_a_opt","pet_b_opt","sigma_opt","NLL"
15,2,1,3,2,5,18.6600348333365,1.39439039532067,1.7955985586112,3.17449746442279,2.94204526979515,0.759157869951923,271.553021426258
20,2,1,3,2,5,26.2254485446039,1.29823657014396,2.89428517597153,2.43041865408773,2.91136657625922,0.774061696967128,267.807086804224
25,2,1,3,2,5,29.8840591938984,1.40310675066253,2.9321150516995,2.4521592857114,2.87457469681085,0.774631178664212,266.918953139718
15,2,1,3,2,5,19.4704402973704,1.26733693862724,2.26687790265729,2.60315375457089,2.77352063020495,0.778941625755578,270.322716278178
20,2,1,3,2,5,24.6178221928439,1.33221967631313,2.69632930343824,2.23201387572213,2.85205269201107,0.79255961198799,268.376973119118
25,2,1,3,2,5,24.8197968059399,1.31890740972845,2.72215126017147,2.31218173357072,2.54730534007243,0.788307926833568,268.666031983081
15,2,1,3,2,5,21.6953973012591,1.34180598094951,2.24561382772057,2.82956418221377,2.54812069281242,0.786821411662742,269.654906546349
20,2,1,3,2,5,22.4770512479686,1.35652205389627,2.38995161782028,2.1843272820374,2.96006977779521,0.781833802475115,269.082240256275
25,2,1,3,2,5,26.7358310260783,1.31263238048878,3.02293226907102,2.4394524075993,2.3393145766857,0.797512037956259,268.190868924653
