"X0","Xb","gmax","pet_a","pet_b","C","alpha","beta","lmd1","lmd2","lmd3","lmd4","lmd5","lmd6","lmd7","lmd8","sigma","X0_opt","Xb_opt","gmax_opt","pet_a_opt","pet_b_opt","C_opt","alpha_opt","beta_opt","lmd1_opt","lmd2_opt","lmd3_opt","lmd4_opt","lmd5_opt","lmd6_opt","lmd7_opt","lmd8_opt","sigma_opt","NLL"
5,2,1,3,2,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,5,7.32320115587675,2.69945396956712,3.8339152855917,4.82586147944401,2.80030397668046,0.0321060214681434,0.279872448975277,0.13132578446968,0.506297588955822,0.0903660028005026,0.342238259067685,0.19583312923155,0.517279276161571,0.931945504280387,0.147365535660552,0.809870940820318,0.939488400973807,340.856695957579
15,2,1,3,2,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,5,14.3748591695181,2.19076212039284,3.58209101220405,4.99235708216019,2.6243549245911,0.0291620229980923,1.03800705908654,0.832323695370865,0.14211000624801,0.733687759416818,0.648423220838052,0.081224773726696,0.137351571492704,0.913842011462801,0.770373497124168,0.931333605190347,0.907345140505288,344.007065068668
25,2,1,3,2,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,5,25.7279829442203,2.88430882742401,2.54970102702128,4.01157473494374,2.64940259107674,3.88935134302245,0.0548571494234602,2.13107744331428,0.125914391655383,0.0129722075068207,0.480068959016745,0.00201066000310652,0.0801150045244147,0.16774201889175,0.154912533034126,0.0151068439907521,0.94826927797434,386.947411448271
5,2,1,3,2,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,5,8.86925776481378,2.60041225724535,1.83060936662279,4.24174167097817,2.97341276439293,2.40204009185199,0.277656336138799,3.76819063781593,0.528306267379369,0.726990942903175,0.279172865988261,0.00150055639960487,0.319742566229655,0.208812835246068,0.263337563520513,0.0087689176271477,1.12573750266571,402.09943099051
15,2,1,3,2,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,5,12.6898169790195,1.94133745661037,4.0456765440897,5.06765291744019,2.68778822095536,0.018104403383328,0.753329586482399,0.238804169574896,0.359886330250905,0.648417790355924,0.200270589604399,0.0255445679222341,0.904399142172799,0.878234854880351,0.596118507346593,0.709461735219319,0.816611689609757,338.618559573125
25,2,1,3,2,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,5,29.4102756394193,2.89354051641719,3.76931517951353,4.60562432337332,2.74771665751236,0.0659883666196717,0.547002275813774,0.661885323616905,0.457433845187972,0.193245718831994,0.146743316963271,0.0863495685782807,0.0035267116846454,0.658259767831312,0.448602410666274,0.672355795258417,0.851294416709841,335.396565459224
5,2,1,3,2,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,5,7.15430113070707,2.1845668847883,4.55991034564774,4.62558719430407,1.81960686283566,0.0830287137749587,0.407468962224236,0.626851859445938,0.388974412786181,0.856364159953765,0.8192109034625,0.0426798230125681,0.821731870516641,0.879517218075503,0.586064053971483,0.745169907749697,0.89516850338229,340.798297023642
15,2,1,3,2,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,5,15.8731890860324,2.42346425370105,3.98397877278144,4.87726335726807,2.21664004929216,0.0382093463196112,0.647457344816403,0.393251603259995,0.309290951971466,0.281230639131743,0.13858303431789,0.00751384922640833,0.430026907193343,0.841792862101909,0.247731792415098,0.491292273168968,0.879930579071492,333.969336629919
25,2,1,3,2,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,5,28.9625959903242,1.60219847616258,2.94972820873405,4.14855566412918,1.95650293881012,2.76331414016937,0.123579398649147,3.60303472040373,0.762378972522016,0.697460559970944,0.598117968284123,0.0023083468100421,0.0640880210448042,0.0164444964442041,0.454717553932635,0.0287842894788405,1.02913676090596,387.570379942762
