"cv_set","X0_start","X0","Xb","gmax","pet_a","pet_b","C","alpha","beta","sigma","NLL","mse"
1,15,13.1427041568273,1.74174964049574,3.91931307861338,2.74358014625813,1.9231201811999,0.0561069848025914,0.578924902172016,0.731597113515333,0.679252935189812,221.108856962477,0.2080574761864
2,15,14.3772474764126,1.99898356158531,3.82129957245251,2.5991672861605,2.27589606168884,0.0674705299903627,0.467415957662205,0.753627585876146,0.728191961902378,221.093780686818,0.19285415901201
3,15,12.0265266326872,2.22368596634493,2.92581275592032,2.15883030860395,2.84271431115114,0.0448963620572916,0.918225882338695,1.01348631612271,0.736978030738275,223.915644552754,0.212192711573482
4,15,17.6005406689924,2.24761486935603,4.29410299364711,3.22659950003338,1.2384401297398,0.0492522375088402,1.0243723416949,1.02568078069335,0.68054880833577,218.368998644671,0.215310160420904
5,15,16.4317926254434,2.47645109014248,3.94714886614604,3.04221441546057,1.50935246999151,0.0576935352609345,0.95300475697745,1.02683120039018,0.716490987865905,219.248296715782,0.203626349331667
6,15,17.4878027090734,1.69751188865114,5.9994283828413,3.14319336522881,1.06801906079802,0.0465945223173121,0.878440788521599,0.794404265778239,0.699425880615827,213.143744747843,0.232014173363468
7,15,14.0560678083914,2.45115050178066,3.71965373464182,2.4906485457349,2.72756404985661,0.058892414629583,0.78293533104783,0.88544459925659,0.736306963722873,221.245552564113,0.197997881187307
8,15,11.1660076842892,2.87692275322377,3.76612321753499,2.81747197894802,2.24355763547859,0.0616647636094003,0.882435761016202,0.942164642394928,0.71666123880868,222.928869595921,0.211717105643251
9,15,22.0254674647635,2.22924659178011,5.04482092252027,3.16978823756384,1.21125071601927,0.0760506067287637,0.692388842667785,0.896302796681106,0.708279417314882,214.930951564783,0.209017587391112
10,15,16.1129010556887,2.12401182142113,4.25183421219166,2.86724134330302,1.93410913885559,0.0892067003294185,0.367674268984411,0.737231741952054,0.715348045789624,219.763246239809,0.19843441566119
1,20,27.2969196993183,2.62480597861431,4.2004513618853,3.18207167369998,1.8341867568568,0.0708071361267539,0.438099541624302,0.687739144968452,0.668793593243812,218.481422969732,0.207833269264643
2,20,19.5379897388332,1.83607624828085,5.10324355734291,3.12853358859867,2.44504055026998,0.0517668197130462,0.807412273102494,0.775678052731987,0.707752533067967,217.862447180323,0.193240500731791
3,20,25.2513200363226,2.33348118203927,7.76177988927305,3.2932732922975,0.980842869881358,0.0586325744581659,0.864630859506531,0.766039456167947,0.687345031307552,211.042015719258,0.226755903383776
4,20,19.323969686438,2.22113870801557,3.86963176529159,2.98168133126238,2.5961433198913,0.0433430088774418,0.994443670601813,0.898585474464729,0.700676449233274,219.317957519438,0.208542425039407
5,20,22.7269999840983,2.41024697846154,2.89344931938357,2.92347995808416,1.98790425165602,0.0725372035925141,0.526223015817785,1.0485020220081,0.715702994046946,221.739431546834,0.206270171503723
6,20,19.8952215368852,1.93096647679323,5.24225935713469,3.13984267766154,1.15939347011134,0.0616984120028841,0.661116292377424,0.773150983781159,0.731123891801922,214.972251972954,0.224834482222497
7,20,24.6339486382933,1.97531325112347,5.39849614613714,3.23988849185285,1.19102443733743,0.0829707913412566,0.32295773049206,0.709336721914422,0.668401336440014,214.218555497222,0.20973960847018
8,20,19.2746199902604,2.19451463145533,4.24838502959709,2.91617969575639,2.84555491056356,0.0561533582874086,0.889695949399958,0.907817797757489,0.673972868720528,219.385618081121,0.195546732268319
9,20,19.7421736720177,2.2064329871294,4.33306190540944,3.09261091282266,1.31320578403077,0.0605259474807505,0.679859248639219,0.846236235169811,0.730928594327161,216.926846576307,0.209839150692903
10,20,18.7802306522157,1.92893344080103,3.93400829544376,3.35961514504249,1.75353832669856,0.0545461576480819,0.653984373646877,0.782669457364999,0.695217907954693,219.391134037117,0.214382660418603
1,25,29.2583268345958,2.09845201405167,6.57569618200177,3.24315868245988,1.09532110271466,0.065126117826967,0.607507343477126,0.730742769872013,0.675939895228625,210.716332320734,0.214058592819226
2,25,28.2457646037217,1.96091809568467,4.63571867919792,2.51432858936517,2.87306734254397,0.0638968694879934,0.740429044160164,0.979544166645852,0.696016166418694,216.431155060433,0.181886448822269
3,25,25.721873816887,1.99505048554452,4.14386924560275,3.1297127140068,1.43019036927412,0.0350518173035096,1.36240948005744,1.26313784848913,0.686793744997922,218.679691953698,0.214907762523394
4,25,27.3781243652801,2.31980456967193,4.38859881291709,2.9404252000804,2.40275786684923,0.0544262195876037,0.609696681781544,0.720423776143608,0.726547307153595,217.372226695443,0.193944825999797
5,25,25.0580430343559,1.93724198336726,5.79204178853585,3.18614152134571,1.29688255771274,0.0593403312776104,0.679761334900822,0.758884310587856,0.717980112612729,213.064993502827,0.210612928160692
6,25,29.7061822761545,1.56457928210169,3.60865492832615,3.53353604160981,2.36514657648174,5.73735630364882,0.0236220900056137,3.94019054515064,0.921144553112792,279.043486471172,0.439194309226055
7,25,20.269574615548,1.6505708049775,4.29213362833661,2.73261419477371,1.99296815266498,0.0835001189341004,0.370989044588598,0.871446075260172,0.675542102863704,218.917010573866,0.204074908520289
8,25,28.4589901690839,2.02905676204323,4.53030855092337,3.14815285741945,1.28941339063605,0.0634025500274621,0.521692398420183,0.833011148514676,0.699277550463089,215.202431012791,0.22098072202144
9,25,25.36112860928,2.11920734575029,4.64311872419341,2.41177326640583,2.71572122253425,0.0761440166909037,0.657544270200946,0.947009605187248,0.6968514878543,216.948894025697,0.176501258550799
10,25,25.5796541643558,2.06946971967459,5.54892950512998,3.18699966116832,1.31547419849222,0.0444284493940075,0.472187307622187,0.467028047365413,0.693948563094054,214.598381581003,0.221515987108777
