"cv_set","X0_start","X0","Xb","gmax","pet_a","pet_b","C","alpha","beta","intra","inter","sigma","NLL","mse"
1,25,25.5446588441382,2.46866146578809,5.05792233956783,4.31775635116383,2.75043060188793,0.0361260951750491,1.20396531404909,0.440198663165645,0.389063793639828,0.140686968219922,1.25417074634346,1562.73236204598,1.88798959407099
2,25,22.84699991657,2.55350010152658,4.87985157741682,4.31827198770927,2.14951278108406,0.0267034547232554,1.32197823646725,0.51342926240837,0.437418834609442,0.185721998744009,1.32647611247707,1565.69930071248,1.85547608001748
3,25,22.8107164833823,2.3991411174834,5.25591212980474,4.46143546011254,2.97280116971318,0.0273577353825651,1.15988399283304,0.661447760018797,0.885024795861102,0.355550219194569,1.29633196368982,1563.09541856923,1.85445720427483
4,25,24.6300344138961,2.55556818067672,3.54112742980558,3.93056707144408,2.78898981776419,3.65278200497461,0.237673251086201,1.24108587294646,0.0373664082208398,0.0151867027967783,1.27533646915222,1596.69437541152,2.03313059942242
5,25,22.3571499550893,2.33853238255517,4.21885261003577,3.38228003469717,2.90718676748409,3.05309854826227,0.573361784086404,1.20717653319724,0.0252684359592305,0.0159147967128354,1.27697218858094,1590.43296319301,1.96527663327891
6,25,26.7575472788196,2.63952908192428,4.79140213269664,4.29736322349619,2.40821646159355,0.0217614634106031,1.35530907581724,0.430752305963703,0.480540906607669,0.156976728608423,1.22584688412463,1566.52459226296,1.90095948570124
7,25,27.3508648012593,2.49871272232546,5.0289800673717,4.50554789062927,2.13445329991829,0.0333358821164032,1.10342686296731,0.514281415620204,0.619132785739403,0.140301425846018,1.23401468498615,1568.47013965443,1.94669046234233
8,25,21.673282733606,2.36535918218117,4.20107107054822,4.58101062396006,2.63709681753026,0.0150443334900428,1.52787769254459,0.657736802807899,0.605742516838579,0.224322075837975,1.26626666919117,1567.83235378817,1.88361433919548
9,25,26.4374987068922,2.62784551820956,4.87966619506493,4.70534850467092,2.38228290804886,0.00888806739133718,1.39646535501865,0.426351730434495,0.944090300295941,0.426969797127596,1.30321408180461,1563.80044872199,1.8389596963692
10,25,24.1462388218934,2.50047008657532,4.6417569868022,4.46571889333271,2.79866380137875,0.0361205102898253,1.04428475712482,0.521894469332258,0.503795039996845,0.236877804472497,1.24889760113899,1566.69257295218,1.88949408084083
1,30,27.7475699566116,2.67266846031344,4.71886629779944,4.29275690943341,2.50826891997794,0.0106238438629163,1.32285951218663,0.330764111236231,0.828496803935858,0.281189527488014,1.23887016838402,1566.92065332601,1.90927890847913
2,30,27.2907546851438,2.44175055609508,2.91095063746398,5.21893036220678,2.46353563162507,2.6360550226365,0.371382623383552,3.2452380466136,0.000660659487874982,0.00201996002730289,1.30577448930479,1603.82480726978,2.00589172285376
3,30,28.5708679538526,2.61784717942751,4.94318725236759,4.22535522613061,1.77776131459992,0.0118814230690985,1.26875717971088,0.340401522250111,0.73300261624825,0.286261831980659,1.34212619420786,1569.00316935739,1.92355588126289
4,30,27.7853154974248,2.59528939916902,4.89474188351871,4.82346027451709,2.97579289074735,0.0182858204580411,1.44185787225262,0.638101562819056,0.599135842603827,0.283374535564184,1.31698895562108,1567.02068841914,1.81671063999727
5,30,29.6449937701506,2.46949264416788,4.4288676323928,4.64099958067559,2.24563227362547,0.0216450137181939,1.08886167322044,0.651046923617638,0.812412752086181,0.309039436866417,1.27381137675255,1569.03116937838,1.91504311382241
6,30,29.3463009800468,2.61545119001452,3.06496807208267,4.30506601675866,2.7912146385157,3.01456638533596,0.34832350597825,1.85185557813569,0.019870263609868,0.0200001384321938,1.30548036551182,1599.30173715609,1.9877395711456
7,30,28.6112181998362,2.7401063509088,5.00334493241376,4.5818965104446,2.31439745358557,0.0257515421513774,1.18615631708775,0.62310522073374,0.783151694598835,0.367563213931147,1.22029070112253,1566.4971612717,1.87807855831639
8,30,29.8971214383225,2.6939472744225,4.45507986930687,4.59071547721499,1.71973482455782,0.0364733661481721,1.25596284400621,0.773749654503169,0.477291747892072,0.211799806795141,1.32188889128888,1569.7611126377,1.909558424525
9,30,28.5415436150208,2.75754366001574,5.19402011405444,4.57986841478075,1.98925041777326,0.0113974641907478,1.25286341534428,0.411850747512285,0.966355633095734,0.572393709737742,1.25348050974648,1563.9204499012,1.85869396322976
10,30,26.5515388417201,2.30212559130547,2.89707755392094,4.97995019843373,2.75042978310129,0.000304913949966869,2.96294727208626,3.68633654358188,0.200805561006342,0.513531319654961,1.31822748331727,1603.11406434537,2.01444351177009
