"cv_set","X0_start","X0","Xb","gmax","pet_a","pet_b","C","alpha","beta","ABAM","CANO","OTHR","TSHE","TSME","sigma","NLL","mse"
1,15,13.2305834418148,2.1974128131802,2.97765741703558,3.30508576827963,2.73841647716855,0.0134758777065836,1.79442598374759,0.703482572297926,0.164131067611178,0.765783877845015,0.275306409720157,0.0198979995007544,0.755165294358705,0.774215197146042,244.594213513009,0.357107150786245
2,15,16.2279676165162,1.80309475046233,3.47326304158656,2.9823450876148,2.95794653636371,0.0998943510968781,0.468744803311079,0.664818978788186,0.00437604834037328,0.798270801522662,0.376161788707785,0.0448926628736177,0.784959950784142,0.74771013693195,239.296687706255,0.399523499571437
3,15,13.4510843607788,1.74531030671415,3.60327024026874,2.81872308300102,2.50801229204213,3.26615488316205,0.136821277382286,1.31662410773698,0.0281596245937282,0.0837166101999662,0.738183594869597,0.0101743743409875,0.281255162777877,0.780308784902963,258.027335115172,0.465564676631311
4,15,15.5652030358714,2.01441242843483,2.66991342919591,3.68710141797318,2.91365102924744,0.119481111807249,0.725879599497251,0.933608532817459,0.0165982136560488,0.658586500993598,0.862829564596331,0.1667055300592,0.444528252572283,0.806765170473161,246.619532560456,0.380838160605855
5,15,14.480663844761,2.11302161128291,3.55329725186582,3.65048252368151,1.65119144361241,0.0326480229921067,0.883668635799609,0.328987576981257,0.00299341885672298,0.880323521821965,0.44211398761646,0.0702067004610604,0.44310395104588,0.712092118905037,238.173678426343,0.38663608588656
6,15,16.1973586506474,2.11428725350646,2.99032391952438,3.52320222159619,2.41900475932306,0.0278147413934608,1.91996978788482,0.898290303769416,0.0318632100555413,0.575823502559922,0.691160609803459,0.0414140724592285,0.0882315124213515,0.842066686792857,244.518353756283,0.361688919756756
7,15,15.9249153060759,2.45840538943373,3.09924552558479,3.2252872434566,2.79711955737897,0.0368535651566919,0.931065403345855,0.508101004832967,0.127792310880898,0.913491367126905,0.268794856253321,0.0128835990344065,0.579305588786428,0.770403174053629,240.737710068549,0.294725717816318
8,15,15.26832828353,1.96727964857912,3.46015256704885,3.61043592910423,2.42326874714382,0.0966088985286438,0.773823471182348,0.815160081264237,0.0828927008411751,0.82296002518915,0.85940259075935,0.214502005221143,0.701340215180539,0.786442711853421,244.114464614779,0.371689203651831
9,15,16.8157665681616,2.02213599472805,2.04474167650895,3.58324776977903,2.47712888484354,3.48392200951172,0.509588086489566,2.0111177286762,0.0358418119377354,0.0293266957690595,0.778200382308028,0.00282247026189738,0.0429695785712598,0.779697398571442,261.337989119057,0.413176664299901
10,15,14.35423818106,2.52167871115573,3.47003442734812,3.65058068151492,2.37498775478978,0.0487683431108556,0.939229037601319,0.534084688370358,0.122174750247305,0.774204582302396,0.646678585778792,0.195025546841719,0.730690522328663,0.766944936260263,242.266260285639,0.325336628321503
1,20,19.7340777216958,1.80531362829682,3.5233690540691,3.45952258286238,1.4847104412807,0.0156729235552004,1.5498305331098,0.456636853260719,0.116495682812158,0.683215556474371,0.261409360738301,0.0537495480619141,0.0506778376482149,0.751417958623824,240.095261196711,0.395991823451693
2,20,22.3509653353783,1.72781504028859,3.10198008673056,3.06502604568632,2.23145182161953,0.295214953682457,0.373438894169013,1.33729758594335,0.0914385747301026,0.435300281863337,0.77916865455233,0.0845739295274661,0.970741437010029,0.760284883818315,251.517596166512,0.469983854237411
3,20,21.2497710841262,2.46220252537121,3.05509580500001,3.54783951352125,2.82522556409776,0.10701504068383,0.495093061265031,0.71311396131923,0.0299267979238293,0.682559461857026,0.935359807797938,0.113552748861682,0.541264463422484,0.763712029829798,244.012425586774,0.432757782478092
4,20,21.7938744887323,2.69037388618389,3.90916022220974,3.4097814499471,2.77755057175686,0.102035815274348,0.571705153242669,0.652377410982085,0.0299218502140134,0.743543165618087,0.660481726723959,0.0674360373056332,0.928617525883858,0.809611905815611,241.967745113091,0.417418313954347
5,20,21.2319777885971,1.82511018909034,3.02409999313908,3.50352110325774,1.58666642619477,3.61356452602493,0.0517408903097729,1.45680626446115,0.0140387009076756,0.0755523648929129,0.496809157719763,0.0212341009237337,0.142280611637584,0.861276856058159,256.925092908172,0.47821223449818
6,20,19.5610619796629,1.97725315135576,4.2411971914765,3.0393817175182,2.32268090324561,0.0323998351369179,0.666601233983482,0.17733075160003,0.0381670250332939,0.876108339552664,0.738032844891409,0.0664520736809699,0.83959141118054,0.782715649391266,234.300337404405,0.403515171521739
7,20,19.740505524611,1.46909951327277,2.09717669088802,3.21119911739119,2.50486702822635,5.05049952314324,0.126150340124209,3.59638300313508,0.084947362284757,0.0305082206476607,0.835842524881305,0.00323130943403262,0.300325917420949,0.886075990611609,268.62437186326,0.489323887374511
