"cv_set","X0_start","X0","Xb","gmax","pet_a","pet_b","C","alpha","beta","ABAM","CANO","OTHR","TSHE","TSME","sigma","NLL","mse"
8,20,18.4706005307229,2.13459257776431,4.33890414864805,4.03010830666076,2.6010605747447,0.026021764858301,1.05607692642559,0.166168407426406,0.00674296997712098,0.788147775448235,0.837975895919386,0.27782012150182,0.495700317167745,0.752833288846387,236.904063959536,0.370512368071925
9,20,20.0938637901319,2.37393466972309,2.51335735923315,4.27429123999619,2.53491171998284,0.0478628673276569,0.557498098622189,0.59962059520866,0.0801586557364426,0.895214953439545,0.717516905438374,0.0907042651615619,0.753783779223404,0.793790294247493,247.455525514573,0.37231678676255
10,20,20.5899773194512,2.20256603997358,2.82565955095047,3.35219361781122,2.52936704181603,0.236301579646729,0.216893706878495,0.759377174986191,0.0208992874237383,0.440766086361895,0.266220745112711,0.00213281708593061,0.595530635338939,0.787561090533835,244.178747126989,0.356996231090188
1,25,25.2111764323736,2.18775673482846,1.6510610464134,3.3333433358057,2.84944178270936,0.00135533431475391,3.53722360812828,2.1936993114323,0.498486475399399,0.397826055396063,0.536663407140492,0.755506010937534,0.325281751924653,0.861508776933269,264.03462629563,0.375899327866697
2,25,25.8544187271435,2.017527888749,3.62615861356578,3.7266839536477,2.96793929622539,1.58548095936398,0.189685137313485,1.33853827419627,0.027808149361383,0.154019114671369,0.519979845474871,0.0137062246448872,0.205672410933786,0.814978226553358,252.056530858045,0.527150135794926
3,25,23.6941095105037,1.6306668784558,4.64096697805157,3.10797536360396,2.3884395085688,0.0262782562524607,1.47426658210562,0.824524734024241,0.16208195062601,0.778112580196241,0.422318513982182,0.179342528994379,0.685197796949115,0.780931096412036,238.957129873026,0.510606198857599
4,25,25.6108205057495,1.90724685151705,3.23976265461963,3.59214593032963,2.28926565441159,0.018051221882489,2.00047057326542,0.939154071818253,0.0531782240726731,0.508694525478813,0.939795881177771,0.00583678068547475,0.15789044821939,0.836085501465322,243.61187039543,0.471151585226661
5,25,24.2693845816958,1.86159621171918,3.44314182969593,3.52944674610113,2.20968272842628,0.153133088076033,0.679414921395783,0.655359120869123,0.0363082051172005,0.391168185800505,0.467367576413737,0.0158372127890367,0.0597246556975003,0.73921295141374,243.288836230484,0.427815088430863
6,25,27.5571468502381,2.13401338636223,3.72206986300891,2.22704076603674,2.97689711711751,0.0417806123589709,1.33787174547123,0.775154981028632,0.114746883234725,0.533931675479428,0.835407559799474,0.0466458961154311,0.516442797168594,0.79591917895908,241.022058808634,0.393759952623344
7,25,25.3831236011139,2.16600491390862,3.22050744996491,3.40583520714103,1.78193915772439,0.0815559596818955,0.926614890709242,0.904157129125066,0.0299237248643518,0.789904622155377,0.539441252329565,0.133285995855436,0.469253699247509,0.779910846596635,243.769624319857,0.348006649167309
8,25,28.011456754849,2.35421415707589,3.93227586771423,2.40265126973044,2.81123119287056,0.230147338686108,0.73889887027579,0.665577787081872,0.0109955063104231,0.258626834741266,0.21380509599703,0.0237687073955221,0.297816584475721,0.746505062107097,238.487602654034,0.347228839767269
9,25,23.7193488886289,2.51347436978202,4.71907973390013,3.71365843936329,2.95623876052249,0.0608661914092968,0.529503392349567,0.297287731579926,0.0910581874480906,0.871580049724148,0.668198364489122,0.288769409740459,0.80340140880819,0.731078775160065,237.931453738949,0.359126157526996
10,25,23.5658822389438,2.32171169127586,4.20480214900927,3.0916219641101,2.87910521096653,0.0536728954756107,0.651031840525691,0.419212868126111,0.00504091716577579,0.908105784411909,0.449158684620338,0.533489302210679,0.946579817053315,0.727593845928834,238.400269781938,0.342924864754451
