"cv_set","X0_start","X0","Xb","gmax","pet_a","pet_b","sigma","NLL","mse"
1,25,26.1104856947242,2.21972510562649,3.09611008002586,4.9441135521129,2.77117870033121,1.34334093309106,1616.15236828673,2.11352843230438
2,25,26.6942851549276,2.25413610228115,3.04704995223475,4.88214550925661,2.94059555961687,1.3470246309708,1616.06666212546,2.12104287350717
3,25,26.5500073918549,2.2505867778617,3.09748222265612,4.98574675287433,2.99166053998423,1.35405612326548,1616.14074752086,2.11079716210482
4,25,24.6630750097855,2.17890497511716,3.01627156474071,4.81568683376956,2.80345451155772,1.33940010766973,1616.50785592457,2.12648817036223
5,25,28.7393006359669,2.29412146250776,3.10538372941511,4.98191079527501,2.96824498191239,1.36598009520922,1615.95365978447,2.11701428271223
6,25,22.4205145605107,2.14337977960468,2.98211431221279,4.84467220147828,2.97875846988545,1.34328258139145,1616.63764187765,2.11882759208031
7,25,29.0753768483133,2.30340370752937,3.1093839862566,4.83545452939551,2.68711996900855,1.34569380893917,1615.84855674428,2.11864964611912
8,25,22.1726756093727,2.12998124312604,2.94570183434167,4.92413842861225,2.9583343869575,1.34543873935558,1616.76456461395,2.1254366065191
9,25,27.6717176799365,2.25173277221189,3.1178968567229,4.86494372216954,2.38474856836892,1.35846299752171,1616.09121470002,2.11713866897097
10,25,20.9706681960667,2.08389309421445,2.94673712899807,4.77710798430999,2.44182892542579,1.33983268197458,1617.16781863414,2.1259846082929
1,30,29.5598179414821,2.28508517827489,3.17226551591369,5.00016641376783,2.96846682457405,1.34608303215096,1615.8254373864,2.11254928070541
2,30,29.1017258785518,2.26648215622659,3.18696436502788,4.92085116010645,2.64373857571464,1.3460856873975,1615.88698793966,2.11112013613907
3,30,29.1623430786143,2.27904613839232,3.18450641527883,4.9065803162527,2.57936153090429,1.35965627107623,1615.89902162651,2.10975331698129
4,30,29.3405828230628,2.35106008148652,3.06564307357678,4.89346045799783,2.67137639965225,1.34926826925951,1615.95277557789,2.11920537924914
5,30,25.3816147069998,2.19339491085305,3.0952078844432,4.88047697374537,2.7220740408928,1.35770805995036,1616.21902462814,2.11372922958625
6,30,29.2191691218825,2.28790958280997,3.1572047752403,5.02054387094386,2.7357393216938,1.36278784922569,1615.95026044009,2.11238980143241
7,30,29.3885782086308,2.30607033099006,3.10309672952849,4.84685088164592,2.84580397634324,1.36107910654523,1615.85528437484,2.12111889357994
8,30,29.0693625770396,2.2888092798333,3.1012948551018,4.90708423209344,2.90434459127588,1.3463875067416,1615.87784212449,2.12181083017698
9,30,29.8260607575522,2.30522597833534,3.14812212021052,4.98783802851177,2.58177898007466,1.35316583494579,1615.9309972561,2.11528133227414
10,30,29.6011917770147,2.26207977736779,3.1707649564408,4.89104327538463,2.78547803185506,1.35966607085073,1615.85580831712,2.11887013824535
