"X0","Xb","gmax","pet_a","pet_b","sigma","X0_opt","Xb_opt","gmax_opt","pet_a_opt","pet_b_opt","sigma_opt","NLL"
25,2,1,3,2,5,27.3910168071325,2.35716734163226,2.93217360142,4.84208481063917,2.59277421303972,1.33431069786012,1782.21705206232
30,2,1,3,2,5,29.1155878911397,2.41275696704998,2.94114770767836,4.84689415793448,2.82259695914989,1.33470457910417,1782.08079519675
25,2,1,3,2,5,28.1562747756679,2.36484678825774,2.95506583862391,4.9247150899387,2.88831380357896,1.33760048127349,1782.0886629464
30,2,1,3,2,5,29.1937412849915,2.37441601799284,2.95649200662676,4.81754957865232,2.77107099682463,1.32412544075272,1782.11070960675
25,2,1,3,2,5,25.1879798466465,2.30840691796829,2.86640378512519,4.70766231214264,2.70557767707469,1.33386395402319,1782.44623272596
30,2,1,3,2,5,29.3303684714552,2.36291599698222,3.01961977488481,4.79374453305723,2.38147100022582,1.32832059305367,1782.24416449313
