"cv_set","X0_start","X0","Xb","gmax","pet_a","pet_b","sigma","NLL","mse"
1,20,25.6451915374927,2.12756145238534,3.65413737525725,4.73494332923928,0.684443635978552,1.68627345511048,209.426137331694,3.71530347519564
2,20,20.4627997086022,1.86331220570991,3.94797723583488,4.76337052056707,0.59947240433072,1.59313689842544,209.557138294208,3.6114081192201
3,20,28.226527468079,1.94366778017973,4.09320349949246,4.75538116911484,0.631957069852299,1.67672747712022,208.924648517415,3.53966483397707
4,20,24.9426989675205,1.92409337928829,3.69622342794676,4.80118999380349,0.766441044968249,1.68653568671703,209.168005582498,3.55868468900576
5,20,27.0506636050484,1.84382569966852,3.92285589732573,4.83403767939056,0.764541515247226,1.70231587288521,209.090218218775,3.4414872319035
6,20,19.8734895009492,1.53733088917652,3.89209043210821,4.80205095498547,0.745207845250113,1.66121981339959,209.470576833371,3.50580190939909
7,20,27.7171828660398,1.94026699249892,3.98424226291594,4.76059987753418,0.708009104876345,1.71823190777391,209.034782517621,3.51188472936998
8,20,26.0784514184305,1.99385176367093,3.87376324028656,4.72685141616536,0.645436301192332,1.7064083854317,209.175134766972,3.65799655807003
9,20,26.6959663431576,1.90345543326534,3.76776083343152,4.77502399706368,0.745306334835381,1.70368932605012,209.148929214098,3.56942671598012
10,20,18.77246834626,1.7440521649497,3.99871800846253,4.73313467789086,0.605095363176902,1.69245465793657,209.348258572647,3.63644711806765
1,25,26.412496394021,1.81806343093675,3.89919032083872,4.76603069574441,0.780025368654764,1.63555124221899,209.163095720951,3.50766135603548
2,25,19.7992682988911,1.68425691179701,3.7848975282606,4.77055858888486,0.751581654509035,1.62943962836104,209.433334650694,3.55836905077637
3,25,23.9174386930369,1.92132817243224,4.02427315796723,4.8120655859832,0.645177926961234,1.69827784650491,209.367276087299,3.48278709135261
4,25,20.4080692744183,1.69542055462456,3.54888054984399,4.79046422317141,0.793182890174288,1.66850805187492,209.464899908248,3.63401241645093
5,25,25.2265240257762,1.93064345379492,3.71062973458033,4.8134225947321,0.803665958166522,1.66667137871968,209.203675681783,3.53233982280494
6,25,28.5544390871228,1.92372865012438,4.23576484034453,4.75042176034219,0.655888455791078,1.62036937548435,209.094599554149,3.46993711707653
7,25,27.0396651684607,1.84937530227664,3.98661751083353,4.85542597443042,0.799969241947503,1.6425460664706,209.210446498221,3.39585594726135
8,25,28.86928398818,1.96285971177311,4.00672253865447,4.77682732295006,0.64588089939705,1.68325634456121,208.984595670112,3.53431462999904
9,25,23.3336504058797,1.62035067741601,3.84934775424591,4.81627671274885,0.881841916822854,1.68197957315175,209.363926160364,3.46982822697662
10,25,23.3201376459461,1.7060888277758,4.10173204584684,4.77984662688145,0.677695866551504,1.62385232434171,209.261072953496,3.4629599474977
1,30,24.9098206739715,1.71741287889147,3.89596426280239,4.8277019084704,0.769107514893352,1.70136298519836,209.219351742444,3.46072922628109
2,30,29.4547109639594,1.80244509602729,4.12312742140956,4.82018572681672,0.788948530028162,1.69590361801338,209.049467752107,3.38340975154914
3,30,27.7404705317856,1.8155716328293,4.09974731844808,4.76581918984007,0.696761993915493,1.69092874851412,208.992111512731,3.47648195219568
4,30,24.6907797099039,1.82103983484127,3.90017741894983,4.78074209653228,0.664493671347367,1.68780733528017,209.099314510028,3.54909198689387
5,30,29.1948333103403,1.98916125994796,3.90368150028719,4.80343127188783,0.76487024081912,1.71106422522869,209.046023671828,3.47872953072556
6,30,28.5862316698848,1.92803622485168,4.02692912801577,4.79057178559835,0.73438325045651,1.6666940694202,208.956834894052,3.45146183202538
7,30,28.4142690276615,2.00910487423709,4.10626865091118,4.75849486532353,0.63105998119722,1.70472676339315,208.946312981274,3.52829007395223
8,30,23.462793906135,1.71945045242241,4.02140166401326,4.78259236994582,0.678261828848023,1.66652314724969,209.109161205463,3.48945389116114
9,30,21.8861445774923,1.72681785618548,3.73667093194335,4.76292663988575,0.76679247070708,1.66913335145983,209.247030376907,3.57971887885775
10,30,24.2810036483647,1.85978450630012,3.79993415208736,4.81171349928108,0.717850999523792,1.69783110317863,209.133909262274,3.52027675028803
