"cv_set","X0_start","X0","Xb","gmax","pet_a","pet_b","C","alpha","beta","sigma","NLL","mse"
1,25,24.1658798592086,2.68916275240345,5.19043155391051,5.06462461505382,1.78893760166108,0.0174049769989071,1.33466406787188,0.869842801166331,1.2883385309131,1609.83059301723,2.14686278530603
2,25,25.7490738143224,2.7037521848723,4.74087952209478,4.89416593083845,2.68500873269705,0.0197788789941183,1.31457907352551,0.988643231088164,1.30970874013261,1611.31548043528,2.13418742142333
3,25,24.5833606075468,2.77037570360593,4.15397698616133,5.38861876048007,2.76398234795579,0.0176567853032325,1.34765964094624,1.07600360110128,1.29921037552965,1617.15309212983,2.17245818542828
4,25,22.8031681834126,2.92793323778948,4.81299061092932,5.14353063012654,2.62395097420407,0.0243717233678422,1.34053039024651,1.07287367959994,1.30993352069464,1612.69064194417,2.17188286255372
5,25,25.4482500632963,2.52731667635129,4.69843985498783,4.79721303451309,2.75592113987737,0.0211062005508122,1.33556839302373,1.05317802630135,1.33939094095084,1613.06676271864,2.12435480377412
6,25,24.3361779601966,2.66294252128142,5.23983909191822,4.67292135490505,2.32426207948422,0.0193205158802842,1.23107195247731,0.835906143028093,1.36134843900396,1612.29556028921,2.13318948930993
7,25,23.6138510186885,2.60061742098557,4.96416354217273,5.0004638728264,2.79738628855482,0.0227979444525562,1.27480405250119,0.96154087249615,1.3610616658098,1610.45789799148,2.13424985349585
8,25,29.1520704605783,2.85619608059607,5.20206387617056,4.87584481258509,1.88414384464674,0.0148421752237568,1.39073513165455,0.844971164182604,1.31573371253556,1610.0310149624,2.13576725829166
9,25,26.0545202225152,2.54612820782519,5.20739566065706,4.95565864996277,2.52845852649802,0.0141700458866922,1.36594130231531,0.820480285809336,1.33252577152692,1609.08019924436,2.12552686515241
10,25,26.7458196994643,2.7515854336112,5.35436648892092,5.04514138659671,2.19076245925017,0.0241710023797882,1.28846189298446,0.958740888797773,1.30831250698142,1608.56305293124,2.14043353323563
1,30,26.7798355646699,2.74320866814337,4.72917467293553,4.91356008062901,1.97606599094725,0.0206351894896307,1.43455520598556,1.1637461411108,1.31711315233181,1613.12692901506,2.13452230540177
2,30,29.2331863099047,2.64884323380774,5.25498649691692,4.58546972030578,2.4179048662149,0.0243357177069723,1.22462144803389,0.945869063406373,1.32362315446184,1611.88640298874,2.11941333548003
3,30,29.8584878797334,2.92043067196729,5.22499261505906,5.27034141168826,2.28887525266435,0.0213735646767863,1.36972245199154,1.04651853826017,1.31536184945649,1610.39610368448,2.16595990546541
4,30,27.8439935284238,2.72199560522165,5.27944902949142,4.87331321221586,1.96241628181717,0.0221200895345762,1.31123116700956,0.999733900510906,1.32765946655974,1609.38916223939,2.12672488619977
5,30,27.3424982165662,2.54536033276667,6.43240754936441,4.90435138181222,2.75618623260789,0.0288274123605916,1.19168756215176,0.869609121134469,1.33767643718529,1610.35671872516,2.14465101119839
6,30,29.3345836536115,2.92230780093543,3.96230637471476,4.84291293697388,2.02194614902245,0.0379157754986951,1.19634305953403,1.43106373982376,1.3196487408064,1622.81082890407,2.16388826330586
7,30,29.7013440959717,2.73409766074036,4.80876237081577,5.03178521361229,2.07528806035541,0.0206619870647562,1.1828724713041,0.91476191382213,1.3079814441792,1612.54793442562,2.14572264490822
8,30,29.3800793795785,2.88002252267083,5.05532651737335,5.34370900128951,2.49561299524683,0.0174743407294744,1.40143159713912,0.950264529155755,1.36250119278624,1611.03799663559,2.1594199309285
9,30,27.1876110365441,2.77776568313127,5.19485750507525,4.89882532755083,2.12610763599419,0.017033264936179,1.28253897069537,0.824817714277714,1.27586325085259,1610.45574274334,2.13875623275847
10,30,28.971618131941,2.91858046342903,5.17569369841249,4.8916096550798,2.40544108975114,0.0272076162700126,1.16011561423588,0.93307316645426,1.33297839995974,1610.9892781112,2.15167692083553
