"cv_set","X0_start","X0","Xb","gmax","pet_a","pet_b","sigma","NLL","mse"
1,15,13.0216355919721,1.58515233934598,1.30543972535333,3.38216716807359,2.87307675624286,0.768767211317356,243.051161598337,0.647130466533507
2,15,13.5019730146474,1.68773197417304,1.27703545393402,3.28949498496739,2.9932907478647,0.756851427142802,242.900687455695,0.653151095410523
3,15,12.629185431175,1.64247983868548,1.23951198383457,3.00684207971505,2.9625939972201,0.784252373857841,243.172222220003,0.669901675334566
4,15,15.009796179842,2.01070010514295,1.23742274453546,3.80066685412786,2.99523656615131,0.762083353999146,243.112601267229,0.646008588336889
5,15,22.9811223843007,2.04105712329181,1.42035638440542,3.62267346320268,2.7726049895724,0.76622407183987,243.018172456776,0.645059805845041
6,15,19.1154202185283,1.72643911311235,1.47019421484158,3.42055197623702,2.88780615061633,0.772357342038914,243.073336963963,0.641748400114936
7,15,11.1169018351107,1.50393912850006,1.24236828386314,3.30994880988569,2.71275523348342,0.773504725798975,243.275753875032,0.657711117792991
8,15,16.0626475845842,1.81934890794503,1.29624427583453,3.59169774483242,2.90171805225777,0.763610471049051,242.926835594655,0.648386126117288
9,15,12.816724832523,1.65364414642818,1.24355101203567,3.7292617440768,2.88959428715757,0.773719195789711,243.087213268142,0.644312126144419
10,15,22.4705532735357,2.05328542547588,1.40666085802241,3.20187428741247,2.8638435576574,0.766165877284856,242.928402154085,0.659973268339133
1,20,14.8918076650858,1.68517408428139,1.32904123950643,3.09064634067915,2.93058804239006,0.774142008230012,242.987766216484,0.660020189265483
2,20,18.6511865539546,1.82027448283688,1.39542200279817,3.43483976533276,2.93573977849107,0.755455745337247,242.896147237261,0.645962430860641
3,20,24.2339668757107,1.95198109752294,1.51015476774765,3.09650697057521,2.99668824397589,0.764215387710382,242.820811706249,0.6541957507389
4,20,20.1184779283071,2.08672689007913,1.34014480563868,3.34567071572439,2.94255996160259,0.779516321164067,243.025199263811,0.655937350380242
5,20,23.9934944047828,1.99418961536991,1.45157265565195,3.29556131011786,2.9911775914514,0.772214478846864,242.771982360992,0.652291866529413
6,20,16.3765643628973,1.79220452189663,1.3359188363818,3.22587583914539,2.72008777576893,0.77864706659689,243.161792960757,0.662174038720094
7,20,19.2742927006984,1.77439120389269,1.467283220656,3.35019571923741,2.95531461229652,0.766435648330204,242.959326490442,0.641847920564003
8,20,15.2063297691295,1.78397847049853,1.27339933313444,3.39405939876725,2.95105506486123,0.770824115923988,242.902628974471,0.655860670144582
9,20,25.7843532698773,2.08480857421047,1.45417539966851,3.97178204575853,2.99424650242746,0.754039261085263,242.948875085405,0.633602172020877
10,20,18.9555625782175,1.85433140461598,1.39966009467054,3.56859693726874,2.85712585983071,0.760549382820858,242.966453099246,0.642094940072303
1,25,27.1046089913241,2.05216361613304,1.50846053093819,3.66039679698603,2.96025688870941,0.767982613805371,242.819683423287,0.63820056666181
2,25,20.3927982816755,1.89586419311341,1.41095043689357,3.4625862167878,2.93123818191907,0.751547854852296,242.903848801323,0.646086165728262
3,25,17.456993556773,1.85162625917164,1.30524186335245,3.76432092322802,2.89809175430611,0.779928448054372,243.152682199171,0.646859525925647
4,25,23.345585834587,1.93084428316035,1.46415531845846,3.36125688312708,2.95697254870804,0.760886843305097,242.822506709122,0.64946316637877
5,25,22.9967898473191,2.03435732297303,1.41636837554884,3.29373294210364,2.85537586870768,0.764493512469818,242.885173076232,0.656644144708042
6,25,29.6440301751524,2.41491878392145,1.36132642178628,3.49681664844494,2.9808138347952,0.775432629159593,242.921182444861,0.65878456325792
7,25,24.3836078200186,2.09962245446819,1.40654477926458,3.3765916682411,2.91828958957611,0.778457583607672,242.876766654586,0.654944341295983
8,25,17.0256493485535,1.83476016167684,1.32215704849866,3.26576510359466,2.97557331357779,0.760121914287379,242.838609601396,0.657180014437582
9,25,22.8222726093534,1.98316722104638,1.43671733805783,3.16371294519333,2.98842178694032,0.776014548188532,242.823315774382,0.656870867853352
10,25,24.8852788938712,2.17269804555538,1.39405922859996,3.17858973826831,2.98228164101571,0.754683378211407,242.855242889572,0.662327250003163
