"cv_set","X0_start","X0","Xb","gmax","pet_a","pet_b","C","alpha","beta","ABAM","ABLA","OTHR","PICO","PIMO","PSME","THPL","TSHE","sigma","NLL","mse"
1,20,20.8616150167183,2.28694275394099,4.07108577574775,4.28161950984673,2.89922863538873,0.0566502830624136,0.446296984640813,0.565137905196744,0.369619005518402,0.890178091320746,0.840303124752338,0.0279540808001986,0.0366626832136046,0.870407298198183,0.843370144416302,0.734807989698848,0.959432497270759,307.536224060902,0.583570622515729
2,20,19.8183084234492,2.2613376393866,3.22787628843411,4.37650123209734,2.09571528652704,0.00596675519193329,1.45417410197346,0.50161846063004,0.749919280083843,0.172315972089083,0.928449035435422,0.53465807297341,0.871901190378895,0.672122752846374,0.253308168801347,0.902163918318841,0.98205104888053,327.098635842403,0.611338702564385
3,20,19.2246751788953,1.95880346500864,4.9879990042695,3.72891782910412,2.49488016177398,0.0389006446782828,0.352659641525088,0.299047746325313,0.309106521374402,0.584810253981081,0.704968313615064,0.106956705899556,0.0650775686343835,0.905193742902571,0.919111383128326,0.691190291751502,0.84211879333382,303.284357431755,0.648103825574175
4,20,21.61737261191,2.05396659589147,4.94717856894167,4.68445122665137,1.08553708374834,0.107864810408824,0.390324865425515,0.872041202972269,0.483309703237195,0.503554844588306,0.712475541541365,0.028614713081563,0.175768518683097,0.689712375672,0.70572041652489,0.81950014929557,0.779033103529632,304.481406617489,0.69583020648916
5,20,21.1266397295311,2.50100139092654,4.51483148243951,4.53926460461506,1.50079573113818,0.0615256923970742,0.428539302405367,0.517038909762769,0.630197140048786,0.132328462211565,0.10383250272281,0.0550915904372373,0.554730057952624,0.826727904432902,0.367617659694743,0.712053726563039,0.886136775317671,300.856521070465,0.485282637904659
6,20,18.7046373264479,2.3251128439936,4.2929801435949,4.62822633371871,2.56320099424423,0.0528320266585722,0.495393335597133,0.431431611977453,0.318572342792419,0.0889878790101119,0.164495559058971,0.109158425845373,0.396895567486476,0.804875720409364,0.832573996365819,0.547292778863112,0.864978774378671,304.32159323896,0.621174871299612
7,20,21.2418394370225,2.65999235521575,4.10990875731088,4.45857244793954,2.88272726337468,0.0203075227520796,0.659251955749775,0.276965551086039,0.366317663525684,0.870808322339585,0.665898385931892,0.279841126750882,0.940548565216105,0.983503512710838,0.165666746276073,0.992294929763847,0.924548613045245,306.433841662406,0.526554606145744
8,20,21.5182144284909,2.58449022588278,4.2609402277601,4.64964014931785,1.87685851198524,0.0425900908703793,0.689824633182171,0.500560695849506,0.448069081367072,0.481135215235915,0.0949137185130537,0.0942906707232611,0.669344092464684,0.824733699641742,0.240801694775426,0.607800036943632,0.857511444324549,303.193560938588,0.518543604318516
9,20,20.3094680534149,1.91987426372686,2.54161150444809,4.69061986238556,2.02269357132149,2.76885382558985,0.00685595790111776,3.67590951951891,0.23472709701885,0.186112922467586,0.863600701376712,0.00520192919475938,0.26475675217929,0.456504247038744,0.288028833735122,0.000935391936009465,1.09107237411546,355.069580083006,1.18540448333777
10,20,22.4924684407546,2.01559889788043,3.75310325201164,2.96486951464566,2.969763187469,0.0242439804716943,0.966436073244235,0.714215695834539,0.504068974510754,0.972358990284165,0.290706082708805,0.688387294319002,0.623393446657169,0.637427959426622,0.288886789312834,0.789707215551195,1.02185951065543,330.14650694678,0.532119078267968
