"cv_set","X0_start","X0","Xb","gmax","pet_a","pet_b","C","alpha","beta","ABAM","ABLA","OTHR","PICO","PIMO","PSME","THPL","TSHE","sigma","NLL","mse"
1,25,25.3027483212076,2.84178529158586,4.38318218551105,4.41288751483814,2.00643425137507,0.0517597912138255,0.34759657027125,0.37933708789498,0.253028756868262,0.825125646835885,0.376061428279036,0.0123565054536705,0.128742844476627,0.919583160767203,0.815477387117256,0.62236645527015,0.828123831526621,303.524058268513,0.591806954972198
2,25,24.0467537930577,2.19766762188721,4.20267543647167,4.40649000615484,2.57904909197056,0.0555109898529895,0.322155869627412,0.499058873783668,0.387300319176661,0.470483299957327,0.208640149855395,0.111279809139211,0.571386467457079,0.81385204920432,0.125930866715854,0.916747786422225,0.818904379974218,305.512551267222,0.564798708404241
3,25,20.8242870448457,1.92618481032141,2.6105139918422,4.62894767505966,2.09871584511326,1.50136041519801,0.12527339030712,2.12605908628618,0.116810305536315,0.544142123629329,0.621610051856665,0.0140559604124248,0.117214154988319,0.0466233872576248,0.624594914153086,0.102862680216873,0.992724357357977,349.092016134003,0.973909775884101
4,25,22.2198803601378,2.48586680420525,4.35634462626604,4.16220918146261,2.78114356567819,0.0255639853208864,0.869156883246035,0.501060180915009,0.680925673395864,0.361046668214828,0.838939060492491,0.00241619244452813,0.835773477455448,0.880408538458477,0.63641687517506,0.897168440571997,0.885750551650634,305.665036051162,0.477748324196058
5,25,22.5701422502717,2.08057171494985,4.93623819538749,5.10741304240833,2.67143683319093,0.0427237699204273,1.02359833351663,0.712209529947673,0.492433986473158,0.470573076391858,0.362524411346897,0.0800649207679107,0.401413531930714,0.56616428913704,0.137492056740642,0.880354204293346,0.853521742019594,301.822030238465,0.531482139026823
6,25,19.602295416613,2.49987039784716,4.37712922484478,4.76658248726162,2.273032504558,0.0474436032225126,0.417158982982522,0.274320842497518,0.43755974365814,0.457749973173477,0.277911203532417,0.104022784190784,0.0754745558520852,0.860080169923393,0.512247734850872,0.404037679484906,0.913356873817625,305.290912205721,0.637104596958701
7,25,23.6127756788038,2.41409786675574,4.65680737614969,4.51197909987096,1.84058040501899,0.0586166612820084,0.368019382966435,0.520584305925602,0.504821415701243,0.817668868453687,0.580075891804944,0.119110284069696,0.566926234111118,0.847601384521386,0.135421333196036,0.970503718186253,0.88553265257344,301.861336115999,0.534828731049225
8,25,26.6050372410771,2.75521378918929,4.06714708278339,4.50786179237854,2.10712727473898,0.0484310321265611,0.198187345948834,0.416794786013023,0.779675689814304,0.512800066314122,0.557574598295759,0.00968440698264897,0.265937075722161,0.953236378898732,0.575445088315683,0.889153672101499,0.871947351989783,303.844483771511,0.566843051861916
9,25,27.5651502111917,1.88634862600458,2.56592553043373,4.81987383674894,1.99667242807922,0.0259508806414208,1.09029920201321,2.94786007286542,0.119107591688234,0.594606572658206,0.589941737535661,0.0147093615100626,0.411850293159637,0.715057115864438,0.550930002011762,0.0282630580641596,1.05384357999319,342.917196048708,0.912586758905769
10,25,26.9275530688413,2.3828048560797,3.70955201894424,4.71649307145418,1.32895094669556,0.0446834697398555,0.620697969472642,0.714052686890724,0.978185194959004,0.0708456406731536,0.632725130753785,0.0112274029548513,0.553991774497004,0.87979434547756,0.418742879313451,0.458265107173886,0.953635052263222,313.416717808378,0.622877110106988
1,30,27.0885658834472,2.03377515959119,5.02400721276069,3.86041170494899,2.91591710936825,0.0619233908530174,0.334426722932978,0.451166838104594,0.707905987679983,0.827904909854312,0.0357354484776857,0.0109549290305459,0.253011179616309,0.721655339207901,0.0736395089498733,0.814197344724467,0.869335554588152,300.126883606177,0.498084665344471
2,30,29.6093113343083,2.64057760935038,3.87030733247043,4.41777464530289,1.44833816057891,0.0605186050985471,0.0180146535058661,0.352534208077737,0.487824347502573,0.263995420308075,0.136943985857207,0.0487090062807256,0.205382836447917,0.573797498626453,0.233348842893615,0.966772748958212,0.900966231346987,307.198267731807,0.395273474394938
3,30,27.2760366498397,2.51548361046373,2.97602335083247,4.75161118178381,0.76999485811136,0.0231183280096322,1.03992160549833,3.93507064068029,0.560425232758659,0.463247217403107,0.202563128287862,0.0538594201324367,0.262829345296022,0.120759361348967,0.490429743252977,0.194864389188732,1.02704649414475,338.360048468464,0.938658819644445
4,30,28.9085611999819,2.54124467834669,4.91874176285923,4.00580827583507,2.49444121406497,0.0887580897891815,0.197298806445875,0.435697994213703,0.546604239338099,0.468735877194171,0.153885900834975,0.0125690487781439,0.272712948221856,0.564888847466808,0.380450035017476,0.758580044811858,0.874936796506499,302.154425111566,0.481635162112694
5,30,29.5631713667452,2.14180034787566,4.05476455152411,4.85644606848165,2.6967352940727,0.0195693205180555,1.12178165760071,0.483275150396142,0.625217911712735,0.143311853453763,0.980112514500992,0.0956164153229598,0.282646494972282,0.593922760957475,0.128306962191799,0.61488620869777,0.944334557272408,309.849334318764,0.502939664688111
6,30,28.1244240039217,1.41178115763316,3.93044374520239,4.7486912176861,1.20613223945907,0.00130929702864701,3.11657983877976,1.80815937739088,0.754765757476537,0.791381867140503,0.660818415732419,0.277696814320719,0.41478401734134,0.425385038901437,0.742019207813007,0.830170887971767,0.978166593025745,345.767731185519,1.00021598729681
7,30,28.7445167078518,2.77474204018123,3.8695134443683,4.81038701776059,2.33666451573711,0.0553715112937777,0.950774391167979,1.03684974346025,0.52012118836148,0.649764702154921,0.100557927590668,0.0827316087744969,0.898261268188253,0.972661119070844,0.066167353987107,0.684454002223136,0.916505105727958,312.743420036167,0.631745996690535
8,30,29.8724860511713,2.48325716297965,4.88244721229746,4.57082437909685,1.29115469615931,0.0919676497649713,0.176643979866082,0.644542136955343,0.389811964510415,0.581984972732827,0.161543960643119,0.0321852931911885,0.317797818434376,0.779458612710993,0.802018696205834,0.827348940897122,0.808455911284565,300.885578661808,0.647431867563048
9,30,29.277961168346,2.80399311997776,3.78552924806685,3.63363265027148,2.90544271368475,0.10688347605384,0.200336711322738,0.655207358313634,0.298757841291662,0.236027500683134,0.363464796003753,0.0301931375078774,0.48778850295568,0.488128013685803,0.823989228304629,0.556411517670998,0.824258234146396,314.10833326806,0.570887907628274
10,30,27.2907185139159,2.22108518802734,5.34046696504094,3.4278802721694,2.94771097317948,0.0556671605526992,0.0425634340330326,0.207765102436285,0.22165225430325,0.158336181241104,0.215094609009879,0.0275184475039155,0.0942905233994382,0.827723974787666,0.437431554376125,0.895660928709623,0.873236508985284,300.274910067862,0.53323778218891
