"cv_set","X0_start","X0","Xb","gmax","pet_a","pet_b","sigma","NLL","mse"
1,20,21.5466622535711,1.68898585678731,4.01036536439202,5.02235366216246,1.20482072788916,1.92904420285292,210.144817712508,2.99016975690891
2,20,27.1045324327657,1.87685744958779,4.1072197590052,5.10528014336659,1.14252325779267,1.94161337725083,209.723543917823,3.07005941535187
3,20,25.3669669562802,1.67131594189746,4.29341612149555,5.05018442217644,1.08384009234793,1.93079318564765,209.913913888933,2.91137439697766
4,20,28.2929508780381,1.85132690090434,4.30624894577633,4.9633776868892,0.966740662602737,1.93437745939487,209.710109419708,2.97749348569243
5,20,26.9536957388704,1.87571195248151,4.04822217257618,4.93823115159361,0.94865351984487,1.91129103090823,209.746894214549,3.02987124715054
6,20,29.9132991747143,1.89713105965089,4.28700420270593,4.91216284354,0.909821251016331,1.95419310150904,209.675071177066,2.97027357361565
7,20,25.795260468608,1.85310678233544,4.27202255582877,5.4780657354865,1.51318976051438,1.94966367043972,209.883670083357,3.12150966491226
8,20,25.8320274091201,1.82936404818839,4.36812406475598,5.8265632727366,1.81254009834902,1.94066272543581,209.940005691327,3.13135096028262
9,20,20.2737396143457,1.86235812768337,3.70759372268244,5.0543860052725,1.03520352437052,1.87200466877285,210.293257065611,3.22537108609818
10,20,27.8918354515942,1.88749901404681,4.28823082160026,5.03431471128574,0.985882590227954,1.91717902338436,209.733462559438,3.06026260507732
1,25,26.4762614196409,1.83259243959381,4.25688336982846,4.86903604738246,0.787074378177954,1.93168421420662,209.775972133872,2.97498276536625
2,25,28.7474417427224,1.87055312361068,4.26184170053648,5.02097791747335,0.974834556833531,1.94191374111948,209.662237192004,3.03195280783331
3,25,29.4050357443668,1.8469103257435,4.44455856012589,5.26653170040341,1.18753511060291,1.94154201665769,209.770531082528,3.06950614635445
4,25,27.7844409269353,1.97575309045494,4.02350831701236,5.00430724850764,1.00631615350584,1.96103334494146,209.742417425331,3.11086260910114
5,25,29.7965504032653,2.00547198559302,4.183636418717,5.01846219658646,1.0109375184128,1.90113142027226,209.699063213997,3.09937719339355
6,25,29.1540592531362,1.84711249910011,4.29788071916547,4.9658467838256,0.946513806837014,1.96356722663819,209.691720957072,2.97510106226716
7,25,26.1853192150439,1.99975013276776,4.09933884222973,4.89886387516394,0.801889411384703,1.9040887571124,209.814112432577,3.12285850630105
8,25,26.7041197081847,1.87951185466845,4.05662171146969,4.98149390259621,0.956253738623976,1.97019768469917,209.759369702719,3.06317374143673
9,25,28.6967370807719,1.94825559119829,4.0048012058119,5.01234980951049,1.11751997712817,1.98911577480102,209.854036684922,3.06469964136978
10,25,29.5100825933395,1.88484622490726,4.29098723346754,4.92876654569223,0.896052404265237,1.90813336010704,209.654674847082,2.98384240162149
1,30,27.8753580141506,1.82891745528647,4.36854483517934,5.39711971550973,1.37800289276209,1.94920498429551,209.781582590683,3.07385056663502
2,30,29.0823812772863,1.89714820925665,4.18670558482308,5.19011168874358,1.2089369452643,1.97619958148003,209.74587071076,3.07863631949204
3,30,28.0515449532323,1.88962434048216,4.26470130768607,4.98085270246968,0.927413920023041,1.92530596506768,209.681557688361,3.03954920444224
4,30,25.9826599322917,1.97182043807914,4.06584206011228,4.93684423334684,0.9162564684502,1.88861859567619,209.85741950776,3.10727079516866
5,30,29.2367631662603,2.03133638113945,4.07027585633347,4.96799834245987,0.885801301125815,1.92377877703554,209.710302488081,3.14016825538396
6,30,28.3280505222739,1.92333196702509,4.09526597172384,5.01665958478113,1.0193861022632,1.93103596096344,209.670366460162,3.06964502907988
7,30,29.5728838292049,1.840102959541,4.20419328584439,4.98826698542451,0.960589259948084,1.93966047295785,209.732311738602,3.00069421181436
8,30,28.8801968971839,1.88376013229524,4.52435796189569,5.73717321387031,1.81350012059664,1.90486516022242,209.847165291266,3.08105224908175
9,30,29.1550895765847,1.83458310736113,4.33566587834067,4.9242135543059,0.934324802210576,1.92791263581609,209.713217881195,2.934389753074
10,30,28.2572327110492,1.91141967868852,4.23013420095746,5.07278003881892,1.01022223215059,1.91703252960801,209.707269992631,3.09571963331979
