"X0","Xb","gmax","pet_a","pet_b","C","alpha","beta","sigma","X0_opt","Xb_opt","gmax_opt","pet_a_opt","pet_b_opt","C_opt","alpha_opt","beta_opt","sigma_opt","NLL"
10,2,1,3,2,1,1,1,5,10.8786970214113,2.88788021920171,1.53795314477766,4.11801233582287,2.45974101796424,0.0139901405617993,0.568788841848547,3.22376931247426,0.562360381064995,84.8254399612317
15,2,1,3,2,1,1,1,5,19.6694413720725,2.95166046465387,1.72611401888823,3.60645497841656,1.7696227723691,0.0066371936155456,1.40679405953619,1.7024179874155,0.586081537579094,85.6615829721854
20,2,1,3,2,1,1,1,5,23.3609436186066,2.96752582299904,1.88843896517176,4.34530517834948,2.73664068311453,0.00931447008508929,1.49570625058735,1.83062510977558,0.577164137544631,85.9258082575776
25,2,1,3,2,1,1,1,5,23.5155642880637,2.9723706768067,1.60874430881551,4.06005862667228,2.45071650080804,0.000652789573933337,0.811396141361577,3.29545604831029,0.571155376786396,86.3253575952588
10,2,1,3,2,1,1,1,5,9.51891847392359,2.93806433995981,1.51295722887815,4.14600510427568,2.4096024730567,0.0248024566318158,0.218025900109271,2.03051511968471,0.583154493907791,84.3576617971483
15,2,1,3,2,1,1,1,5,11.4728539475453,2.90382906848144,1.57931715813083,4.05561760290316,2.39690576149435,0.00525583988338163,1.54578194801068,2.65457222182552,0.609116668150891,84.6537595636192
20,2,1,3,2,1,1,1,5,21.1980756813244,2.9585267580412,1.64573643843634,4.09294645982872,2.38780203324538,0.00183822431831204,0.83434633965621,2.95671696244938,0.611396040583706,86.0277044141544
25,2,1,3,2,1,1,1,5,21.5615926739739,2.92373384072605,1.69336035073742,4.34956924418537,2.43779495376724,0.0016295386209083,0.00757161219972981,1.5391717764776,0.583574050780182,86.0824202415134
10,2,1,3,2,1,1,1,5,8.72858768019405,2.94445983015681,1.49448516806412,4.20293915978864,2.63570290128497,0.00842547038977392,1.15967700881246,2.67905740529966,0.572561873295926,84.0226862864454
15,2,1,3,2,1,1,1,5,12.7697720204901,2.76316841007568,1.59467205463558,4.46649467426722,2.8732214820133,0.0361091467862779,0.178982436305392,1.99067726138951,0.55548062121721,85.5531414185741
20,2,1,3,2,1,1,1,5,13.0008743091312,2.90041505736562,1.79050716184208,3.59640427725325,1.28144268194359,0.00782939652485037,0.766424830719571,2.41634858812819,0.576223489822642,84.8886992215556
25,2,1,3,2,1,1,1,5,27.0261631041945,2.99971758507092,1.78086552472848,4.10089026142138,2.126280351994,0.00521758621056135,0.18043656487864,2.03199506765598,0.596190344624218,86.5490993272917
