"cv_set","X0_start","X0","Xb","gmax","pet_a","pet_b","sigma","NLL","mse"
1,20,29.5996482195646,2.29984111602003,2.71402505888293,4.72923305595181,0.906266139525878,1.049420355283,347.512636612076,1.29135099845194
2,20,25.9589040830283,2.25451980880501,2.56388194240992,4.73737524606273,0.913512711575,1.02497231533004,347.633029836161,1.33610913948644
3,20,27.0054867970723,2.30552611767902,2.62571565879113,4.74327592029153,0.891672880131783,1.02470055353101,347.518704784514,1.3139361106164
4,20,28.9027735762418,2.28702920935075,2.60097943044721,4.75451682916123,0.929663325597625,1.02324131636223,347.431597552198,1.31371620895836
5,20,27.2629387558594,2.17688811550026,2.56265573458169,4.75644724282891,0.964415072710776,1.04035084788661,347.73384167092,1.31418685034258
6,20,27.4627038010076,2.34457898597757,2.5899503780722,4.76469544377742,0.901380457464057,1.00308058834075,347.702558423059,1.31153436031086
7,20,28.555253919687,2.43089819669987,2.45315406082627,4.79141075560801,1.00551570866987,1.01559279613748,347.844239546104,1.33148536585009
8,20,20.8031853521784,2.10090780234967,2.50888705708744,4.74914006996652,0.880550655769224,1.05018417099343,348.584933669985,1.3448011029932
9,20,24.2088472343761,2.13686059610417,2.64649287295612,4.72919773209939,0.922019628967671,1.01180900338389,348.011101585726,1.2892231359604
10,20,22.2629129638052,2.3297558375726,2.43917162441354,4.76428578245289,0.96227865515295,1.02096488945035,348.283237725983,1.338645153579
1,25,22.8209011284159,2.32544738607072,2.49801510352363,4.72626005559082,0.909998895008009,1.0161236426621,348.097188380668,1.36260883217779
2,25,24.9990424898324,2.49945679757716,2.53051962377641,4.73211567372832,0.917554241979391,0.999143763481213,348.236432808623,1.34626335804806
3,25,28.9997094101156,2.27372249356649,2.62280329357768,4.7414815924166,0.926733119596345,0.99796091373784,347.496814675823,1.31506831747307
4,25,25.5585367511887,2.22715808895964,2.57686549712689,4.78000158246274,0.938803063066514,1.02132872020628,347.959357705086,1.28469464263924
5,25,22.3854697533764,2.2638203149292,2.51497730736707,4.78841894545818,0.895294833591725,1.04212553325226,348.463734197335,1.3082560417889
6,25,28.7910569084322,2.2148551998664,2.63992695125785,4.76368514514708,0.960436722274909,1.02167589615685,347.549081774783,1.27849623935467
7,25,26.1211949536322,2.15346599029266,2.52307380102404,4.71780447262791,0.995304200918315,1.03808431058623,347.797066559772,1.34372337102801
8,25,23.5225787632543,2.09745579859961,2.55034901234888,4.71843000842996,0.957802217753751,1.02206951771815,347.987318759434,1.32802263464429
9,25,27.4082484406153,2.42415783492118,2.61385697973462,4.72509767398246,0.87048366868848,1.00710588160342,347.616092485419,1.3465725552402
10,25,27.4860444029427,2.39963976341402,2.53443859037151,4.71892503753779,0.954778580975552,1.02588699519649,347.664096211715,1.35240664752386
1,30,27.8986682038737,2.61053651330408,2.62998779757422,4.77856081121506,0.855501508700895,1.0143135754036,347.948944059802,1.2945872557473
2,30,28.9376733270549,2.26716869105243,2.72587578789367,4.74528324999515,0.876989234402324,1.00356357271548,347.571753668449,1.28483615335729
3,30,29.6708117619133,2.24723905222669,2.53240572752753,4.7221914095004,1.04713269392939,1.02169479303068,347.511637746276,1.33661257326264
4,30,28.132209917089,2.24717553007524,2.68450331964164,4.71796330385205,0.90607724939452,1.01256787009602,347.473293489728,1.3094500588864
5,30,29.2566575731039,2.2572057132076,2.6246778413466,4.72555761126475,0.916638934271018,1.04005868241014,347.464611118318,1.33572542915785
6,30,28.6905755480635,2.53753259817318,2.6691195096739,4.72884836117513,0.840609104880207,1.01504493874437,347.587030176289,1.33649668410267
7,30,29.8754241846912,2.15741815543233,2.69255636511628,4.73673294831177,0.933196685990859,1.03707369914177,347.460778552376,1.29663307304511
8,30,24.2905726596391,2.11619582197034,2.56588451506377,4.71495005708843,0.915139696114413,1.02450666108206,347.941938930159,1.34893942856741
9,30,28.8813364236901,2.56062068164369,2.60326703668025,4.76016674101629,0.876255178866127,1.01740561237895,347.517144888226,1.31937044624958
10,30,28.5825643204789,2.63011104399869,2.57896246568777,4.74758653225219,0.855379747006195,1.02592457285626,347.574852227507,1.35141350741894
