"cv_set","X0_start","X0","Xb","gmax","pet_a","pet_b","C","alpha","beta","sigma","NLL","mse"
1,20,9.03715728297703,1.96466845085346,8.70504498745914,5.6622979970848,2.10979482436624,0.00907880613051705,1.33870617443294,0.340089672659411,1.67471107193033,209.208717901018,1.67676898861281
2,20,19.8354173234298,1.8241021526688,6.78994944300639,5.22017992614891,1.25625693906274,0.00768403023160634,1.26191165628362,0.383104361027541,1.97128143602049,213.174388192416,1.93234448536581
3,20,25.7191566491272,2.8439365199751,6.56690030903728,4.86632618048055,2.43198746780922,0.00457240734369266,1.47744249033963,0.223217940434674,1.83733764173397,214.381164619191,1.50127952139228
4,20,20.1849093359058,1.90815836485256,6.73691405346676,4.80351730063151,2.59981739272033,0.00737027583558026,1.3278766912828,0.443578591583069,1.87422056682163,213.544374789489,1.90133462525416
5,20,18.0121552896683,1.94085602312629,6.59064173945549,5.03129555002789,1.30814225049704,0.00487813760511066,1.66053420501189,0.52281177746317,1.7079175276592,211.624635679619,1.86614330889701
6,20,13.1316351217811,2.40092160569364,5.70285761076673,5.9648979509345,1.90539477086533,0.00442520254868192,1.11104181818893,0.121419585895064,1.99868083783748,218.684460157091,2.02887547979096
7,20,14.0226656880173,1.79427606047951,7.48406996814639,5.05442084853446,1.12546306600341,0.00235067677137804,1.77871265568386,0.15855024223674,1.82662420540512,208.010576530925,1.64181945905943
8,20,23.4048883274637,2.56564428245214,6.95520471168117,5.01176231578243,2.23267438554378,0.00659450214190526,1.55468641608412,0.490639975117037,1.7443744976156,212.839570413222,1.66435403263536
9,20,22.4352237380807,2.05171465728685,6.1650538046267,5.14051402802049,2.65569976418527,0.00375032765894471,1.65509180995567,0.371689220715881,1.93616100492196,213.980064614268,1.58362096112354
10,20,19.7157150723863,1.35679693922736,6.61718972274949,5.12687927086593,2.81577090775083,0.00190666248811921,2.01820954019048,0.505538296282242,1.73861733842744,212.086420901251,2.11841607209983
1,25,16.1334171195023,1.65033502750543,7.17461340880813,5.1482087056867,1.37664562437139,0.00172491662162269,2.4177200357612,0.749452896137111,1.70397944026191,212.757832943097,2.56245697209627
2,25,20.4999836112453,2.23161859730692,7.15849847988141,5.68682473241886,1.92036259109577,0.00329733194989596,1.84593783114652,0.455134727824109,1.78872823869845,210.83931185307,1.82994746654044
3,25,25.0350350602707,2.62062479539208,8.63550534413121,5.01640531201251,2.73490784185438,0.0109536098217706,1.40818314414855,0.471118551590265,1.83218657980971,209.288240200231,1.44350986373299
4,25,27.8713220648659,2.91425142109181,9.99214069800572,5.20932308970231,1.76969244258329,0.00791052617964917,1.65046930784581,0.513050935982303,1.60542379159328,205.758797979268,1.6826614217598
5,25,21.9803704239905,2.36179001754314,6.86288930692705,5.17048326946225,1.4389569755129,0.0103571257891576,1.17573062012048,0.393300584907239,1.71466460929689,212.919955895657,1.73896356390736
6,25,25.716871708034,2.16405866579191,5.49433017653622,4.85676785305023,1.17021388847401,0.00359153219668114,1.52044177988631,0.515316313683515,1.91753556602754,217.418406706689,2.11744975274521
