"cv_set","X0_start","X0","Xb","gmax","pet_a","pet_b","C","alpha","beta","ABAM","CANO","OTHR","PICO","PIMO","PSME","TABR","THPL","TSHE","sigma","NLL","mse"
1,25,23.4342872215097,2.87858369175355,4.0907484362003,4.54127881812092,2.35609649032096,0.161149614440127,0.805039445009905,1.28693520188726,0.0214421618431612,0.675039649045485,0.229039889559725,0.861980263536521,0.967348034052267,0.85796911401779,0.0599823780822909,0.704497368251484,0.392312382791357,1.2022521201575,1532.00678969932,1.93517339161416
2,25,25.1849254603234,2.97885575355179,4.06614509200307,5.01743959794206,1.93232796747655,0.155601197936059,0.611430246276724,0.891158097730317,0.0172358078388512,0.120286605871103,0.133766279883153,0.573935198045531,0.164905602941552,0.801895601573273,0.0283723076938885,0.687933066811425,0.195836165621687,1.24819591177269,1532.39223921453,1.99965347657122
3,25,23.748651268337,2.33894776892196,4.16897212874987,5.06799937861433,2.14163968223805,1.94943437855636,0.222811062425766,1.74655256079005,0.0137936615321314,0.325492470687003,0.0580735063352117,0.731061849579586,0.299670974299502,0.501268850667493,0.184787588818314,0.418587682199169,0.0641298845485403,1.30370809564618,1550.7477237184,1.93763256834218
4,25,25.9037003511216,2.75083933988662,4.02905839461929,5.14982484510015,2.1059822530015,0.83318788005396,0.580211999859824,1.71741500934386,0.00471258029808648,0.227363255713151,0.0264803277064033,0.496340164863572,0.280517170311255,0.599123209336264,0.0198994268163377,0.392601739319597,0.119338633935971,1.30929234698558,1541.32368734315,1.91742951597793
5,25,25.7352505055665,2.43661762776891,4.55965782263273,5.11562938345844,2.87644666817853,0.0701472195015409,1.2295754479738,1.14858158468466,0.0404512542497652,0.202481545490912,0.0941692044848069,0.535815302009291,0.064073326260142,0.763817130991117,0.656499583464998,0.385480475618357,0.315349321054224,1.23695367019286,1522.99131377179,1.81271042041236
6,25,26.2704210529098,2.68100546809007,4.09244584455069,4.79386993510529,2.95859030977799,0.140181378474467,0.712998323309034,1.02657541760607,0.0486437826981764,0.434110208573757,0.851132552702627,0.500152418388134,0.159366787665813,0.67827322299207,0.204403630584679,0.652019805837099,0.242784236334289,1.31191749611147,1538.2107134327,1.93705406993234
7,25,25.992749978798,2.87089291627041,4.28278678991309,5.31134944254207,2.80650362539594,0.112913889491301,0.871379849716773,1.11417592497404,0.00675088511735076,0.248269944091239,0.455169412405985,0.389858639845059,0.750895931928492,0.857844559266917,0.871765934013412,0.664246617402411,0.382402267016398,1.29277126874687,1526.18684027375,1.90169570580538
8,25,22.3981012782119,2.29263292733741,4.57215296639707,4.82816882597096,2.24103553709481,0.0353347557844834,1.09765874532516,0.812271055128257,0.000911169877790382,0.581759912205913,0.100853230721901,0.778819940376857,0.875633430335059,0.888032358152706,0.0287728057674627,0.34732770791149,0.511413689531802,1.2156213161385,1519.97536489569,1.808461688202
9,25,25.1638366426303,2.63984434046843,4.62363724111201,5.18348333885743,2.25365035137303,0.19612396746304,0.941661853449272,1.31985028916622,0.0426863912604926,0.403542734339898,0.177608482169951,0.197563503690749,0.49268775051478,0.75477255386621,0.0126351313069048,0.564805527248539,0.234530321457505,1.25900826229254,1525.45285227508,1.87023608243939
10,25,24.5434850124182,2.66988746408619,3.72951553267358,4.65521532506918,2.45363166945549,1.13562509909873,0.149170263329618,1.61058998221537,0.0190271768205796,0.534193812173378,0.0186677517255931,0.817505648985499,0.418703450222513,0.933989252468592,0.0448847777527595,0.792521170587835,0.0629815022639411,1.25435832076199,1548.04166010023,2.00925033642808
1,30,27.9671969991468,2.98136172301704,4.18078678190029,3.92912048064642,2.65025132202858,0.0390638052348342,1.00853010042652,0.825797363392759,0.0102999090398665,0.937094844799926,0.1141131733194,0.530073684137026,0.262998870381584,0.919618156116557,0.327681461253555,0.548250553625322,0.537485324829456,1.25813352068464,1542.55368878709,1.97229468286795
2,30,28.6449038180216,2.67003720378687,3.68774521483107,4.70532990991738,2.90613668842983,1.86890841274598,0.0176966736941956,1.73225176410929,0.000451294768144823,0.271124093070022,0.0196809008342166,0.313480749642633,0.613804317696946,0.626188213753829,0.919630364618135,0.682127632216474,0.0679435152325971,1.23069343066446,1548.26191927684,1.99102849212431
3,30,28.988599988367,2.21442977245047,4.15576703461645,4.57646332667784,2.99105212341547,4.08601533258638,0.438389544532517,2.62077482043027,0.000744485206135192,0.959160274826248,0.283805178331499,0.923640840809024,0.035880239958029,0.430917924025538,0.905244693687069,0.421159089484915,0.0246481610653056,1.29260023940191,1586.3846313992,1.95456650676985
4,30,29.0997146427213,2.5106635639887,4.75150839846609,5.49080022592459,2.65124698533179,0.0766894649986277,0.926078054854488,0.977833175217253,0.00376839696142177,0.284856506680437,0.158911466328493,0.475109633322744,0.3859476425573,0.929087961069371,0.422360677380461,0.770820895142522,0.321865277757499,1.22296445339322,1517.29715790347,1.85468444892597
5,30,29.1638289555034,2.75683954370129,4.16979950563376,4.71916837166965,2.466502899703,0.169250520421718,0.75234355033958,1.24036877920493,0.00888672958155071,0.590179435053241,0.164997185822301,0.589334653107694,0.347548523067355,0.715229551841978,0.713016660762729,0.81373471254853,0.263975100249822,1.2671863028478,1527.77166371647,1.9047350189904
6,30,28.5793378864204,2.61690942965176,3.98058863482609,4.59729316855981,1.57069309507302,3.49799643555448,0.272320809829297,2.15512328910787,0.00331638906348345,0.102316689600973,0.0110012543119162,0.00257753035412736,0.144583783240701,0.37730081482087,0.752115397906906,0.631321542300773,0.0251758783248093,1.31503641322453,1564.26144773492,2.01370977432654
7,30,26.7318458306079,2.79033424874171,4.81001670193499,5.11728161280226,2.77480256827575,0.0479354587750932,1.0586735591555,0.851222754096883,0.00417859683362636,0.613514839360803,0.270715703524032,0.515563631857926,0.255558416081022,0.875115441262195,0.587818932540232,0.444760287215405,0.613916964613518,1.16736012255622,1521.51252893629,1.85995743671428
8,30,27.4902025880611,2.36534010599997,3.90111180346744,4.79818330094224,2.30316886274302,1.64346868530678,0.0361852621023565,1.46350611067454,0.000807732754656133,0.152797612696081,0.0912298158609462,0.337034938011523,0.624381229373595,0.382680556843485,0.260290375726158,0.711174049256946,0.0331840934416189,1.31305132595923,1551.21641440265,2.00781019514747
9,30,29.7995986771464,2.82192593356797,4.24807122819245,4.93284143421629,2.56219951791901,0.23777850870413,0.884199335388598,1.15579799643772,0.0579949365475074,0.378739383709891,0.0696970072726654,0.747329991659962,0.60380375619511,0.471687370866925,0.939892836446918,0.405528303156625,0.132552653388004,1.25727767064005,1533.54409565203,1.9355473744856
10,30,26.6687855382576,2.36800193618074,4.00012685881391,4.76245569093772,2.99616009660474,1.17003396732094,0.251874398384773,1.78053509775317,0.00642946069863368,0.925837033004176,0.0568534726734929,0.710790679549583,0.426439103242615,0.915513799260032,0.154552494262943,0.622204200120333,0.0636668870885861,1.2506363871776,1548.88903952504,1.93107184611393
