"cv_set","X0_start","X0","Xb","gmax","pet_a","pet_b","C","alpha","beta","ABAM","CANO","OTHR","TSME","sigma","NLL","mse"
1,5,8.98760461530139,2.7643635262137,1.96795962890485,4.26138205805934,2.67523922385295,0.333217153270344,1.42383646473489,2.37394209885659,0.0850903363000038,0.0370259174658119,0.229619537554681,0.444209925110737,0.46828597477957,55.5973492903677,0.384827387287256
2,5,7.32509003927662,2.65528841254879,1.86359257974555,3.98826276502787,2.33455859904079,9.6404319091467,0.213895368612968,3.51948487016356,0.0721996219387283,0.0296820430428564,0.296204736048875,0.241114846566663,0.557876268773722,62.251015767502,0.606838752790443
3,5,3.13037002731057,2.60493623153939,2.30377702790625,3.52886600981693,1.17907413101737,2.49960992998091,0.644979180972434,2.60376630132043,0.0918790160246857,0.048693696532394,0.680130519889445,0.266592458711335,0.530183135403358,58.3196598002016,0.534133631369897
4,5,3.92195229151454,1.7150002461613,2.32358930612212,3.42406383816338,2.88587314639337,0.055026260703142,1.58507249682525,1.46585761772386,0.252729225025724,0.293553186527572,0.163572649264243,0.884517594823332,0.479757977486186,56.2965850824,0.331473360212919
5,5,4.84764974200999,2.48241499867024,2.10817664231447,3.76992679887143,2.6475943996644,0.129423375292729,1.72481702523813,1.84363081743496,0.0471412392617937,0.0816467367134344,0.310894399755463,0.616529779679638,0.462338291865299,53.5439389958762,0.323062833660805
6,5,3.24976988314759,1.73289429839806,2.25465463849043,3.826689157904,1.69293911575603,6.34195071707166,0.934433849636853,2.77953644244867,0.0273666163160435,0.0109417763492293,0.140568517696379,0.0666951578560241,0.534617655536037,59.5462981120449,0.582106257329503
7,5,6.3256810985646,2.71234236521063,1.94478974993533,3.78992028262125,1.96465581297946,0.42135712066037,0.990090984111866,2.55546244030835,0.175607582330144,0.0488929995169176,0.198834595552891,0.992484055203226,0.500477632465501,56.6657929614395,0.450173230489769
8,5,4.30444581258876,2.39086753268676,1.9771427234937,3.91731589758179,2.09198281543419,0.525853081770634,1.38230500805626,2.61460804986372,0.0438669438954723,0.0500452315016411,0.709717699996188,0.460853200714453,0.512940765009296,55.3027736297552,0.431001500597744
9,5,2.58335825077031,2.24584504833261,1.87303560509116,3.63412850291618,1.83211711090223,0.553732851422418,1.24750229498405,2.68076572373031,0.0684475013347931,0.0379035213391596,0.310320429658039,0.497184951346467,0.492953245022003,55.6965923421022,0.429698985961707
10,5,5.60577086071858,2.75180819185794,1.92552333429742,3.55501820924446,2.23307930478604,0.211318848109587,1.48675514225755,2.34187921541858,0.144195758527415,0.0230965864642656,0.314557300982437,0.623039342353264,0.484864612868843,54.9666388785386,0.361648306966531
