"cv_set","X0_start","X0","Xb","gmax","pet_a","pet_b","C","alpha","beta","ABAM","CANO","OTHR","TSME","sigma","NLL","mse"
1,15,14.7457482936677,2.99940907467097,2.10019668509327,3.48298077728817,1.39591263986893,0.0375595332917516,2.45795150331979,2.52362375274828,0.0140891780448047,0.0892637486815222,0.54992322834338,0.974685382034789,0.49463677420461,55.4573763534231,0.270819489951247
2,15,22.7957913886764,2.97172262097572,1.92045164116674,3.60258289692468,1.87286442441171,0.107664597166713,1.67861997791352,2.65522480252962,0.370005419017538,0.00187407455782067,0.463169874483816,0.628739219080835,0.470025153021069,59.5655223945762,0.404740334955073
3,15,16.4606428727111,2.9044040528619,2.40709755212676,3.98540001517935,2.82709542792234,0.0917735147671531,1.65101411981622,1.58052514801425,0.129975785067961,0.147767146285828,0.258563178630902,0.584156202082942,0.446127279407251,56.6279916891765,0.317591027420357
4,15,14.6229817678601,2.96083045326787,2.1752069587551,3.82006217531736,2.34936377842788,0.258939953687269,1.31144736494184,2.22804429522714,0.128513590801751,0.0698074235578491,0.518772103702884,0.978100066262169,0.537641139695373,57.5039173207706,0.412972572255312
5,15,15.408911573905,2.96155477881983,1.85438166232532,3.81010302027653,2.41471425354126,0.105839890340566,1.78210192006249,2.78727872909533,0.172294911848509,0.0784368465024351,0.612084357860026,0.667304306366143,0.478255492998241,56.711276091863,0.308712510495996
6,15,14.0994815617576,2.90294382623431,2.10038798699339,3.78323762697345,1.96320124042555,4.1216047355341,0.62811063621838,2.48736934852423,0.0521671788274416,0.01392353769977,0.335298536190625,0.133713946214338,0.459030229366323,60.4792670037902,0.448765901854102
7,15,13.7149786231091,2.8306672700569,1.79561472124926,3.77625896491263,2.91335680617353,0.227556279574482,1.41657214776177,2.82075970844678,0.245007595379849,0.0588198987005642,0.0155368355137998,0.942339656839086,0.465718546731719,56.6581909992927,0.404147163109578
8,15,14.8169098696024,2.83615561919215,1.99786029233709,3.58084933372665,2.27214631156479,0.181629046005293,1.475555584667,2.2540207163741,0.166374028496627,0.00909124386329759,0.261862495918106,0.80192653476563,0.511866552663713,56.5481916671871,0.390076516454751
9,15,17.1237949774331,2.85312643624485,2.09374552448225,4.13510087666319,2.90784118108455,0.0329389155821396,2.09886220299644,1.98618253139741,0.401176123040354,0.0877181187368135,0.415862858237986,0.801160123573354,0.467987131220636,57.0629931910844,0.393353049617817
10,15,13.6888524139592,2.8319479330954,1.99286316419483,3.44460447001604,1.87611335346564,0.0642313081155022,2.08432770837759,2.47020967577628,0.0745768225210449,0.0693546793729656,0.2170087955752,0.881510769827144,0.465105595594454,55.1011435887714,0.262228219932734
1,25,28.9000703036995,2.92521442995194,2.27633756505326,4.05318768451138,2.32898401035797,0.255950629449921,1.98670889143093,2.55691357678682,0.0710946434211017,0.0258065942949847,0.477929132434771,0.231394210066335,0.488541363218469,59.0618110886605,0.386156234260499
2,25,28.8806354362108,2.98634174158107,1.9502093585176,3.74867879604139,2.45199128449201,0.36681154419773,1.83872238474768,3.55292521631981,0.027843497535686,0.00983947303439224,0.221422541268457,0.411839008375914,0.516141991622303,58.6538533027368,0.358417484066817
3,25,27.829433467566,2.96714144451234,2.01478756602204,3.92621169277069,2.46431279365621,0.369425922180759,1.30474777740565,3.76696820449289,0.198059506805832,0.0459439778362354,0.284421998964143,0.782609081782526,0.521417780959999,60.3009397689408,0.415568826171272
4,25,22.5627039241661,2.86960410813297,2.1747277399536,3.43460817278353,2.55364944009819,0.156956898993956,1.83724432833054,2.29153274519748,0.170261076894587,0.041332615100167,0.433503941489533,0.521147721955308,0.508478078593382,57.7084479479285,0.367970451987667
5,25,24.7315682149643,2.9462125637185,2.0162920971344,4.29540579957806,2.59629821069617,0.166330112709528,1.46230662869721,2.95093835679242,0.314937267094964,0.058908787120553,0.778728959412637,0.871922179804676,0.531245171043007,59.4456879560861,0.42636441703861
6,25,23.1974633876875,2.83319683524477,2.29951908516798,3.88878746193078,2.5559110357428,0.119359395270173,1.52480602559444,2.14417918562014,0.29350552888638,0.0338446542580467,0.774919417144751,0.945750394307983,0.543031290659219,58.9208545837749,0.402690771227787
7,25,22.8269353308248,2.87626009095341,1.93101879767337,3.58982507464691,1.98587589523684,0.154604494405994,1.98009393500717,3.47539355519601,0.144658693175176,0.0703616661648562,0.339344982936182,0.653140558333664,0.513542307058152,58.142408503139,0.399222966450146
8,25,24.9737763346655,2.9870866013656,1.90075766513744,3.82218238277296,2.54686807752497,0.160307345594524,1.65225701342267,2.7450092027087,0.208668397607569,0.0283659950172104,0.0191291294383726,0.670400824187458,0.517876469330159,58.0978195563574,0.388135496261993
9,25,24.6286498239234,2.94619040159444,2.23794925856138,3.5668335924361,1.45520123415613,0.249429962687122,1.75160144593422,3.48900647606436,0.1928348187222,0.0803417921702918,0.322864915971282,0.498692519238555,0.511219760227487,59.0510114865806,0.442517268796333
10,25,25.1531383854801,2.90376544883436,2.21783493720124,3.94984606752811,2.82085326429844,0.14727495457712,1.27074445534828,2.08380291380006,0.0727060820832057,0.270813156120514,0.161558300547716,0.993788431796853,0.545890115339028,59.125424491606,0.273222029141937
