"cv_set","X0_start","X0","Xb","gmax","pet_a","pet_b","C","alpha","beta","sigma","NLL","mse"
1,15,16.585017872232,1.8301220292628,4.37589220932909,3.40739672469115,1.30518521706129,0.0447120960648957,0.707732688085018,0.721848714188045,0.826772731003918,251.656112815225,0.426316287863263
2,15,16.5009232379107,1.6651747918158,3.76500250173253,2.99507524266231,2.74032940137747,0.014039366688471,1.10159747226069,0.474038513371161,0.843593633954485,253.084694399049,0.429755310383917
3,15,10.3676643926605,2.0228033391672,4.00402477878209,3.48455965972952,2.75183905741395,0.0286347176664137,1.03178136596325,0.663245100357323,0.829836592335332,254.673742724387,0.397279563524825
4,15,13.8016302404531,1.68992374228717,3.14720907834554,3.68413793770618,2.62628643487037,0.0387413642904913,0.964263603609387,0.974091402284271,0.785660945455688,254.048270058081,0.395112662381116
5,15,11.8212464893566,1.56830520194375,3.45675403102764,3.49635219807732,1.92211932771071,0.0303085745678202,0.92699574705338,0.778425068407325,0.815658838898782,254.216386717075,0.447892364229774
6,15,11.2734269703395,1.66816453407281,2.6646554059255,3.743214434971,2.16182704021323,0.0224228205392524,1.25360690312444,1.02662211374726,0.829455648885531,255.998269795443,0.402995754032064
7,15,13.8437793209364,2.42096676979346,4.15960466856145,3.10693136056989,1.60506948677575,0.0445080038505515,0.795457723610739,0.723558893874904,0.83375208994477,254.287481500426,0.339163955629322
8,15,18.4002096596942,2.10940341300939,3.27648866065821,3.98638617920642,2.90607456789417,0.107560238603225,0.240430166631408,0.94697275329996,0.81538201528624,255.09197402465,0.357175854926845
9,15,19.1638541159156,1.86268392313348,1.81924168372389,4.88342758980413,2.21914462977063,0.000679389626643293,3.15114812029513,2.782801145115,0.920237145778222,267.071611233061,0.440067168338306
10,15,24.1476880805635,1.53002233179636,3.49425528807869,3.26364304755639,2.55267674931691,0.0304636168484272,0.293105885086404,0.511286362024239,0.820679200765014,253.830923190151,0.476613321864838
1,20,19.2994255901199,1.74396714992505,3.61662611822787,3.06884178774816,2.94745151732199,0.0239623123554185,1.28076154737565,1.01727476211133,0.81067609760255,251.556797948267,0.437116607269719
2,20,14.7710255032249,2.59348263002809,3.62469010718006,3.80001430846551,2.15531561443837,0.0389067124313819,1.02093795291261,0.871316878269552,0.819952064717851,254.898803523701,0.357185770960133
3,20,19.6876015015537,1.75594953233479,4.57257686308212,3.4029753888977,1.79867779961728,0.0538751939311032,0.345063116728989,0.542279126519779,0.813263013286981,252.065173489757,0.450603085554486
4,20,17.6732364790883,1.78036907479575,2.41961614350043,2.59917220953148,2.82553686883191,0.0301171413770871,0.849902243383403,1.03946336516565,0.794111904316077,256.880593470494,0.382159253334768
5,20,23.6939887953179,1.30958960158228,3.04376778991508,2.89437605685793,2.62291862377253,0.00166028585923713,2.93956150154325,2.30531948187427,0.791643207153994,258.660196901732,0.542948972040123
6,20,18.4380639702315,2.09673895097636,3.39819931237427,3.63359931230153,2.71673509686681,0.0556184078236109,0.571051199157031,0.80583360091388,0.790315489197161,253.018430889452,0.374624660230476
7,20,22.4162226150615,1.99247329474101,3.38174774501493,3.01016022423403,2.9198289652624,0.0297124597775201,0.715618320740079,0.637067743366851,0.80101174984851,252.207598847815,0.391589529681322
8,20,15.7874476897594,1.71707262195028,3.26199602787436,3.01443837483591,2.51595258497804,0.03847028906812,1.06235486726302,1.14467339244116,0.802953253373269,253.844799972963,0.411195394433361
9,20,16.2311154447955,1.60723320597597,4.77462857989083,3.37955039352777,1.56472448195944,0.0469133960006988,0.819743988414199,0.827307645092051,0.792911591734244,251.54661953049,0.466068388170394
10,20,20.9563645148255,1.76929980682948,3.56660604777951,3.71544878325884,2.09036407383748,0.00992821871207308,1.87812062089116,1.06509188986327,0.839876066389417,253.854759995203,0.454134120626869
1,25,21.3161005518659,2.329321095773,4.17336027214498,3.5529966734269,2.02102637329742,0.0232292212499853,1.32507461772539,0.869427981460696,0.805013850138319,251.973470868679,0.423093696160393
2,25,25.2856423427739,2.12482314881365,3.56882611136683,3.27563512148227,1.92842050464743,0.0264243599869842,1.00689054179328,0.772597544714499,0.82228362975525,251.757500714206,0.376073877923616
3,25,22.5523637060779,2.16885205039057,3.73615392172599,3.16328321675083,1.61072835459993,0.0191475427135059,1.34039068217253,0.838417024385432,0.812303109210444,252.351955119644,0.363583835228477
4,25,24.6415156455914,2.25618285704655,5.25999450423113,3.15757035212236,2.16677128260349,0.0291795582176197,0.874532284560824,0.522680775295077,0.841252168978872,251.17272461951,0.413845398305203
5,25,25.8045539657036,2.23309871938748,4.67870788056626,4.67458624147362,2.74210627726807,0.0384947663785088,0.190096890887717,0.253032514297229,0.814564514724216,254.698433885873,0.470444001762998
