"cv_set","X0_start","X0","Xb","gmax","pet_a","pet_b","C","alpha","beta","intra","inter","sigma","NLL","mse"
1,20,20.5883822503828,2.73769341543755,3.77488437984684,4.99738936938331,2.25904258944024,0.0505674173236824,0.697717007116389,0.120259494831696,0.374347067901506,0.113110003233851,0.926859677820466,315.210012089912,0.644025127019283
2,20,13.9611911367855,1.87884296528608,4.84249875244589,4.41480577746513,2.78261459814807,0.0300072325053763,0.759630721573338,0.231165023542684,0.806620940441355,0.372705220399291,0.932949251393675,310.839445313034,0.638599509038007
3,20,18.1457780085564,1.99334415535479,4.87169387905808,4.56605341424365,2.55406556475767,0.108745210429927,0.990488420724265,0.134482287511882,0.102563861138815,0.062969065030608,0.907055152292566,308.673764023564,0.599635538660287
4,20,17.89341392608,2.20054685598485,5.03192085680529,4.76601374904354,2.67485956362517,0.0294215726160263,0.877918465988191,0.460814522914532,0.993468297576223,0.622317544360427,0.856735456370915,308.657430597728,0.621368913621659
5,20,22.0313623327701,2.36869009758,4.39089530688203,5.18145048296497,2.08743820558242,0.105085112107594,1.05925341576306,0.528154996115899,0.204541750043914,0.0984795425789392,0.91018882975766,311.499605277134,0.679721793830969
6,20,18.6073868451794,2.4845714838598,3.23799563418945,4.85580993747128,1.95467617639736,4.36490076206868,0.483564733337622,1.09640199287336,0.0387503913084591,0.00819837210614327,0.993553222206241,326.379166300185,0.744316736932459
7,20,20.9454435511752,2.38571442171622,5.20819303341038,4.57466279094134,1.64660294428768,0.0487256217249115,0.770379432280961,0.261579108137901,0.358468283696773,0.329853782772333,0.848852804885022,308.19290894349,0.595991745445783
8,20,20.0617805100727,2.32053437747854,3.03654637576106,4.94395461003074,2.1659007216122,3.24573750659413,0.23433222459097,1.13139197852122,0.0705415603018959,0.00361738495558131,0.995303939029429,329.366752977918,0.935220407246435
9,20,20.3765967595442,2.32115775332247,4.49962465471208,4.69934225530975,1.4284826533984,0.199593734025906,0.716713325648341,0.651361307949067,0.201862110832561,0.162324313680119,0.932116408779584,313.641312712809,0.613119959080388
10,20,22.7182353218534,2.81425996085415,3.61658001905217,4.91607158140046,1.40804495787349,0.0519621373526726,0.99958538947135,0.832265941709799,0.571622407577008,0.309937045083262,0.920492702080017,317.71427454286,0.705452058925887
1,25,22.7937973217899,2.69952929253907,4.97721653189801,4.79270469166311,1.51452245468497,0.0289183037958822,0.817762401234272,0.154983756131888,0.539103823392419,0.343697460921888,0.894955233917092,307.365551973315,0.601972894739967
2,25,26.8649061407127,2.25851953775921,3.21982924309717,4.65416685484315,2.10678058149294,4.05663007523493,0.352520530778204,1.2305728329914,0.0513004823616833,0.00655197209887877,0.977689732757692,328.797430268741,0.847634899332766
3,25,25.5605252852527,2.29535459633648,4.64380316763154,3.81300025934006,2.87238692860458,0.0491289967455376,0.653788819274325,0.282753815335009,0.514692913869581,0.24923551636999,0.955993746652797,312.546827077178,0.612892919004125
4,25,25.8388804650331,2.88459345564193,3.29793928248166,4.58400551013555,1.82542618841735,1.57432286260895,0.655045535798897,1.14128570819945,0.079526922159235,0.0168083212579289,0.95970172341242,324.96355568279,0.707153954389005
5,25,28.4971300007293,2.51351488784658,5.11930747735346,4.29704654014449,2.6588086550437,0.0209351163721718,0.655740577255411,0.0332434921736104,0.698155714027771,0.418650385215381,0.958437589050063,310.658436612741,0.686055319083877
6,25,18.6221865859937,2.8244797823183,3.50439393726608,4.19366513091672,2.95639455464703,1.20687435807938,0.345997149299703,0.534196397863993,0.0523728691266987,0.02093630389472,0.922911974919012,318.027969222364,0.639760366057276
7,25,23.7386361017323,2.34499073487196,4.81955049134596,4.77154272487092,1.22774226256072,0.132752607012109,1.15402882479099,0.742000635738234,0.15819924219309,0.135502540981813,0.869248675741367,311.141899497766,0.658178220458937
8,25,23.9255936684469,2.65476790531277,5.93401890164361,4.79088224155433,1.61221508096245,0.359994368615234,0.858443784988262,0.301273815868655,0.060083721077374,0.043391538909788,0.8115935627061,307.128261775323,0.65405946494459
9,25,24.3065557344515,2.27120023355185,5.36541685590768,4.84955350799664,1.89551355096336,0.0189708677117188,1.07566472333883,0.438424702306927,0.835912954283127,0.773395162699353,0.872495976877997,307.747820698171,0.603772702097323
10,25,24.5344566872356,2.85415428197112,4.55518129665322,4.7541926031148,2.64369705473111,0.0547944961763276,0.70224263025426,0.471945565681995,0.70661025875988,0.321137046319071,0.884694049970917,310.53462648634,0.703232492165546
1,30,28.4824285609889,2.35370687173714,4.76564869694949,4.89931104138172,2.52256711299496,0.051366297839006,0.939873248272873,0.48555991816133,0.425487822344738,0.294685625696346,0.914959488148675,309.828772699037,0.649413191687831
2,30,28.7136631645222,2.60167230936644,4.68138859957752,4.58398365210199,2.43207860241586,0.069668437245106,0.739630000560947,0.07573396774906,0.188767305949691,0.120737238698342,0.876752444292864,308.745029217448,0.628000229477853
3,30,27.7869660522746,2.96050083387608,3.69313332107762,4.69974896346882,1.87875434486845,1.27820429425547,0.476425817044816,0.746800678758619,0.0767003124259355,0.0175711165892158,0.85608703501923,320.404084123584,0.709245863283026
4,30,28.3387619076864,2.56708097393906,4.2627000362673,4.77494112071259,1.38908514411665,0.109986528715155,0.93738869550461,0.37312720155101,0.143645667582911,0.0838377753565244,0.863588893624354,311.878724168746,0.617962906572309
5,30,27.135058820162,2.07944607255928,2.69998963380453,4.82926396351688,1.04893841798481,0.0472813256361752,1.78828376728873,3.50809190241404,0.407433648683279,0.00925152583976557,0.978706065561765,338.025061604061,0.896025701680781
6,30,29.3067958487443,2.78843484189664,4.62937600010123,4.35215183390068,2.50897671717044,0.0698739782241708,0.74309659402246,0.326258836983557,0.372194547967391,0.192266385787757,0.858457498099491,310.10238257862,0.585548241360519
7,30,26.4868273960042,2.46258522387559,4.91903406366097,4.57742812847237,2.45287265186322,0.0704749266267324,0.766773055980715,0.532083273355101,0.56884671916314,0.281503945480295,0.927202355376178,310.08911068313,0.670535179558175
8,30,25.7366072315803,2.76501440979044,4.37688920567353,4.5463877459493,1.68996237178156,1.08153078242991,0.556788132236857,0.529224439428558,0.0476848630789112,0.0217050420867076,0.93780212685986,312.638134604822,0.632224433678294
9,30,29.8105573468215,2.87278888197626,5.13099216783145,4.57952461310896,1.86213939731952,0.0226113829589739,0.681667740469975,0.240157223878409,0.984915442225017,0.71346084440033,0.935876892570467,308.623377032355,0.594241437809366
10,30,27.4642665341718,2.3136519662144,4.73207308548176,3.77402964678226,2.45055903033488,1.52765430481206,0.326205510859096,0.493475410052807,0.0394369095188604,0.0226176364116819,0.940290256105485,316.390750191359,0.621590237318464
