"cv_set","X0_start","X0","Xb","gmax","pet_a","pet_b","C","alpha","beta","sigma","NLL","mse"
1,25,25.2670528573587,2.67802810615609,4.62462865117002,4.6350193085216,2.47942274471785,0.0276505333927852,1.26957746225743,1.13302781577506,1.31270683918253,1609.63373056196,1.57803194290456
2,25,27.2392653917465,2.8629179810481,4.99603811051353,4.71171652780318,2.62398258577695,0.0321193291847263,1.22816216459986,1.10837747669909,1.35699573299287,1608.49052041862,1.57381900818785
3,25,24.7181559956272,2.58817134284061,4.52391361124605,5.04409714441501,2.61568942805242,0.0173907332088209,1.34385600378266,1.00427907738775,1.3340556854943,1607.08137355093,1.58761447764456
4,25,23.2966884654721,2.63717302017261,4.82973032348973,4.51324949168514,2.66203943454142,0.0328506488505285,1.04173408749258,0.981549668359342,1.37690322493779,1610.53956785017,1.56684317561001
5,25,21.6514113084961,2.41362496616222,4.91208867370574,4.49139588623619,2.66441165113689,0.0162115811296788,1.30735806393473,0.863735367109665,1.32965807842833,1606.32968383437,1.60179280565612
6,25,25.6912113786589,2.64039846791213,5.20743411397,4.83278487083642,2.62983608158571,0.0220365796760188,1.21235764707281,0.875621041231152,1.30040696468743,1604.25240485944,1.58021472564833
7,25,28.7854487483581,2.8178518313361,4.86805368419961,4.6519471704734,2.03532504813395,0.0317804402777186,1.22546094792396,1.12587940656463,1.4119351195727,1610.93860452498,1.58227169114782
8,25,24.7813658013994,2.84573254584549,5.43769078559849,5.2446900146103,2.80540492802243,0.0146375344144581,1.52741444321997,0.894492155231738,1.39108681964024,1606.86585078072,1.62530912480827
9,25,25.5839639109316,2.82102064509831,5.2834813341932,5.04377032595024,1.86518243787603,0.0197901336273375,1.21548362264217,0.776037574892202,1.33815618188071,1607.14992584305,1.61316530922379
10,25,25.2867146227638,2.46974938206961,4.6053550342195,5.38741499696706,2.84219594952875,0.0127467154572397,1.35329730329299,0.924578507976457,1.35074960977549,1608.10212401219,1.60029980540029
1,30,28.8836403109016,2.95033165731963,4.69447515785976,4.94329946844718,2.7501370309209,0.022473848788365,1.2315535095216,0.943871542991111,1.33574234649852,1608.394355684,1.58000192494841
2,30,29.3182237192089,2.70994413044264,5.17370791232624,4.71173539525277,2.47306221167347,0.0185118389539895,1.22051440627994,0.78520470520282,1.3477605446463,1605.84565049477,1.59513033783533
3,30,28.4533025320622,2.64994419060106,4.26651568172947,4.76520072187556,1.94850269093621,0.0119408986385658,1.6210770680168,1.14298028758861,1.35770136557721,1615.69965000555,1.63503716751418
4,30,26.9624819255382,2.53299246857577,5.40531302583386,5.17053096382587,2.52669417703931,0.0167081590146586,1.40950763902003,0.936019696595662,1.3837389828919,1602.9909375084,1.60257316812487
5,30,25.8178459095402,2.53558492013824,4.84090450937395,5.12871484895076,2.72256397675961,0.0105289133957414,1.15261192178705,0.589345641578635,1.3543361043645,1607.82670635939,1.60808860715979
6,30,29.2987409623104,2.63608481617813,5.64142596578321,5.15683447059974,2.28855239180952,0.0242662851337905,1.22432136511428,0.939365273724581,1.3266605166075,1602.39183568841,1.5887456164145
7,30,27.9433427467973,2.64165396587614,4.31048308852216,4.79432391061421,2.66318881733202,0.0160782155082049,1.2952590498986,1.0124408806818,1.33240114071721,1611.19954580572,1.59410908728395
8,30,28.6257137527101,2.81002962721353,4.52061411117533,5.03504648403567,2.98300474079384,0.0167292638168496,1.20155862718205,0.845243322783891,1.36384987619841,1609.3405571537,1.58528125619098
9,30,29.8277202810432,2.61351103853907,4.68736871576387,4.59840842565285,1.53692529665379,0.00835346476937202,1.17908444400748,0.527420149869058,1.34829229225146,1611.81572179355,1.64988161083019
10,30,29.5429659729531,2.60357142118728,5.19655271159211,5.4820344803925,2.97197882413966,0.0136188597821071,1.39495533056589,0.936683155033498,1.37921554253212,1608.44253390769,1.61659875739602
