"X0","Xb","gmax","pet_a","pet_b","C","alpha","beta","lmd1","lmd2","lmd3","lmd4","sigma","X0_opt","Xb_opt","gmax_opt","pet_a_opt","pet_b_opt","C_opt","alpha_opt","beta_opt","lmd1_opt","lmd2_opt","lmd3_opt","lmd4_opt","sigma_opt","NLL"
5,2,1,3,2,1,1,1,0.5,0.5,0.5,0.5,5,5.10911839964172,2.07921984712397,2.34282799098805,3.94960490484182,2.47759079527925,0.0162200753953354,2.19421921767762,1.42244589349983,0.0458972962583779,0.189280579329337,0.796324117426503,0.939900492728109,0.518915482038052,75.0361771585961
15,2,1,3,2,1,1,1,0.5,0.5,0.5,0.5,5,14.3038226931041,2.74541189173427,2.51323115224222,4.58212451052886,2.80355801267897,0.0459731368118307,1.20999113574844,1.05448625993797,0.129638488697584,0.307629756532657,0.385575320962749,0.743119942250163,0.578039287652002,82.4404595864213
25,2,1,3,2,1,1,1,0.5,0.5,0.5,0.5,5,21.5815154838395,2.84887414030202,1.85530487594546,3.62707221941535,1.59720774881049,0.00451231707811268,2.04408925321403,1.46972114441012,0.0548656599301776,0.201203514813105,0.0775818386378659,0.760673522700041,0.518127017209363,84.1447886037241
5,2,1,3,2,1,1,1,0.5,0.5,0.5,0.5,5,3.39059658579,1.211431057327,2.4072314429006,3.96706318310746,2.57414637443593,0.587681764014896,0.693717796466909,1.52714308272878,0.0303690039724715,0.126866652743013,0.299266651621976,0.369448229492585,0.593493301102672,82.9011681154459
15,2,1,3,2,1,1,1,0.5,0.5,0.5,0.5,5,14.8302686906991,2.73414690568971,1.70771530957708,4.02436417267651,1.96926127211312,6.14058173837094,0.122661546749061,3.27705478219792,0.0248977687813195,0.0531830702979917,0.741737611187031,0.00402964896840933,0.651462849116993,88.2017180858023
25,2,1,3,2,1,1,1,0.5,0.5,0.5,0.5,5,28.2503433662639,2.99850557375672,2.10308366816908,3.8937598493563,2.03817842625205,0.0447773776744256,1.71455400616111,1.63101258839996,0.00663859555007963,0.0377019893841839,0.398665988582557,0.481429942287076,0.509140157780031,81.2292671636031
5,2,1,3,2,1,1,1,0.5,0.5,0.5,0.5,5,4.22427531501525,1.23371089153426,2.64810041609496,3.72830162070083,1.47926209750494,0.0303603148355103,1.9439090566799,1.4099399367817,0.060284637580944,0.191758848648136,0.706532390067701,0.668303129699738,0.581565097520538,77.2206991485221
15,2,1,3,2,1,1,1,0.5,0.5,0.5,0.5,5,13.8907430820336,2.82714137632852,3.68650737400617,3.35676396601354,1.37394201551377,0.0237026829921313,1.52145816642661,0.739254415739703,0.311382836645803,0.211003142985996,0.576823259997714,0.934083780740661,0.540883130673804,80.0681248787999
25,2,1,3,2,1,1,1,0.5,0.5,0.5,0.5,5,29.2643953268397,2.83213474184879,2.40120720469237,3.72286260938448,2.51023332836948,0.0708256398907563,1.9541536819615,1.85387817839788,0.0246464636925197,0.0915963777485919,0.55115266779455,0.589244880555718,0.595077450152539,83.8600275237529
