"cv_set","X0_start","X0","Xb","gmax","pet_a","pet_b","C","alpha","beta","ABAM","ABLA","OTHR","PICO","PIMO","PSME","THPL","TSHE","sigma","NLL","mse"
1,20,20.7220825443274,2.7198126450807,4.45547439480327,4.77128241764004,1.5712451099972,0.0686285657044216,0.465695368029378,0.567108119005301,0.374586230473879,0.175388785009648,0.0924374496224291,0.0452952201421843,0.285388301815638,0.786620957470213,0.341102605020148,0.743988556662414,0.92078532951855,299.183674063857,0.749251247150217
2,20,18.6289980739645,2.82539334759043,3.52934859306803,4.93506879835387,2.80029122744998,0.0438749252348085,0.754820243006474,0.619443747053401,0.287565771619786,0.577211171314645,0.180818502249327,0.0278197671503181,0.0105418469843187,0.809871396366229,0.37387292898708,0.539661622191834,0.922891725804009,304.818404831609,0.783132857289929
3,20,20.1757506163803,2.91254783384471,4.4420344262894,4.7542982166225,2.97160828510661,0.0590463188105231,0.765089943181396,0.752808251485511,0.859397007551936,0.839698027922149,0.169143874469283,0.0584335767907918,0.489407724327604,0.995695735488301,0.799903691616175,0.755442442695782,0.987533715823759,305.265899117605,0.80967932217781
4,20,17.1606678381108,1.33157311202724,2.99073246700531,3.42112334736363,2.43297706741353,7.06229963943791,0.139420157757833,3.41973716114667,0.013278237217247,0.396715207754968,0.592190519271656,0.0255943925531526,0.194957120471968,0.291733466855661,0.226648088189251,0.00154029324959625,1.29931874341858,362.119582869388,1.41888277839072
5,20,20.4587729935546,2.0797818833669,4.67128530886483,4.49065801449234,2.37698764449199,0.0250623406841901,1.04378685902518,0.62286112045151,0.538922710974174,0.497437112980757,0.473626844204442,0.0607942356547102,0.545443454501077,0.982127235459001,0.826592043769606,0.865484423814264,0.968258174295594,300.441914631387,0.766791249361991
6,20,18.48891175085,2.97298006547487,1.91447630224805,4.89239311854652,1.45490947695647,0.000222440789505303,1.25525285945819,3.83966509642555,0.611140626280018,0.474947662532314,0.882673628556003,0.0123887760962992,0.396202439266535,0.344986459970772,0.721242937587927,0.607860457583249,1.12453596192514,340.037226783853,1.10876199220496
7,20,18.7240109883722,2.1855396387583,4.68386632303094,4.26443884660924,1.5107226670817,0.0212637450450596,0.374936717204215,0.0472200153934229,0.410479795491676,0.0571532314047501,0.260430979880465,0.426341126746833,0.963424157919724,0.684555118757702,0.933356383356737,0.763423485836047,0.943423207023638,303.409453210219,0.714894547738708
8,20,17.6729015920489,1.9848372951098,4.22772565624518,5.10531599335205,1.9590340922309,0.0229588830631452,1.05733927051019,0.609373654670121,0.535156136054357,0.570668136580294,0.0854976896401179,0.328128824846293,0.00783342197943444,0.977072535940598,0.435501123321554,0.883801533686559,0.983437190422459,306.063100058931,0.856957835860037
9,20,19.7546615687803,2.96476458823719,4.25265052362704,5.21870111569291,2.29836119634502,0.0524687636968222,0.764822966211131,0.749346101962018,0.414260703292641,0.653555526326944,0.217828595501309,0.0124999472317331,0.0916411970729644,0.972729939988149,0.49400965634846,0.919943489981504,0.880221071198423,302.649769823632,0.826514193422053
10,20,20.6249242979387,2.80596370474659,2.6012023035667,3.12018902046648,2.45115942952608,7.30229731163939,0.0441588039926452,2.50527972548488,0.122941415498748,0.104649267016128,0.650981557048735,0.000227351949545877,0.186749067573375,0.178665445052341,0.0415865428706946,0.0283460571676672,1.27412335310199,365.208182790987,1.37726617338125
1,25,26.886445782235,2.41088082480967,3.81567350890759,4.09341645191807,2.4007676753162,0.0985299313343788,0.522827885542227,0.885618634845932,0.348640577366915,0.286374435003449,0.489213130037197,0.0795628067182735,0.150035712850497,0.392055057018163,0.562840005404884,0.93631678095353,1.00089441102396,309.390402423558,0.849382492105914
2,25,26.4635000872408,2.73270787813832,3.85656902693558,5.21881587248169,2.30271791446583,0.0189612226152517,1.01205962093585,0.624122597899031,0.34603937840564,0.918777739693081,0.861110142488723,0.287876753868259,0.0046098364537624,0.99528619609712,0.654361884176695,0.877693062667133,0.933416941633302,310.373837297151,0.818832840591792
3,25,24.134011800501,2.67117410740048,3.59488367088358,5.02023187286693,2.47937584185703,0.047483596627367,1.07208997934869,0.881148750046575,0.432535204402088,0.322747204316733,0.08304185309808,0.111820961421341,0.662554990831895,0.534377404563822,0.375504620403405,0.578798662827782,0.976438981053695,310.607208024752,0.858584208043664
4,25,25.4416986063708,2.70640385312824,4.31221855214084,3.72310466981105,2.45921377898371,0.0546763154153271,0.323096565964007,0.406388116638339,0.321996007292827,0.143112906317425,0.641379726755261,0.0154593057936013,0.498297066854054,0.697206762862784,0.578021055742662,0.793305725317906,0.887826801801831,300.671685993193,0.748743864583812
5,25,25.9837274166422,2.71197887313002,3.98244924211439,4.15362738279308,2.81523953507418,0.0324537013229184,0.740855984779765,0.47182148033101,0.490635883301402,0.695019397659627,0.412204311031838,0.247049544305451,0.388106836617952,0.770621474708279,0.672443553236204,0.745491812096763,0.937676659384257,305.153268689666,0.808997392417509
6,25,24.3928893388278,2.55607584388143,3.6374728621502,3.51144551198207,2.70366124203861,0.040197439476956,0.421913497359827,0.543771085835825,0.208848903698032,0.494856537600566,0.232923214952371,0.0605059711646143,0.224979053214863,0.891141223732544,0.0340139781128431,0.873434433629859,0.923039289404921,306.775063216563,0.765565875006459
7,25,28.2404667032922,2.08944797762467,2.3967095404051,3.63122914856408,2.99080309233676,0.000997814772487798,3.11901702675267,2.23672526585286,0.311811996363977,0.925403356357894,0.824828176419821,0.11784159820779,0.928180787805419,0.218615551600793,0.923636845532075,0.174826653216691,1.08129124775478,339.786919907115,1.11182114154471
8,25,25.2353216339695,2.7562560731578,3.89648757386875,4.29884487488403,2.25857546579638,0.0299459172235582,0.485989512312903,0.333164018726644,0.363132688756331,0.360255476041853,0.0609779427805873,0.0533901346594845,0.175343975230602,0.960216376221253,0.16088133309555,0.741451820860559,0.917806293305924,300.700628836667,0.711879635046371
9,25,25.4704331747776,2.5656871423486,4.03045604594519,3.92630974057485,2.22282575861971,0.0195866679047452,0.36966990330307,0.100432791976348,0.681812538675681,0.41770006850867,0.173761407140919,0.290340252251288,0.500990849125306,0.740463499120959,0.393249890401645,0.945249792785645,0.91906382012143,303.419129372005,0.756389404374572
10,25,26.3714191620135,2.69419849455164,4.39920631662149,4.697083703486,2.93937506633027,0.0470337566419982,0.73128646070258,0.663455055321326,0.409292823847834,0.217459510558263,0.133300837551779,0.161928114266141,0.0126008063738267,0.934302113743757,0.704991351230531,0.914945986286406,0.874081901310896,300.087098904448,0.794308478303165
1,30,27.5600106701597,2.70045462073582,3.14838113013085,4.47391591535065,1.96544943648906,0.0412384537144644,0.239025870308836,0.315675704855661,0.495457018706071,0.464700396512153,0.333607484002683,0.00702575891433858,0.308352336926117,0.434677691622629,0.0866492290174677,0.744456867494329,0.971446865120313,311.670212576932,0.849925036640415
2,30,29.7282537601809,2.89107708487221,4.85496555322288,4.22201729946975,2.40758747721373,0.0414023292059286,0.656827792415642,0.311642869273893,0.207219945541769,0.469327118598063,0.107088069418212,0.155082059614297,0.529817876364313,0.530345561858868,0.151505900856061,0.670211950863419,0.873747633072422,298.574735569846,0.761152229562619
3,30,29.5416630316597,1.50271719910318,3.15876877605944,3.30327208053559,2.88080141496428,0.00295345147186146,0.223604928921389,2.99933149364277,0.318534495306648,0.801168895413942,0.182051224892135,0.00755299490507022,0.151777711061372,0.0159440773285807,0.0540503535908159,0.979760844606641,1.02630890610401,337.989139263746,1.08183501566635
4,30,28.8081458623075,2.62142077372395,3.67834587352473,4.79765820452695,1.91136089354514,0.0210510115957234,1.1622135922557,0.712831186761613,0.339912943263552,0.911817674217405,0.0383669100299384,0.100069260427138,0.196461467008889,0.861309348589176,0.286834276857817,0.991009676050686,0.905817439927357,306.567979597408,0.886260444315992
5,30,29.7250730881446,2.75238030521098,4.12304163845156,4.39894748133084,1.68779696712347,0.0376017770468488,0.256350451053027,0.294511320788004,0.79291760943663,0.0930743159973831,0.401471216739647,0.190216163414707,0.946174744158365,0.832639401971457,0.760569408112924,0.806168676109147,0.973630424338199,305.338785357967,0.759824292606936
6,30,25.0154228819005,2.10412450168977,2.63364262022905,4.05043030668302,2.72018414322859,6.83868513814046,1.2162910498199,3.90035444489861,0.179232483472507,0.225110317613471,0.00502910499193803,0.000881911026418124,0.389396282005276,0.0195022169552425,0.0874190357216904,0.147041493855269,1.2940419113236,386.64065357284,1.60270029796286
7,30,29.5858059776404,2.50271921332531,4.06161579785088,4.42512691471017,1.24347544704376,0.0423373556018273,0.178108672646952,0.223502532276031,0.133230056797899,0.302411800133376,0.105346714190719,0.0294593604274054,0.261920182880106,0.0876842908081815,0.695507764517151,0.951991930732323,0.88387511798118,300.117098824436,0.795651330652927
8,30,28.3698085962196,2.40648694001986,5.0481525071726,3.85044825580699,2.19329572308035,0.0534961944479637,0.476767748705362,0.486290954799981,0.426679527627549,0.802967171195909,0.376577680262835,0.024097964662028,0.407409991004888,0.677406676548183,0.688336256630336,0.905298224410701,0.891624136761147,298.303567471437,0.737960489316998
9,30,28.9118904026539,2.69665733306432,2.0235098938221,3.24682370853781,2.99399373080279,0.000346839825077057,2.80419375563192,2.67138090016145,0.341047958329415,0.336503795996275,0.710314829349922,0.499399733422096,0.848911378647659,0.247335418156383,0.632104316404134,0.320173086295222,1.13813862647909,346.076887786723,1.15584768095546
10,30,29.8305436464358,2.89310127859608,3.80447143356045,3.8625931039167,2.27947858939313,0.0619249386462464,0.132905959669913,0.444651531391581,0.23034971406187,0.239311367105638,0.503481022351598,0.00526819995249349,0.464810919135579,0.359257669222237,0.521109775338688,0.997619226330869,0.865615738570849,305.743629155405,0.814328461288796
