"cv_set","X0_start","X0","Xb","gmax","pet_a","pet_b","C","alpha","beta","sigma","NLL","mse"
1,20,24.0222804718435,2.72028200405399,3.3039210271349,4.73163450396664,1.06501082752765,0.0127569404562848,1.45736184174007,1.07302512086306,1.01659337235467,321.6045618265,0.961733118832252
2,20,19.1482445841888,2.9466916103181,4.30880393706527,4.49823140003861,1.76265395077424,0.0203152091627987,0.572428189398201,0.270508635058786,0.984748371864618,312.484185586664,0.817550792255653
3,20,16.4410432671015,2.7393781876007,4.792790415011,4.54141413771592,2.26171923316225,0.00925177133062029,0.947807933581082,0.0874767012045687,0.976255724175055,308.714184590506,0.830409897424107
4,20,16.2821618675414,2.04945961136179,2.65887834117967,4.79653445102686,0.782915268059502,0.000315740166995713,0.443076771112398,3.69795673276652,1.09636595642678,335.394684048811,1.02153272260464
5,20,19.9933565090143,1.32906663629256,3.11490590964301,4.60204745478568,0.997783244487833,0.0013353760492273,3.40549531106676,3.6193597175094,0.997897819198153,346.331206182936,1.22824304899898
6,20,24.3461509522601,2.30586573106912,4.20885539287884,4.43298102907109,2.17651346871245,0.0206408240861003,1.02367986091859,0.706310677240058,0.961222115456877,314.324441017106,0.837896237617191
7,20,19.4331501958165,2.6493077622264,1.99332136710309,5.33778260435724,2.41964354753281,8.4322715872877e-05,2.35731085003914,3.82233877276561,1.1475832076848,344.34390800258,1.13541339059004
8,20,15.923235989592,1.50891495136575,3.22423479024604,4.71515234627002,0.67708042903256,7.0444427734706e-05,0.762942517030453,3.51331070841329,1.11537504048693,336.103143018095,1.0015570059746
9,20,27.6750785567976,1.63558921919534,2.77067882003076,4.39046605034878,1.97314791158985,0.00131692505369571,2.48841047420414,2.00626654975974,1.03039119595412,336.248811134726,1.10005425873021
10,20,21.3281994213348,2.77020070274368,3.8455741759624,4.58136571549624,2.1781299356838,0.00854449948614928,0.954638733152644,0.151345523363582,0.926444112495744,314.187691058295,0.893776807941982
1,25,20.680942015195,2.4973745687417,5.50341826357049,4.07286878856543,1.65693836709117,0.0181853908653515,0.685223719989168,0.227870912987215,0.942604431853663,307.867600783715,0.748122304604229
2,25,23.6081011413251,1.9653459358927,4.25042571845952,4.38126666927079,1.25405492935144,0.00870371754113522,0.815651083348732,0.199171009692619,0.929866694407264,313.736984563472,0.817744963223939
3,25,22.098877105322,2.51322722289848,4.53580394001476,4.34940714839554,1.89600631533475,0.00951099787328913,0.996937287479821,0.175040656466135,0.955450710402067,309.846443782469,0.856520183280966
