"cv_set","X0_start","X0","Xb","gmax","pet_a","pet_b","sigma","NLL","mse"
1,20,29.1733411770821,1.58621936917782,4.66799915654755,5.29848116325568,1.50264052695959,1.9540107167544,222.746706264733,2.97396156390546
2,20,29.2962902659922,1.56680883274859,5.11055152244318,5.80595382975114,1.84845407755116,1.98386999670423,222.654049349076,3.14631294259957
3,20,20.4444862980224,1.46566227733518,4.37625953122509,5.56139128064849,1.57154157414469,2.01683505250851,223.104388704255,3.08290557662813
4,20,29.2246759892249,1.59674935417788,5.28014729916845,5.95849429699313,1.92839018456293,1.96532892380821,222.696284913607,3.2475179750453
5,20,25.4452648704101,1.61476627496171,4.21965951354107,5.2792128675693,1.37975608182421,1.97566379659285,222.91282341826,2.79438856465549
6,20,23.242314934273,1.472284259929,4.42267900477818,5.33161258265139,1.31338524496379,1.97031653342126,222.980141895612,3.0501099680752
7,20,22.0919512557154,1.44190731089431,4.47358038349934,5.74232290915923,1.96602068544223,2.0190912639658,223.008856641549,2.94614485477292
8,20,28.315595903023,1.57015384137727,5.19214680346548,5.88496584854606,1.77034732955251,1.99655708159115,222.695431148479,3.21921110549326
9,20,24.984527140766,1.52303521413774,5.01725564811502,5.98613111802423,2.03445817572651,1.97385582699875,222.861049094531,3.2119646845924
10,20,21.2003101811724,1.44023776386169,4.15717760079443,5.42289536796545,1.72343334501359,1.97640769057748,223.117641622949,2.8057620433051
1,25,28.8634965037274,1.60774040759712,5.16140129804941,5.97413320466702,1.87303179598571,2.01155718312433,222.669817240945,3.13242983742514
2,25,26.0008529915759,1.59920348012185,4.87411720818934,5.84036976414256,1.71847930477328,1.99711023183041,222.786917494986,3.12500266613529
3,25,29.5950168106094,1.56891981321033,4.86134647080684,5.46032028522434,1.74227454953364,2.01609088591077,222.810680151421,3.06632423287097
4,25,29.6141143731503,1.70022346299072,4.87628689563707,5.87439927127307,1.82358259836399,1.98211944306869,222.687512619212,2.99119679845991
5,25,26.3525551091085,1.56807797687459,4.73088031863736,5.76372011833847,1.97548018405205,1.9644943673943,222.790991743858,3.0140477510059
6,25,24.980646331414,1.49213139137952,4.78938676313736,5.70518772350791,1.82589477172895,1.93495512570956,222.875008126283,3.12131643258065
7,25,29.1198803543486,1.61881484504904,4.98456815801013,5.86577825583024,1.97275929481222,1.96402382499813,222.669814833259,3.07123122155753
8,25,24.8304807670055,1.62318800981479,4.85869289844198,5.75811416252279,1.51249424696375,1.99793817341386,223.037949484244,3.26509442246244
9,25,25.0507997791466,1.52278653362052,4.31117465599553,5.13181305382068,1.2057127605461,2.00426606903729,222.959627143838,2.8455447816196
10,25,29.6834383534581,1.60122602889798,4.70729375488757,5.46950213732698,1.58583439432443,1.9846616504795,222.667130707481,2.95236635642953
1,30,27.8761316175257,1.55865522733177,5.0378953859044,5.83822872267099,1.83061639972119,1.96674623289391,222.67838012804,3.1360991186219
2,30,28.9503781315465,1.64624887207555,4.96368218388932,5.8777693136669,1.89074484423219,1.99523190617313,222.669897081399,3.0699778655758
3,30,29.2066790495457,1.64251705674456,4.63844555744737,5.46822702392373,1.62524604392198,1.98681443913278,222.689233903577,2.95689536911608
4,30,26.3191929973616,1.56092983555638,4.70065558963577,5.83367759967517,1.98946961014474,1.99423475844692,222.756820928929,2.93345410571177
5,30,26.5784777432921,1.56372973905241,4.50882316123727,5.46675319220337,1.61072528359344,1.99055938244739,222.769623827538,2.9094492391961
6,30,29.757340500616,1.66802183884853,4.71373119089453,5.7227058315697,1.8960100995954,2.00556429680507,222.703217859781,2.90456358476714
7,30,26.7408300651749,1.57502030867823,4.86951860290786,5.72669299050401,1.80446082629654,1.99131861284115,222.773038369749,3.15231796631401
8,30,27.9193560646147,1.58013038972964,4.46522068694767,5.31200031121938,1.55239690744036,1.97543324710043,222.785419364105,2.83418382745064
9,30,29.8877253862431,1.63651510662799,5.11846553024899,5.75386302325412,1.65229787510996,1.99002715810838,222.674026212021,3.22394145627685
10,30,28.7298634491708,1.63643493559701,4.85942002349632,5.73257912877924,1.73500467253541,1.93857112789618,222.702790275414,3.0603748870582
