"cv_set","X0_start","X0","Xb","gmax","pet_a","pet_b","C","alpha","beta","sigma","NLL","mse"
1,20,12.6567966565556,1.83353497211265,5.41604260700058,5.20260206423094,1.72787688320599,0.00451702742362111,1.20602238515746,0.271323453019773,1.76536211441158,204.048954885655,2.58219648107666
2,20,26.0276578169498,2.58752807390011,7.56412552889322,4.63729663596136,1.75822110641866,0.0050745934289838,1.38024469765809,0.200675761865426,1.81946489415913,199.175035108028,2.07817766332357
3,20,21.0415786159994,2.03824631025344,5.12299473786944,4.75517436455752,2.49104164133279,0.00391383030732871,1.23870888616166,0.151255983678983,1.92982902859865,205.573642479482,2.65198764482128
4,20,20.4130885630996,1.99766134794768,5.84600016233803,4.31343565936872,2.6866371146151,0.00495791876185444,1.14883881204367,0.111125158052007,1.85128326749702,204.334985512237,2.48182481020783
5,20,19.5286353973818,2.25284019023972,6.9300982087192,5.0123393243155,1.51433033727482,0.00356325727532741,1.39527027449761,0.0999184336589805,1.73819036843101,197.980548585573,2.15043473920679
6,20,26.5612817267422,2.57237411407882,5.5319676075599,5.64881026374889,1.61940680024685,0.00264293612388423,1.28811975394713,0.21451008646892,1.78985467229126,204.593236602436,2.88894070389778
7,20,22.4993212605331,2.0108531766687,5.74312984559866,4.76916082261567,2.18772116736629,0.00495254976212824,1.25032321871191,0.327714693335945,1.77782469483951,203.539968863098,2.37874798396336
8,20,26.3498600079862,2.98951728219333,5.97879849249242,5.27281215104583,1.67696963199088,0.00784047305195861,0.951053340271649,0.136454840305188,1.79497731348424,203.644540523512,2.66865695687528
9,20,21.4749423035112,2.63079068071317,5.81572779756066,5.27925784972192,2.36405818681332,0.0153051987445069,0.816850061073242,0.425173236100003,1.83475603150744,205.151023372081,2.57227090969522
10,20,19.1370743666691,2.84454325344088,5.77612581012135,5.57740997600049,2.30732131058698,0.00510471065113965,1.29108688722969,0.255551886183841,1.74654615336502,203.190045938119,2.62351818461696
1,25,26.4150481504924,1.82567303268477,4.46591181040308,4.85944741015156,1.19149993389677,0.00292747832092571,1.23871458605814,0.519397307277263,1.85510526012161,208.107603711306,2.78846782756471
2,25,20.61540736671,2.55788963539774,6.09602063948062,5.28366626470387,2.59813113147902,0.012730495581506,0.840139659652895,0.345647768231927,1.83983395042142,204.61081569972,2.4625288272701
3,25,18.7758392153926,1.99477052308338,5.40140579952093,5.0840349358735,1.6799892979167,0.00983388760116585,0.766677428472623,0.32744763733879,1.90680796845727,205.465040929568,2.52987488084045
4,25,24.9412819060947,2.53881702717727,8.77500078102704,5.54991159531118,1.7991938499975,0.00499855216704858,1.44233307869913,0.243068508970909,1.63365642645563,194.898574285771,2.02941975540939
5,25,22.9033215325075,2.6238927813736,6.67595483581248,4.9405254916177,0.844062786928481,0.00826603958263734,1.01073175611797,0.256787678395305,1.64945842542146,201.379015165704,2.43313608584645
6,25,20.1238069401192,2.33748883588467,7.83998667945522,5.27972257658478,1.93658331392058,0.00692784994111375,1.20052735287819,0.171881371010493,1.65348544382636,197.071819712084,2.04468638416481
7,25,27.8909930482202,2.04537449279622,7.05789559102296,4.77438855677465,0.867858098150405,0.00252178256353267,1.92722294044625,0.541993816690101,1.68234099773336,199.557471356753,2.27954376550552
8,25,28.7098029742578,2.17698482218759,4.78176034348605,5.03831760725865,1.19227569850419,0.00388569857378148,1.24060813631421,0.481773187848503,1.89846668597856,206.036053189359,2.81666185742979
9,25,29.5896658762295,2.29276553904655,7.42177795551035,5.20380702188929,2.78114884720773,0.00675799833075722,1.44166704906192,0.449408033219261,1.73234984186851,198.784512575158,2.11276447448957
10,25,18.0213754001965,2.92537004575398,6.43502289427151,5.2491914633221,2.38467749669616,0.00856059683503731,0.978228012987466,0.197510210523992,1.83249170512491,203.251013407511,2.40478830523466
1,30,27.9032511669762,2.07571374210484,7.04290861890986,4.86673038308662,2.23221839562258,0.00637227387351438,1.4377489284124,0.399626262744209,1.7193069568594,200.083271142071,2.23375746248859
2,30,29.6928768773596,2.57994690708947,6.94441047989838,5.31536301401875,1.44410014982563,0.00550224211059214,1.14972754570898,0.148587509632478,1.76566868460688,199.572238699587,2.35868574338311
3,30,23.2100424578991,2.33822824793076,6.54667771318241,5.32573919205235,1.61181280285871,0.00591687989760439,1.47503701056272,0.475902840348603,1.74783371459308,200.042847684479,2.41664417584201
4,30,26.3637724918771,2.15559427302111,5.30490182915751,4.92383179572003,1.04685084287704,0.0113042209149044,0.687873433634794,0.42310159102351,1.98148949367523,206.40593621063,2.63463572987316
5,30,27.4427866530208,2.60404286454944,5.06143134718192,4.1979190618783,2.09573167921339,0.00268330153359017,1.79924892343575,0.515036447752639,1.83223649085778,208.640768836584,2.82703969973133
6,30,27.8782508689077,2.46011705088401,4.77454345385899,5.03354333691024,0.905892344829729,0.00838652094793075,0.490228387003574,0.269407223177004,1.88297434798369,207.414755496243,2.99891549002487
7,30,24.5818791489179,2.07830876591678,6.35588924830152,4.7617319842825,0.920941844941978,0.00849037245014946,0.720881611181093,0.131638843524424,1.74185279618526,204.532043443945,2.28695332264716
8,30,25.6571760563915,2.22685887499292,4.73147984546854,5.92948612835596,2.03038501664628,0.00367664900440013,1.68749621473724,0.895575011877226,2.05960292717734,209.841524750402,3.10447355663547
9,30,25.177696287975,1.77325989921795,5.29789425856369,5.13815911180581,2.58546596180255,0.00271777797415935,1.4589520562393,0.390290418859914,1.85972295341131,204.813014651769,2.47541717130263
